gene_ids,males_FPKM_Coeff_of_Var,females_FPKM_Coeff_of_Var
gene-LOC111107382,0.5901122,1.743429
gene-LOC111107383,2.125,2.916815
gene-LOC111107384,1.226889,1.969282
gene-LOC111107385,0.8245211,2.286551
gene-LOC111107386,NA,NA
gene-LOC111107387,0.2842295,0.6914802
gene-LOC111107388,1.248547,2.916815
gene-LOC111107389,1.827014,1.974993
gene-LOC111107390,0.8730223,1.488193
gene-LOC111107391,2.125,1.759094
gene-LOC111107392,2.125,2.916815
gene-LOC111107393,0.3215634,0.2693661
gene-LOC111107394,0.1448029,0.2766547
gene-LOC111107395,0.2055697,0.257227
gene-LOC111107396,1.228124,1.912036
gene-LOC111107397,0.7747278,2.916815
gene-LOC111107398,0.5200129,0.9424
gene-LOC111107399,0.7150178,1.38611
gene-LOC111107400,0.5351222,1.276804
gene-LOC111107401,0.1003971,0.6184406
gene-LOC111107402,0.1467936,0.2911707
gene-LOC111107403,0.5730798,0.9550526
gene-LOC111107404,0.4275305,0.3609931
gene-LOC111107405,0.457865,0.4139803
gene-LOC111107406,0.2314879,0.4863049
gene-LOC111107407,0.543252,0.3082511
gene-LOC111107408,0.4225604,0.355393
gene-LOC111107409,0.06356739,0.495041
gene-LOC111107410,0.3351874,0.2140993
gene-LOC111107411,0.4011065,0.2461583
gene-LOC111107412,0.6092376,1.285059
gene-LOC111107413,0.4717435,0.4654051
gene-LOC111107414,0.4177533,0.4225808
gene-LOC111107415,0.5206262,0.4296171
gene-LOC111107416,0.7362575,2.916815
gene-LOC111107417,NA,NA
gene-LOC111107418,0.4822977,0.392982
gene-LOC111107419,0.5175146,0.3690541
gene-LOC111107420,1.434665,0.4720207
gene-LOC111107421,0.5242952,0.7804193
gene-LOC111107422,0.1477168,0.2303682
gene-LOC111107423,0.6089717,1.068048
gene-LOC111107424,0.3571993,0.9367652
gene-LOC111107425,0.603648,0.6406088
gene-LOC111107426,0.7612622,0.7117849
gene-LOC111107427,0.3695369,0.3364346
gene-LOC111107428,0.8121186,0.4290351
gene-LOC111107429,0.4202706,0.3153999
gene-LOC111107430,0.2529577,0.2267943
gene-LOC111107431,0.1714559,0.6903444
gene-LOC111107432,0.6847937,0.06091605
gene-LOC111107433,0.5736947,0.4085512
gene-LOC111107434,1.19125,0.4309493
gene-LOC111107435,NA,NA
gene-LOC111107436,0.3291274,0.6248924
gene-LOC111107437,0.2007183,0.5390644
gene-LOC111107438,0.4368425,0.2965382
gene-LOC111107439,0.6070434,0.7870441
gene-LOC111107440,0.5959173,1.736395
gene-LOC111107441,1.252753,2.916815
gene-LOC111107442,0.8244992,1.761373
gene-LOC111107443,0.3008262,0.1435249
gene-LOC111107444,0.4900734,1.118507
gene-LOC111107445,0.5339102,2.004847
gene-LOC111107446,0.9186058,0.3040723
gene-LOC111107447,0.7739194,2.197867
gene-LOC111107448,0.8971357,2.331072
gene-LOC111107449,0.5667991,0.9844372
gene-LOC111107450,2.125,0.7594556
gene-LOC111107451,0.7955312,0.6824579
gene-LOC111107452,1.081657,0.9323661
gene-LOC111107453,0.6430519,0.5341252
gene-LOC111107454,0.4415858,0.4484433
gene-LOC111107455,0.3470841,1.269713
gene-LOC111107456,0.6425081,0.6666402
gene-LOC111107457,0.8717488,1.838957
gene-LOC111107458,0.9029947,1.618417
gene-LOC111107459,0.8900261,1.518309
gene-LOC111107460,0.807099,2.009188
gene-LOC111107461,1.363766,2.071949
gene-LOC111107462,0.4895755,0.4142955
gene-LOC111107463,0.4158014,0.4842483
gene-LOC111107464,2.12162,1.922214
gene-LOC111107465,1.227019,2.916815
gene-LOC111107466,1.142597,2.397774
gene-LOC111107467,1.301747,1.525844
gene-LOC111107468,0.4744171,0.792686
gene-LOC111107469,1.31844,0.2699104
gene-LOC111107470,1.07856,1.069047
gene-LOC111107471,1.08506,2.078604
gene-LOC111107472,0.6248199,1.063666
gene-LOC111107473,1.203593,0.9955561
gene-LOC111107474,0.3992386,0.8630242
gene-LOC111107475,2.125,NA
gene-LOC111107476,0.9652689,1.844611
gene-LOC111107477,0.3634802,0.511794
gene-LOC111107478,1.295848,0.3935958
gene-LOC111107479,0.4552393,0.7094334
gene-LOC111107480,0.6630041,0.3815399
gene-LOC111107481,0.5631314,0.2272774
gene-LOC111107482,1.220935,0.2556404
gene-LOC111107483,0.5736419,0.7102796
gene-LOC111107484,0.3458292,0.3620062
gene-LOC111107485,0.3850453,0.2791363
gene-LOC111107486,0.3998304,1.544343
gene-LOC111107487,0.2962072,0.4212313
gene-LOC111107488,0.08422196,0.204265
gene-LOC111107489,0.4579558,1.148483
gene-LOC111107490,0.9567031,0.9050464
gene-LOC111107491,0.2940361,0.3847083
gene-LOC111107492,0.1478736,0.6723091
gene-LOC111107493,0.1409161,2.108778
gene-LOC111107494,0.8594201,1.101814
gene-LOC111107495,1.088339,1.937683
gene-LOC111107496,0.8375963,0.5260484
gene-LOC111107497,0.6026011,1.233729
gene-LOC111107498,1.254863,NA
gene-LOC111107499,0.9404829,1.042198
gene-LOC111107500,2.125,NA
gene-LOC111107501,0.7608459,0.5967698
gene-LOC111107502,0.6133836,2.916815
gene-LOC111107503,2.125,1.941583
gene-LOC111107504,0.4440071,0.4550022
gene-LOC111107505,0.8611938,2.077724
gene-LOC111107506,0.3496424,0.795019
gene-LOC111107507,1.002883,0.8830996
gene-LOC111107508,0.4667914,1.054817
gene-LOC111107509,2.125,1.551352
gene-LOC111107510,0.9813672,1.302177
gene-LOC111107511,0.2215329,0.2985639
gene-LOC111107512,0.2114653,0.5732267
gene-LOC111107513,0.8862931,0.2616402
gene-LOC111107514,0.3163792,0.6313663
gene-LOC111107515,0.1402624,0.6892676
gene-LOC111107516,2.075819,1.226897
gene-LOC111107517,2.125,2.303547
gene-LOC111107518,0.1919544,0.2955727
gene-LOC111107519,1.123018,2.210805
gene-LOC111107520,0.5194327,0.2713937
gene-LOC111107521,0.3833884,0.6064835
gene-LOC111107522,1.923133,1.967111
gene-LOC111107523,2.021197,2.260257
gene-LOC111107524,2.125,1.425047
gene-LOC111107525,0.5730465,0.5188512
gene-LOC111107526,0.5782732,0.7738337
gene-LOC111107527,0.6152669,2.916815
gene-LOC111107528,0.7725958,0.5776578
gene-LOC111107529,0.5536212,0.6433209
gene-LOC111107530,0.8690305,0.8484795
gene-LOC111107531,0.7737105,2.916815
gene-LOC111107532,0.4670467,0.5203205
gene-LOC111107533,0.7178127,1.525718
gene-LOC111107534,1.683895,2.425476
gene-LOC111107535,0.9264875,1.948259
gene-LOC111107536,0.4192832,0.7458531
gene-LOC111107537,0.9745055,0.9089251
gene-LOC111107538,0.2042983,0.6096038
gene-LOC111107539,0.4898111,0.9943408
gene-LOC111107540,0.5646442,1.143426
gene-LOC111107541,1.075408,NA
gene-LOC111107542,0.1737885,0.4366136
gene-LOC111107543,1.458578,0.2308282
gene-LOC111107544,0.6096464,0.8249382
gene-LOC111107545,0.539851,0.6867175
gene-LOC111107546,0.4731722,0.9455737
gene-LOC111107547,0.5089976,1.016318
gene-LOC111107548,0.4835934,0.3476868
gene-LOC111107549,0.4938909,1.096029
gene-LOC111107550,0.8253029,0.8609658
gene-LOC111107551,0.4522202,0.5356136
gene-LOC111107552,0.4229392,1.012172
gene-LOC111107553,0.4363299,0.9996743
gene-LOC111107554,0.57919,0.7390072
gene-LOC111107555,0.4669932,1.347263
gene-LOC111107556,0.368868,0.998961
gene-LOC111107557,0.5015347,1.051537
gene-LOC111107558,0.4245386,1.252752
gene-LOC111107559,0.3209395,2.458119
gene-LOC111107560,0.3977429,0.5214423
gene-LOC111107561,0.8221457,1.065029
gene-LOC111107562,0.6154106,0.5553246
gene-LOC111107563,0.7387417,1.505026
gene-LOC111107564,0.5149984,1.320961
gene-LOC111107565,0.1576678,0.1839066
gene-LOC111107566,0.2158969,1.152906
gene-LOC111107567,0.17153,2.118529
gene-LOC111107568,0.3653994,1.341721
gene-LOC111107569,0.394337,0.2870228
gene-LOC111107570,0.400953,0.6134153
gene-LOC111107571,0.4694679,1.11668
gene-LOC111107572,0.7648839,1.167945
gene-LOC111107573,0.2080461,0.333227
gene-LOC111107574,0.1809877,0.250215
gene-LOC111107575,0.5146843,0.7872975
gene-LOC111107576,0.6066111,1.256764
gene-LOC111107577,0.6706949,0.615167
gene-LOC111107578,0.636212,0.3568437
gene-LOC111107579,0.7746706,1.423666
gene-LOC111107580,0.62235,0.3160384
gene-LOC111107581,0.7878465,1.316531
gene-LOC111107582,0.6935659,1.063769
gene-LOC111107583,2.125,1.830591
gene-LOC111107584,0.1446553,0.3923965
gene-LOC111107585,2.057437,2.916815
gene-LOC111107586,1.418664,1.076844
gene-LOC111107587,0.5338846,1.007635
gene-LOC111107588,0.6923246,0.9050541
gene-LOC111107589,0.3436686,0.6609007
gene-LOC111107590,0.9275314,0.8150736
gene-LOC111107591,0.4933451,0.430865
gene-LOC111107592,1.272638,2.438182
gene-LOC111107593,1.106524,0.5194492
gene-LOC111107594,0.4514185,0.8502972
gene-LOC111107595,0.2212733,0.4998145
gene-LOC111107596,0.6478795,1.071932
gene-LOC111107597,0.736478,1.61827
gene-LOC111107598,0.6646056,1.24301
gene-LOC111107599,1.586256,2.916815
gene-LOC111107600,0.2083125,0.2284979
gene-LOC111107601,0.5358704,NA
gene-LOC111107602,0.4361338,1.018239
gene-LOC111107603,1.229751,1.916563
gene-LOC111107604,0.5020497,0.5477248
gene-LOC111107605,1.076621,1.229997
gene-LOC111107606,0.4888196,0.9301373
gene-LOC111107607,0.5061195,0.1234957
gene-LOC111107608,0.5809274,0.3116417
gene-LOC111107609,0.2198975,0.3683547
gene-LOC111107610,0.580453,1.427865
gene-LOC111107611,0.3604212,0.4270418
gene-LOC111107612,0.5738536,2.031675
gene-LOC111107613,0.5471167,2.916815
gene-LOC111107614,1.554311,0.640511
gene-LOC111107615,0.3911238,1.172947
gene-LOC111107616,0.8573192,2.916815
gene-LOC111107617,0.5334099,1.037008
gene-LOC111107618,0.9285403,1.5024
gene-LOC111107619,1.415981,0.3544524
gene-LOC111107620,0.1772952,0.3445878
gene-LOC111107621,0.9890668,0.9137455
gene-LOC111107622,0.5051176,0.6857589
gene-LOC111107623,NA,2.031777
gene-LOC111107624,0.5508034,0.9621565
gene-LOC111107625,0.320662,1.595062
gene-LOC111107626,0.3677862,0.8404321
gene-LOC111107627,0.4217314,0.3983832
gene-LOC111107628,0.4501842,1.695941
gene-LOC111107629,0.4298633,0.623709
gene-LOC111107630,0.883796,0.9665265
gene-LOC111107631,0.9386651,1.515026
gene-LOC111107632,0.9611999,1.239972
gene-LOC111107633,0.8492871,1.269111
gene-LOC111107634,1.354967,0.9044502
gene-LOC111107635,0.9556713,1.090188
gene-LOC111107636,1.350198,0.8011207
gene-LOC111107637,1.002779,0.8172502
gene-LOC111107638,0.8110144,1.201902
gene-LOC111107639,0.7878681,0.9483526
gene-LOC111107640,0.7632641,2.101226
gene-LOC111107641,0.6008681,1.255068
gene-LOC111107642,0.8632423,0.8238936
gene-LOC111107643,1.060216,1.828808
gene-LOC111107644,0.7632013,0.5161379
gene-LOC111107645,0.5351326,1.435539
gene-LOC111107646,0.7583187,1.514618
gene-LOC111107647,0.5652014,1.310844
gene-LOC111107648,0.6197422,1.153024
gene-LOC111107649,0.8479481,0.8946039
gene-LOC111107650,1.000007,1.40394
gene-LOC111107651,0.8823291,1.777957
gene-LOC111107652,0.4456194,0.8369309
gene-LOC111107653,0.8467967,1.121042
gene-LOC111107654,0.869567,0.6636738
gene-LOC111107655,0.9462721,0.8376446
gene-LOC111107656,0.256585,0.8389378
gene-LOC111107657,0.3972283,0.6743606
gene-LOC111107658,0.6763404,1.683666
gene-LOC111107659,0.4311416,0.7768209
gene-LOC111107660,0.5627076,0.3220704
gene-LOC111107661,0.6554634,0.6724271
gene-LOC111107662,0.8246561,1.393973
gene-LOC111107663,0.5857837,1.088596
gene-LOC111107664,1.306829,1.07344
gene-LOC111107665,0.783904,1.412661
gene-LOC111107666,0.8495501,1.42808
gene-LOC111107667,0.5767578,0.7004075
gene-LOC111107668,0.8414207,1.761081
gene-LOC111107669,0.8503905,1.410436
gene-LOC111107670,0.5790315,1.031695
gene-LOC111107671,0.6762708,0.8254545
gene-LOC111107672,0.5581614,0.9198207
gene-LOC111107673,0.7639487,1.550542
gene-LOC111107674,0.4368117,0.8901544
gene-LOC111107675,0.7204606,1.069723
gene-LOC111107676,0.7582342,2.006976
gene-LOC111107677,0.7502034,1.290375
gene-LOC111107678,0.9123477,1.355951
gene-LOC111107679,0.8917965,1.786695
gene-LOC111107680,0.7954308,2.107911
gene-LOC111107681,0.6617729,0.9537302
gene-LOC111107682,0.6865461,1.096741
gene-LOC111107683,0.9975009,1.112032
gene-LOC111107684,0.8670944,1.748666
gene-LOC111107685,1.191552,2.629302
gene-LOC111107686,0.6154281,0.6708144
gene-LOC111107687,1.628021,1.853311
gene-LOC111107688,1.171767,1.858981
gene-LOC111107689,0.5693417,0.892747
gene-LOC111107690,1.106074,2.916815
gene-LOC111107691,0.5483989,0.475222
gene-LOC111107692,0.5978552,0.755558
gene-LOC111107693,2.02692,1.890408
gene-LOC111107694,0.6550073,1.179159
gene-LOC111107695,0.3087008,0.8213665
gene-LOC111107696,0.7294048,1.45672
gene-LOC111107697,0.5101891,0.8702909
gene-LOC111107698,0.6585339,1.778698
gene-LOC111107699,0.3440569,0.2189161
gene-LOC111107700,1.205618,2.122879
gene-LOC111107701,1.034747,0.9630558
gene-LOC111107702,1.281614,1.020236
gene-LOC111107703,0.3578868,0.3135429
gene-LOC111107704,0.3515003,0.4766256
gene-LOC111107705,0.439709,2.916815
gene-LOC111107706,0.5639435,0.7444765
gene-LOC111107707,0.7575595,0.7753392
gene-LOC111107708,0.1310427,1.582446
gene-LOC111107709,0.4791251,1.596101
gene-LOC111107710,1.34364,1.840207
gene-LOC111107711,1.695209,1.563847
gene-LOC111107712,0.6422198,0.8128813
gene-LOC111107713,0.3056924,0.794093
gene-LOC111107714,0.6496,0.8398633
gene-LOC111107715,0.3403301,0.3663343
gene-LOC111107716,0.1078443,0.4408894
gene-LOC111107717,0.6420141,0.9975629
gene-LOC111107718,1.305446,0.8420359
gene-LOC111107719,0.2347111,2.916815
gene-LOC111107720,0.4466423,2.050762
gene-LOC111107721,1.618829,1.90527
gene-LOC111107722,0.2353668,0.2429477
gene-LOC111107723,2.125,NA
gene-LOC111107724,0.4086885,0.6867787
gene-LOC111107725,0.5349033,1.684302
gene-LOC111107726,0.09299623,0.8353121
gene-LOC111107727,0.1763703,0.2356868
gene-LOC111107728,0.3715469,0.3418471
gene-LOC111107729,0.465395,0.5636143
gene-LOC111107730,0.5329592,2.916815
gene-LOC111107731,0.1857862,0.352568
gene-LOC111107732,0.8085089,0.6032998
gene-LOC111107733,0.8348393,1.488697
gene-LOC111107734,0.5067928,1.035865
gene-LOC111107735,0.3240785,1.765736
gene-LOC111107736,0.5681147,1.679686
gene-LOC111107737,0.7271246,0.8494435
gene-LOC111107738,0.9913614,0.8508889
gene-LOC111107739,0.8387782,1.695591
gene-LOC111107740,2.039597,NA
gene-LOC111107741,0.6919326,0.8635084
gene-LOC111107742,1.197952,2.211076
gene-LOC111107743,2.125,2.495005
gene-LOC111107744,2.125,1.948966
gene-LOC111107745,NA,NA
gene-LOC111107746,0.8895689,NA
gene-LOC111107747,0.5399659,0.9779206
gene-LOC111107748,0.6146812,0.9021449
gene-LOC111107749,0.4375026,1.971844
gene-LOC111107750,0.375651,1.272323
gene-LOC111107751,0.6049686,2.140584
gene-LOC111107752,1.273441,2.916815
gene-LOC111107753,0.5129191,1.913236
gene-LOC111107754,0.4319708,1.975121
gene-LOC111107755,0.4571171,1.716442
gene-LOC111107756,0.3845247,2.095655
gene-LOC111107757,0.5212987,0.2923691
gene-LOC111107758,0.8498641,0.8277382
gene-LOC111107759,0.8889828,1.599349
gene-LOC111107760,0.4668988,0.3403763
gene-LOC111107761,0.5364128,0.9324041
gene-LOC111107762,0.5406469,0.3880405
gene-LOC111107763,0.3230677,0.2662843
gene-LOC111107764,0.2924441,0.3495284
gene-LOC111107765,0.3600028,0.6410737
gene-LOC111107766,0.4225579,0.7266932
gene-LOC111107767,0.6189687,1.163892
gene-LOC111107768,0.4654075,1.244147
gene-LOC111107769,0.4279761,2.042809
gene-LOC111107770,0.7975797,0.7596034
gene-LOC111107771,1.838602,1.832919
gene-LOC111107772,0.6573484,0.8955076
gene-LOC111107773,0.7539403,1.020388
gene-LOC111107774,1.718648,1.247676
gene-LOC111107775,0.4723694,0.9125135
gene-LOC111107776,0.6699552,0.7992928
gene-LOC111107777,1.078687,NA
gene-LOC111107778,NA,NA
gene-LOC111107779,0.4532359,0.5062059
gene-LOC111107780,0.5629716,1.063107
gene-LOC111107781,0.6660183,0.7705495
gene-LOC111107782,0.7191897,0.9823129
gene-LOC111107783,0.6011761,0.7220289
gene-LOC111107784,0.4489391,0.5279245
gene-LOC111107785,0.5417176,1.070501
gene-LOC111107786,1.23096,0.8455234
gene-LOC111107787,0.2915974,0.9029629
gene-LOC111107788,0.6059387,0.9207771
gene-LOC111107789,1.328558,1.756249
gene-LOC111107790,0.2620009,0.1832732
gene-LOC111107791,2.125,NA
gene-LOC111107792,0.4589028,0.3261928
gene-LOC111107793,0.5424638,1.808049
gene-LOC111107794,0.6013705,2.151539
gene-LOC111107795,0.5446133,0.4779396
gene-LOC111107796,0.6702351,0.3774333
gene-LOC111107797,0.9924021,2.286273
gene-LOC111107798,0.8393869,2.571933
gene-LOC111107799,0.8315718,1.190737
gene-LOC111107800,0.5787447,2.367196
gene-LOC111107801,0.866053,2.916815
gene-LOC111107802,0.5119366,1.186682
gene-LOC111107803,1.223352,1.486683
gene-LOC111107804,0.4120034,1.039538
gene-LOC111107805,0.4322652,1.278391
gene-LOC111107806,0.6031912,1.594794
gene-LOC111107807,0.8441085,1.130043
gene-LOC111107808,0.6668023,0.5648011
gene-LOC111107809,0.3667411,1.048099
gene-LOC111107810,0.6502088,0.9801169
gene-LOC111107811,0.5152231,1.64478
gene-LOC111107812,1.042711,1.29096
gene-LOC111107813,0.2916935,0.2188498
gene-LOC111107814,0.117168,0.1229512
gene-LOC111107815,0.1022939,0.4872218
gene-LOC111107816,0.1940976,0.1034492
gene-LOC111107817,0.7006871,1.54918
gene-LOC111107818,0.8311185,1.247426
gene-LOC111107819,0.8015323,0.950703
gene-LOC111107820,0.4232417,1.021394
gene-LOC111107821,0.4227484,1.763427
gene-LOC111107822,0.7230586,0.7301319
gene-LOC111107823,0.9296529,1.201084
gene-LOC111107824,0.7141842,1.089871
gene-LOC111107825,0.5989735,2.63396
gene-LOC111107826,1.028431,1.481487
gene-LOC111107827,0.08956838,0.1820298
gene-LOC111107828,0.5119987,0.754059
gene-LOC111107829,1.058513,NA
gene-LOC111107830,0.7826038,1.303696
gene-LOC111107831,0.4248148,0.890197
gene-LOC111107832,0.5272091,0.2063064
gene-LOC111107833,0.4698349,0.7764423
gene-LOC111107834,0.5179418,1.236733
gene-LOC111107835,0.3544168,1.194139
gene-LOC111107836,1.476311,2.045375
gene-LOC111107837,0.3780632,1.698775
gene-LOC111107838,0.3203783,1.363154
gene-LOC111107839,0.5051487,1.853536
gene-LOC111107840,0.639465,0.7808704
gene-LOC111107841,0.5804212,0.8983238
gene-LOC111107842,0.8508357,0.8904453
gene-LOC111107843,1.232028,1.329712
gene-LOC111107844,0.5365177,0.4660092
gene-LOC111107845,1.281169,2.054272
gene-LOC111107846,0.4342895,1.373973
gene-LOC111107847,0.5889519,0.3793055
gene-LOC111107848,0.4578092,0.5753251
gene-LOC111107849,0.5267,0.332352
gene-LOC111107850,0.3291522,0.240223
gene-LOC111107851,0.2978643,0.3961946
gene-LOC111107852,0.2944132,0.4634592
gene-LOC111107853,1.008291,2.022008
gene-LOC111107854,0.2226544,0.1970167
gene-LOC111107855,0.3743742,0.2380757
gene-LOC111107856,0.3684398,0.2795584
gene-LOC111107857,0.6912961,0.3519156
gene-LOC111107858,0.4350955,0.6737848
gene-LOC111107859,0.5218692,1.132925
gene-LOC111107860,0.2618352,0.6103948
gene-LOC111107861,0.3061723,0.4556878
gene-LOC111107862,0.6457304,0.3206395
gene-LOC111107863,0.5608552,0.3126209
gene-LOC111107864,NA,NA
gene-LOC111107865,2.124106,2.220894
gene-LOC111107866,2.073532,2.64943
gene-LOC111107867,0.7276145,0.6013764
gene-LOC111107868,0.4339961,0.295852
gene-LOC111107869,1.852925,2.658872
gene-LOC111107870,1.416627,NA
gene-LOC111107871,NA,NA
gene-LOC111107872,0.4696508,0.8255766
gene-LOC111107873,0.3545327,1.402709
gene-LOC111107874,0.7869616,0.8122333
gene-LOC111107875,0.7314159,1.106803
gene-LOC111107876,0.6107686,1.119865
gene-LOC111107877,1.186675,0.8647033
gene-LOC111107878,0.8500099,1.699622
gene-LOC111107879,0.3002704,0.2412741
gene-LOC111107880,0.4081501,0.6417143
gene-LOC111107881,0.4963122,0.1625822
gene-LOC111107882,1.249014,2.916815
gene-LOC111107883,0.5781279,0.6608953
gene-LOC111107884,0.9989119,0.9568973
gene-LOC111107885,0.2108634,1.160274
gene-LOC111107886,0.6526827,0.3861911
gene-LOC111107887,1.363338,2.916815
gene-LOC111107888,0.643876,0.6263718
gene-LOC111107889,NA,2.916815
gene-LOC111107890,1.103454,1.49589
gene-LOC111107891,0.494214,0.5067433
gene-LOC111107892,0.6123451,0.994551
gene-LOC111107893,0.6037456,0.8414164
gene-LOC111107894,1.826511,1.307886
gene-LOC111107895,1.109056,0.9825667
gene-LOC111107896,1.255027,1.173283
gene-LOC111107897,0.6739268,1.213452
gene-LOC111107898,0.3319654,1.647621
gene-LOC111107899,0.7158819,1.176271
gene-LOC111107900,0.7911866,0.5383695
gene-LOC111107901,0.8153881,0.8527793
gene-LOC111107902,1.816149,2.102185
gene-LOC111107903,1.9831,1.410585
gene-LOC111107904,0.9130504,1.977401
gene-LOC111107905,0.3830448,0.6751723
gene-LOC111107906,1.242168,1.952514
gene-LOC111107907,0.8058286,0.885589
gene-LOC111107908,0.630152,1.465897
gene-LOC111107909,0.6314094,0.3236347
gene-LOC111107910,0.382993,0.1171997
gene-LOC111107911,0.4094182,0.2620217
gene-LOC111107912,0.1333851,0.2774529
gene-LOC111107913,0.3990889,1.284579
gene-LOC111107914,0.5737766,2.187145
gene-LOC111107915,0.4672383,0.9714062
gene-LOC111107916,2.125,1.90973
gene-LOC111107917,0.5161628,0.5829891
gene-LOC111107918,NA,NA
gene-LOC111107919,0.9483256,1.605176
gene-LOC111107920,0.8440609,1.080344
gene-LOC111107921,0.151573,0.2600052
gene-LOC111107922,0.7660747,0.6612803
gene-LOC111107923,0.3047458,0.2360206
gene-LOC111107924,0.2965624,0.3884895
gene-LOC111107925,0.6023044,0.7574197
gene-LOC111107926,0.8606151,0.9452016
gene-LOC111107927,0.6781669,1.132044
gene-LOC111107928,0.689342,1.031011
gene-LOC111107929,0.7543946,1.852731
gene-LOC111107930,0.1277402,0.6552989
gene-LOC111107931,0.4317866,0.664702
gene-LOC111107932,0.4793577,0.4537267
gene-LOC111107933,0.4356474,1.003966
gene-LOC111107934,0.4048629,0.3018931
gene-LOC111107935,0.4513924,0.9239615
gene-LOC111107936,0.7445491,0.8969039
gene-LOC111107937,0.5323679,0.6223686
gene-LOC111107938,0.6819396,0.8049978
gene-LOC111107939,0.5437321,0.6714013
gene-LOC111107940,0.3754687,0.5813326
gene-LOC111107941,0.6927122,1.031483
gene-LOC111107942,0.2509529,0.8839638
gene-LOC111107943,0.9031059,NA
gene-LOC111107944,0.3921349,0.814494
gene-LOC111107945,0.7459817,0.7275912
gene-LOC111107946,0.4258319,0.9512338
gene-LOC111107947,0.3454118,0.9972568
gene-LOC111107948,0.4824512,0.7647178
gene-LOC111107949,0.8225048,0.6742528
gene-LOC111107950,0.3486309,0.7994855
gene-LOC111107951,1.098551,1.044878
gene-LOC111107952,0.7549504,1.443748
gene-LOC111107953,0.4141784,1.251905
gene-LOC111107954,0.4637758,1.041776
gene-LOC111107955,0.4447268,1.055637
gene-LOC111107956,0.5225943,0.7044018
gene-LOC111107957,0.540668,1.412941
gene-LOC111107958,0.3312715,0.6761957
gene-LOC111107959,0.5380104,1.49458
gene-LOC111107960,0.6290956,0.926281
gene-LOC111107961,0.7748406,1.399102
gene-LOC111107962,0.7913742,1.476348
gene-LOC111107963,1.331946,2.916815
gene-LOC111107964,0.9552524,0.59564
gene-LOC111107965,1.043772,1.676692
gene-LOC111107966,0.7626947,2.143465
gene-LOC111107967,0.6161454,1.555863
gene-LOC111107968,0.3997831,1.251525
gene-LOC111107969,0.5913493,0.2633868
gene-LOC111107970,0.4047633,1.201474
gene-LOC111107971,0.7938558,2.554565
gene-LOC111107972,0.7087499,2.162004
gene-LOC111107973,0.3762343,0.7442425
gene-LOC111107974,0.6465217,1.248299
gene-LOC111107975,0.6171914,2.916815
gene-LOC111107976,1.240871,1.230505
gene-LOC111107977,0.4018395,0.4577207
gene-LOC111107978,0.63693,0.8216965
gene-LOC111107979,1.618221,NA
gene-LOC111107980,0.5460467,0.6306837
gene-LOC111107981,0.7236975,1.046576
gene-LOC111107982,0.8834134,2.424497
gene-LOC111107983,0.3256509,0.966693
gene-LOC111107984,0.8386514,0.6330691
gene-LOC111107985,0.5732497,0.894279
gene-LOC111107986,0.5158659,0.7235221
gene-LOC111107987,0.4319985,0.1076054
gene-LOC111107988,0.2930863,0.4890272
gene-LOC111107989,0.468291,0.6307772
gene-LOC111107990,0.0781089,0.7649451
gene-LOC111107991,0.8342935,0.6396028
gene-LOC111107992,0.2142455,0.5341605
gene-LOC111107993,0.3087304,0.878144
gene-LOC111107994,0.4338228,0.628933
gene-LOC111107995,0.9763868,0.2517933
gene-LOC111107996,0.4909504,0.7430229
gene-LOC111107997,0.6849855,0.4463937
gene-LOC111107998,2.125,NA
gene-LOC111107999,0.3218638,0.1484925
gene-LOC111108000,1.342432,NA
gene-LOC111108001,0.2028001,0.2460661
gene-LOC111108002,0.7181402,1.447813
gene-LOC111108003,0.4975304,0.9878963
gene-LOC111108004,0.2297514,0.3588341
gene-LOC111108005,0.4853195,0.5787163
gene-LOC111108006,0.4726204,0.2112416
gene-LOC111108007,0.9931287,1.405388
gene-LOC111108008,1.007076,0.7729491
gene-LOC111108009,0.5237082,0.3205147
gene-LOC111108010,0.3835452,0.3456045
gene-LOC111108011,0.232836,0.4750346
gene-LOC111108012,0.3534172,0.4597678
gene-LOC111108013,2.125,NA
gene-LOC111108014,1.816754,1.478071
gene-LOC111108015,1.524141,2.181197
gene-LOC111108016,0.9860107,1.272385
gene-LOC111108017,0.717066,1.48892
gene-LOC111108018,0.3578816,0.6040764
gene-LOC111108019,0.8030894,1.12932
gene-LOC111108020,0.4122918,1.605459
gene-LOC111108021,1.712182,2.916815
gene-LOC111108022,0.8663888,0.1727399
gene-LOC111108023,0.1739769,0.3468804
gene-LOC111108024,0.797192,1.159889
gene-LOC111108025,0.4179096,1.139452
gene-LOC111108026,0.5254504,0.8279979
gene-LOC111108027,0.9696959,1.697219
gene-LOC111108028,0.4246115,0.7659822
gene-LOC111108029,0.3551077,1.275302
gene-LOC111108030,0.3334655,0.3212435
gene-LOC111108031,0.7181149,1.12166
gene-LOC111108032,1.231347,2.916815
gene-LOC111108033,1.358067,0.7569671
gene-LOC111108034,NA,NA
gene-LOC111108035,NA,NA
gene-LOC111108036,NA,2.916815
gene-LOC111108037,0.3395673,0.2291748
gene-LOC111108038,0.2674777,0.2438647
gene-LOC111108039,0.4702336,0.7300138
gene-LOC111108040,0.6962736,0.3653267
gene-LOC111108041,0.6053214,0.7588354
gene-LOC111108042,0.3955088,0.1655881
gene-LOC111108043,0.1071792,0.3180462
