"chr" "start" "end" "difference"
"1534" "cvirNC_035782.1" 52317796 52346524 12
"1535" "cvirNC_035782.1" 52346197 52357067 -1
"1536" "cvirNC_035782.1" 52580888 52591779 1
"1537" "cvirNC_035782.1" 52627115 52646551 -1
"1538" "cvirNC_035782.1" 52698571 52730016 2
"1539" "cvirNC_035782.1" 52731841 52773759 7
"1540" "cvirNC_035782.1" 52775886 52792314 1
"1541" "cvirNC_035782.1" 52808893 52821714 1
"1542" "cvirNC_035782.1" 52869422 52877828 1
"1543" "cvirNC_035782.1" 53022672 53039002 1
"1544" "cvirNC_035782.1" 53071689 53088772 1
"1545" "cvirNC_035782.1" 53184042 53198696 1
"1546" "cvirNC_035782.1" 53506868 53518414 1
"1547" "cvirNC_035782.1" 53660344 53690541 1
"1548" "cvirNC_035782.1" 54053124 54074591 1
"1549" "cvirNC_035782.1" 54104216 54106053 1
"1550" "cvirNC_035782.1" 54108767 54119651 1
"1551" "cvirNC_035782.1" 54121723 54125825 1
"1552" "cvirNC_035782.1" 54129324 54132309 1
"1553" "cvirNC_035782.1" 54194026 54197868 1
"1554" "cvirNC_035782.1" 54453691 54457765 1
"1555" "cvirNC_035782.1" 54558647 54594064 5
"1556" "cvirNC_035782.1" 54605421 54687809 2
"1557" "cvirNC_035782.1" 54743286 54746807 -1
"1558" "cvirNC_035782.1" 54754060 54759623 -2
"1559" "cvirNC_035782.1" 54823046 54829040 1
"1560" "cvirNC_035782.1" 54883989 54925245 10
"1561" "cvirNC_035782.1" 54927436 54938072 1
"1562" "cvirNC_035782.1" 54940121 54951809 1
"1563" "cvirNC_035782.1" 55123713 55136884 -1
"1564" "cvirNC_035782.1" 55504663 55515741 3
"1565" "cvirNC_035782.1" 55532323 55547904 -1
"1566" "cvirNC_035782.1" 56162380 56188324 2
"1567" "cvirNC_035782.1" 56200152 56205011 2
"1568" "cvirNC_035782.1" 56463339 56471232 1
"1569" "cvirNC_035782.1" 56509154 56531476 2
"1570" "cvirNC_035782.1" 56535391 56554654 1
"1571" "cvirNC_035782.1" 56585555 56599421 3
"1572" "cvirNC_035782.1" 56680898 56704391 2
"1573" "cvirNC_035782.1" 56802126 56833462 1
"1574" "cvirNC_035782.1" 56898606 56902180 1
"1575" "cvirNC_035782.1" 57188201 57220772 1
"1576" "cvirNC_035782.1" 57235742 57257551 4
"1577" "cvirNC_035782.1" 57323486 57334741 1
"1578" "cvirNC_035782.1" 57352553 57359805 1
"1579" "cvirNC_035782.1" 57476122 57482389 -1
"1580" "cvirNC_035782.1" 57525029 57572684 1
"1581" "cvirNC_035782.1" 57724018 57733947 -1
"1582" "cvirNC_035782.1" 57740530 57746148 -2
"1583" "cvirNC_035782.1" 57746304 57765983 2
"1584" "cvirNC_035782.1" 57780229 57805511 3
"1585" "cvirNC_035782.1" 57825645 57829521 1
"1586" "cvirNC_035782.1" 57829420 57887933 1
"1587" "cvirNC_035782.1" 58006595 58028937 1
"1588" "cvirNC_035782.1" 58030281 58060603 3
"1589" "cvirNC_035782.1" 58084677 58089634 1
"1590" "cvirNC_035782.1" 58235639 58237867 -1
"1591" "cvirNC_035782.1" 58270217 58297724 2
"1592" "cvirNC_035782.1" 58346505 58368069 1
"1593" "cvirNC_035782.1" 58486232 58545432 2
"1594" "cvirNC_035782.1" 58654999 58674194 1
"1595" "cvirNC_035782.1" 58756128 58762603 3
"1596" "cvirNC_035782.1" 59051921 59058868 1
"1597" "cvirNC_035782.1" 59117783 59121047 2
"1598" "cvirNC_035782.1" 59132580 59137933 1
"1599" "cvirNC_035782.1" 59782010 59787701 1
"1600" "cvirNC_035782.1" 59797800 59805216 1
"1601" "cvirNC_035782.1" 59922695 59924668 -1
"1602" "cvirNC_035782.1" 59966634 59980106 1
"1603" "cvirNC_035782.1" 60183237 60192977 1
"1604" "cvirNC_035782.1" 60436763 60444456 2
"1605" "cvirNC_035782.1" 60489765 60539585 1
"1606" "cvirNC_035782.1" 60652209 60661578 2
"1607" "cvirNC_035782.1" 60755711 60761765 1
"1608" "cvirNC_035782.1" 60790073 60867412 1
"1609" "cvirNC_035782.1" 61014844 61017643 1
"1610" "cvirNC_035782.1" 61047119 61064697 1
"1611" "cvirNC_035782.1" 61080587 61091370 1
"1612" "cvirNC_035782.1" 61274039 61274111 -3
"1613" "cvirNC_035782.1" 61443284 61452025 -1
"1614" "cvirNC_035782.1" 61520579 61585889 3
"1615" "cvirNC_035782.1" 62229069 62249826 -2
"1616" "cvirNC_035782.1" 62258045 62271311 1
"1617" "cvirNC_035782.1" 62480586 62490790 1
"1618" "cvirNC_035782.1" 62698492 62724787 -1
"1619" "cvirNC_035782.1" 62890039 62898847 1
"1620" "cvirNC_035782.1" 62912342 62919199 1
"1621" "cvirNC_035782.1" 62920675 62947357 4
"1622" "cvirNC_035782.1" 62963541 62969920 2
"1623" "cvirNC_035782.1" 63158878 63161676 1
"1624" "cvirNC_035782.1" 63397733 63405274 2
"1625" "cvirNC_035782.1" 63422279 63427366 1
"1626" "cvirNC_035782.1" 63452658 63458370 1
"1627" "cvirNC_035782.1" 63474849 63505042 1
"1628" "cvirNC_035782.1" 63610430 63629201 2
"1629" "cvirNC_035782.1" 63631054 63642732 -1
"1630" "cvirNC_035782.1" 63651534 63669409 1
"1631" "cvirNC_035782.1" 63746376 63752814 2
"1632" "cvirNC_035782.1" 63754259 63756490 2
"1633" "cvirNC_035782.1" 63921069 63937331 1
"1634" "cvirNC_035782.1" 64018760 64025225 1
"1635" "cvirNC_035782.1" 64036245 64038047 1
"1636" "cvirNC_035782.1" 64224530 64238285 -1
"1637" "cvirNC_035782.1" 64350487 64355696 2
"1638" "cvirNC_035782.1" 64623355 64651404 -2
"1639" "cvirNC_035782.1" 64690818 64695409 2
"1640" "cvirNC_035782.1" 64785418 64799083 3
"1641" "cvirNC_035782.1" 64814074 64822930 1
"1642" "cvirNC_035782.1" 64875995 64889677 1
"1643" "cvirNC_035782.1" 64976220 65023904 -2
"1644" "cvirNC_035782.1" 65149918 65165539 1
"1645" "cvirNC_035782.1" 65406630 65421934 1
"1646" "cvirNC_035782.1" 65631924 65636955 -1
"1647" "cvirNC_035782.1" 65836726 65851652 1
"1648" "cvirNC_035782.1" 66015430 66015894 1
"1649" "cvirNC_035782.1" 66655531 66672504 1
"1650" "cvirNC_035782.1" 66830501 66847392 3
"1651" "cvirNC_035782.1" 66921955 66946058 3
"1652" "cvirNC_035782.1" 66972324 66981945 1
"1653" "cvirNC_035782.1" 67031669 67054651 1
"1654" "cvirNC_035782.1" 67040501 67047345 2
"1655" "cvirNC_035782.1" 67047685 67047774 -1
"1656" "cvirNC_035782.1" 67120674 67134724 1
"1657" "cvirNC_035782.1" 67141687 67141759 -2
"1658" "cvirNC_035782.1" 67141712 67151584 1
"1659" "cvirNC_035782.1" 67318050 67359549 3
"1660" "cvirNC_035782.1" 67505133 67513205 2
"1661" "cvirNC_035782.1" 67575254 67600062 1
"1662" "cvirNC_035782.1" 67792514 67832535 1
"1663" "cvirNC_035782.1" 67907045 67914796 -1
"1664" "cvirNC_035782.1" 67999729 68023266 -1
"1665" "cvirNC_035782.1" 68064617 68070716 -1
"1666" "cvirNC_035782.1" 68235237 68250220 1
"1667" "cvirNC_035782.1" 68369500 68382760 2
"1668" "cvirNC_035782.1" 68382809 68385024 -1
"1669" "cvirNC_035782.1" 68384726 68395571 1
"1670" "cvirNC_035782.1" 68698338 68710601 1
"1671" "cvirNC_035782.1" 68840053 68844375 -1
"1672" "cvirNC_035782.1" 68868956 68884030 1
"1673" "cvirNC_035782.1" 68950257 68964949 -3
"1674" "cvirNC_035782.1" 68988250 69000349 1
"1675" "cvirNC_035782.1" 69014067 69029945 3
"1676" "cvirNC_035782.1" 69030148 69041520 1
"1677" "cvirNC_035782.1" 69063819 69089808 1
"1678" "cvirNC_035782.1" 69214955 69229921 1
"1679" "cvirNC_035782.1" 69233049 69268457 -1
"1680" "cvirNC_035782.1" 69234714 69235217 -1
"1681" "cvirNC_035782.1" 69480016 69492906 3
"1682" "cvirNC_035782.1" 69504742 69513469 -1
"1683" "cvirNC_035782.1" 69553763 69560178 -1
"1684" "cvirNC_035782.1" 69565536 69571049 1
"1685" "cvirNC_035782.1" 69946037 69953239 2
"1686" "cvirNC_035782.1" 70294969 70314875 -1
"1687" "cvirNC_035782.1" 70508738 70543829 2
"1688" "cvirNC_035782.1" 70554366 70565323 -1
"1689" "cvirNC_035782.1" 71014484 71033529 3
"1690" "cvirNC_035782.1" 71036756 71051933 1
"1691" "cvirNC_035782.1" 71091598 71094893 -1
"1692" "cvirNC_035782.1" 71230913 71255533 1
"1693" "cvirNC_035782.1" 71300189 71306336 -1
"1694" "cvirNC_035782.1" 71369491 71419898 6
"1695" "cvirNC_035782.1" 71446187 71487568 2
"1696" "cvirNC_035782.1" 71601457 71627685 2
"1697" "cvirNC_035782.1" 71640976 71687342 1
"1698" "cvirNC_035782.1" 71689059 71700246 1
"1699" "cvirNC_035782.1" 71719136 71738994 1
"1700" "cvirNC_035782.1" 71766742 71785884 1
"1701" "cvirNC_035782.1" 71925975 71935122 1
"1702" "cvirNC_035782.1" 71938256 71956028 2
"1703" "cvirNC_035782.1" 71997883 72018889 3
"1704" "cvirNC_035782.1" 72075185 72089347 1
"1705" "cvirNC_035782.1" 72296329 72306853 -1
"1706" "cvirNC_035782.1" 72549780 72607835 2
"1707" "cvirNC_035782.1" 72624276 72637025 1
"1708" "cvirNC_035782.1" 72754085 72784110 2
"1709" "cvirNC_035782.1" 72791857 72807826 1
"1710" "cvirNC_035782.1" 72807317 72842474 3
"1711" "cvirNC_035782.1" 72858968 72883045 1
"1712" "cvirNC_035782.1" 72906156 72911395 -1
"1713" "cvirNC_035782.1" 72963465 72977919 1
"1714" "cvirNC_035782.1" 73115956 73132543 -1
"1715" "cvirNC_035782.1" 73138656 73141819 -1
"1716" "cvirNC_035782.1" 73221117 73254272 1
"1717" "cvirNC_035782.1" 73627684 73636836 1
"1718" "cvirNC_035782.1" 73654093 73661516 1
"1719" "cvirNC_035782.1" 73673141 73676975 1
"1720" "cvirNC_035782.1" 73833845 73855112 -2
"1721" "cvirNC_035782.1" 73864962 73881439 -2
"1722" "cvirNC_035782.1" 73906109 73922141 -1
"1723" "cvirNC_035782.1" 73968227 73983096 3
"1724" "cvirNC_035782.1" 73998371 74014740 2
"1725" "cvirNC_035782.1" 74236107 74251207 6
"1726" "cvirNC_035782.1" 74302550 74340292 -1
"1727" "cvirNC_035782.1" 74390960 74409758 -1
"1728" "cvirNC_035782.1" 74565559 74569156 1
"1729" "cvirNC_035782.1" 75008775 75015821 1
"1730" "cvirNC_035782.1" 75083406 75089290 1
"1731" "cvirNC_035782.1" 75343847 75344710 -1
"1732" "cvirNC_035782.1" 75385812 75388905 1
"1733" "cvirNC_035782.1" 75459493 75474780 -1
"1734" "cvirNC_035782.1" 75560386 75564495 1
"1735" "cvirNC_035782.1" 75692099 75716529 3
"1736" "cvirNC_035782.1" 75768103 75785738 -1
"1737" "cvirNC_035782.1" 75797588 75815931 2
"1738" "cvirNC_035782.1" 75838828 75900080 2
"1739" "cvirNC_035782.1" 75955442 75969292 2
"1740" "cvirNC_035782.1" 75974789 75989745 1
"1741" "cvirNC_035782.1" 75997724 76011419 2
"1742" "cvirNC_035782.1" 76213636 76219970 -2
"1743" "cvirNC_035782.1" 76597953 76739640 -1
"1744" "cvirNC_035783.1" 504635 525904 5
"1745" "cvirNC_035783.1" 706845 714936 2
"1746" "cvirNC_035783.1" 715769 756088 3
"1747" "cvirNC_035783.1" 811346 903138 1
"1748" "cvirNC_035783.1" 955982 964162 -1
"1749" "cvirNC_035783.1" 1064714 1077042 -1
"1750" "cvirNC_035783.1" 1114447 1115249 -1
"1751" "cvirNC_035783.1" 1205623 1207873 1
"1752" "cvirNC_035783.1" 1500659 1521764 -1
"1753" "cvirNC_035783.1" 1614737 1630979 -2
"1754" "cvirNC_035783.1" 1728509 1821967 1
"1755" "cvirNC_035783.1" 2145813 2166308 1
"1756" "cvirNC_035783.1" 2183499 2216703 1
"1757" "cvirNC_035783.1" 2751994 2753975 2
"1758" "cvirNC_035783.1" 2966682 2981907 1
"1759" "cvirNC_035783.1" 3109741 3159485 5
"1760" "cvirNC_035783.1" 3173758 3186009 1
"1761" "cvirNC_035783.1" 3242183 3245538 1
"1762" "cvirNC_035783.1" 3285014 3296839 -2
"1763" "cvirNC_035783.1" 3298368 3308796 1
"1764" "cvirNC_035783.1" 3309355 3315809 1
"1765" "cvirNC_035783.1" 3358121 3358193 -5
"1766" "cvirNC_035783.1" 3452709 3490104 3
"1767" "cvirNC_035783.1" 3580210 3587441 1
"1768" "cvirNC_035783.1" 3593855 3603645 2
"1769" "cvirNC_035783.1" 3613514 3643609 1
"1770" "cvirNC_035783.1" 3684602 3687857 -1
"1771" "cvirNC_035783.1" 3743541 3757314 -1
"1772" "cvirNC_035783.1" 3911636 3920096 1
"1773" "cvirNC_035783.1" 4203004 4220187 2
"1774" "cvirNC_035783.1" 4245651 4251667 -2
"1775" "cvirNC_035783.1" 4439577 4449573 -1
"1776" "cvirNC_035783.1" 4505961 4518108 1
"1777" "cvirNC_035783.1" 4557806 4564800 1
"1778" "cvirNC_035783.1" 4587646 4601739 1
"1779" "cvirNC_035783.1" 4623775 4666640 5
"1780" "cvirNC_035783.1" 4773378 4784652 1
"1781" "cvirNC_035783.1" 4787288 4791901 1
"1782" "cvirNC_035783.1" 4828789 4884532 1
"1783" "cvirNC_035783.1" 4884737 4901103 1
"1784" "cvirNC_035783.1" 5000039 5023334 1
"1785" "cvirNC_035783.1" 5087267 5088607 -1
"1786" "cvirNC_035783.1" 5144622 5179998 3
"1787" "cvirNC_035783.1" 5281821 5310492 2
"1788" "cvirNC_035783.1" 5537298 5546968 2
"1789" "cvirNC_035783.1" 5563835 5565440 1
"1790" "cvirNC_035783.1" 5657095 5661247 1
"1791" "cvirNC_035783.1" 5701010 5706846 -1
"1792" "cvirNC_035783.1" 5791880 5811929 -1
"1793" "cvirNC_035783.1" 5841241 5865630 1
"1794" "cvirNC_035783.1" 5865823 5885621 1
"1795" "cvirNC_035783.1" 5891762 5915356 5
"1796" "cvirNC_035783.1" 6046485 6069595 3
"1797" "cvirNC_035783.1" 6163390 6188218 2
"1798" "cvirNC_035783.1" 6290265 6309076 2
"1799" "cvirNC_035783.1" 6403058 6409393 1
"1800" "cvirNC_035783.1" 6410522 6463606 2
"1801" "cvirNC_035783.1" 6499882 6514083 1
"1802" "cvirNC_035783.1" 6535626 6543175 1
"1803" "cvirNC_035783.1" 6580891 6593522 1
"1804" "cvirNC_035783.1" 6596748 6616805 1
"1805" "cvirNC_035783.1" 6832826 6840011 -3
"1806" "cvirNC_035783.1" 6856658 6861498 10
"1807" "cvirNC_035783.1" 6870787 6880153 1
"1808" "cvirNC_035783.1" 7052394 7064233 2
"1809" "cvirNC_035783.1" 7138767 7150145 1
"1810" "cvirNC_035783.1" 7152760 7173629 1
"1811" "cvirNC_035783.1" 7258831 7285218 1
"1812" "cvirNC_035783.1" 7388726 7454410 1
"1813" "cvirNC_035783.1" 7471320 7522054 1
"1814" "cvirNC_035783.1" 7685806 7754080 2
"1815" "cvirNC_035783.1" 7770423 7819109 2
"1816" "cvirNC_035783.1" 8037819 8046945 1
"1817" "cvirNC_035783.1" 8176823 8185541 1
"1818" "cvirNC_035783.1" 8196213 8200465 1
"1819" "cvirNC_035783.1" 8205638 8207483 -1
"1820" "cvirNC_035783.1" 8366973 8376299 1
"1821" "cvirNC_035783.1" 8387338 8391177 2
"1822" "cvirNC_035783.1" 8413997 8420842 1
"1823" "cvirNC_035783.1" 8438788 8448350 1
"1824" "cvirNC_035783.1" 8483275 8490130 2
"1825" "cvirNC_035783.1" 8637953 8689829 4
"1826" "cvirNC_035783.1" 8698884 8701586 1
"1827" "cvirNC_035783.1" 8831038 8845385 -1
"1828" "cvirNC_035783.1" 8865234 8867368 1
"1829" "cvirNC_035783.1" 8942111 8946111 1
"1830" "cvirNC_035783.1" 9110263 9128378 2
"1831" "cvirNC_035783.1" 9222184 9228501 -1
"1832" "cvirNC_035783.1" 9276858 9283222 1
"1833" "cvirNC_035783.1" 9359040 9361025 1
"1834" "cvirNC_035783.1" 9611752 9615761 -1
"1835" "cvirNC_035783.1" 9690660 9706020 2
"1836" "cvirNC_035783.1" 9707517 9714488 1
"1837" "cvirNC_035783.1" 9842583 9846666 1
"1838" "cvirNC_035783.1" 9949105 9955710 1
"1839" "cvirNC_035783.1" 10307159 10331810 5
"1840" "cvirNC_035783.1" 10553198 10573043 4
"1841" "cvirNC_035783.1" 10811558 10813586 -1
"1842" "cvirNC_035783.1" 10913418 10929401 1
"1843" "cvirNC_035783.1" 10955108 10964726 5
"1844" "cvirNC_035783.1" 11045585 11067892 -2
"1845" "cvirNC_035783.1" 11178128 11201189 1
"1846" "cvirNC_035783.1" 11242684 11250550 -1
"1847" "cvirNC_035783.1" 11270750 11290105 -1
"1848" "cvirNC_035783.1" 11354268 11370378 -1
"1849" "cvirNC_035783.1" 11654259 11715082 4
"1850" "cvirNC_035783.1" 11748507 11757743 1
"1851" "cvirNC_035783.1" 11811130 11812441 -1
"1852" "cvirNC_035783.1" 11902032 11904009 1
"1853" "cvirNC_035783.1" 11921135 11956116 2
"1854" "cvirNC_035783.1" 12085552 12089957 1
"1855" "cvirNC_035783.1" 12089957 12095111 1
"1856" "cvirNC_035783.1" 12098484 12118835 1
"1857" "cvirNC_035783.1" 12144264 12171850 2
"1858" "cvirNC_035783.1" 12293643 12362974 1
"1859" "cvirNC_035783.1" 12757048 12774475 1
"1860" "cvirNC_035783.1" 12918623 12930604 1
"1861" "cvirNC_035783.1" 12950722 12957937 1
"1862" "cvirNC_035783.1" 12970794 12983600 1
"1863" "cvirNC_035783.1" 13247499 13293813 3
"1864" "cvirNC_035783.1" 13302178 13307722 -3
"1865" "cvirNC_035783.1" 13333898 13344070 1
"1866" "cvirNC_035783.1" 13437141 13485846 1
"1867" "cvirNC_035783.1" 13808047 13812689 1
"1868" "cvirNC_035783.1" 14027499 14042562 1
"1869" "cvirNC_035783.1" 14087135 14113224 -6
"1870" "cvirNC_035783.1" 14199674 14203250 -2
"1871" "cvirNC_035783.1" 14213197 14236646 2
"1872" "cvirNC_035783.1" 14309783 14315960 2
"1873" "cvirNC_035783.1" 14317149 14361751 4
"1874" "cvirNC_035783.1" 14362851 14388713 2
"1875" "cvirNC_035783.1" 14402369 14418721 2
"1876" "cvirNC_035783.1" 14612492 14626790 -1
"1877" "cvirNC_035783.1" 14760199 14806575 4
"1878" "cvirNC_035783.1" 14899077 14913423 1
"1879" "cvirNC_035783.1" 14931470 14950302 1
"1880" "cvirNC_035783.1" 15139910 15160284 2
"1881" "cvirNC_035783.1" 15194221 15204807 1
"1882" "cvirNC_035783.1" 15229232 15269975 2
"1883" "cvirNC_035783.1" 15368261 15376906 1
"1884" "cvirNC_035783.1" 15380939 15409826 1
"1885" "cvirNC_035783.1" 15449028 15469505 2
"1886" "cvirNC_035783.1" 15551680 15552864 1
"1887" "cvirNC_035783.1" 15628500 15636903 -1
"1888" "cvirNC_035783.1" 15717751 15752144 2
"1889" "cvirNC_035783.1" 15753894 15769386 1
"1890" "cvirNC_035783.1" 15816440 15819923 -1
"1891" "cvirNC_035783.1" 16151907 16181149 2
"1892" "cvirNC_035783.1" 16191451 16194514 -1
"1893" "cvirNC_035783.1" 16453349 16467097 1
"1894" "cvirNC_035783.1" 16575144 16593937 1
"1895" "cvirNC_035783.1" 16732149 16770978 1
"1896" "cvirNC_035783.1" 16817060 16825135 1
"1897" "cvirNC_035783.1" 16998785 17004043 1
"1898" "cvirNC_035783.1" 17155440 17163155 -1
"1899" "cvirNC_035783.1" 17176484 17228930 2
"1900" "cvirNC_035783.1" 17249400 17281872 7
"1901" "cvirNC_035783.1" 17668395 17676213 1
"1902" "cvirNC_035783.1" 17749278 17759674 -3
"1903" "cvirNC_035783.1" 18004886 18046068 1
"1904" "cvirNC_035783.1" 18094773 18105195 1
"1905" "cvirNC_035783.1" 18142021 18143972 -1
"1906" "cvirNC_035783.1" 18199115 18203951 -1
"1907" "cvirNC_035783.1" 18534239 18543990 1
"1908" "cvirNC_035783.1" 19050224 19074344 1
"1909" "cvirNC_035783.1" 19079200 19087879 1
"1910" "cvirNC_035783.1" 19088036 19093300 1
"1911" "cvirNC_035783.1" 19197405 19211934 4
"1912" "cvirNC_035783.1" 19226430 19262175 3
"1913" "cvirNC_035783.1" 19401494 19407921 2
"1914" "cvirNC_035783.1" 19551442 19568441 1
"1915" "cvirNC_035783.1" 19585498 19592440 1
"1916" "cvirNC_035783.1" 19784408 19799692 1
"1917" "cvirNC_035783.1" 19834328 19837895 1
"1918" "cvirNC_035783.1" 19863287 19890745 1
"1919" "cvirNC_035783.1" 19914956 19934057 3
"1920" "cvirNC_035783.1" 19934482 19954699 2
"1921" "cvirNC_035783.1" 19970561 19979469 1
"1922" "cvirNC_035783.1" 19983157 20019233 2
"1923" "cvirNC_035783.1" 20059637 20091331 5
"1924" "cvirNC_035783.1" 20200041 20216807 2
"1925" "cvirNC_035783.1" 20245761 20266066 -1
"1926" "cvirNC_035783.1" 20340566 20353587 2
"1927" "cvirNC_035783.1" 20392466 20396676 -1
"1928" "cvirNC_035783.1" 20410912 20432543 1
"1929" "cvirNC_035783.1" 20433545 20456805 -1
"1930" "cvirNC_035783.1" 20445622 20447038 -1
"1931" "cvirNC_035783.1" 20594436 20629319 1
"1932" "cvirNC_035783.1" 20641494 20650261 1
"1933" "cvirNC_035783.1" 20697421 20716772 1
"1934" "cvirNC_035783.1" 20715474 20721327 -1
"1935" "cvirNC_035783.1" 20804027 20827783 1
"1936" "cvirNC_035783.1" 20850830 20872123 1
"1937" "cvirNC_035783.1" 20917505 20934096 3
"1938" "cvirNC_035783.1" 21041444 21047351 -1
"1939" "cvirNC_035783.1" 21108991 21127572 1
"1940" "cvirNC_035783.1" 21233544 21240924 -3
"1941" "cvirNC_035783.1" 21332552 21341040 1
"1942" "cvirNC_035783.1" 21369774 21391732 1
"1943" "cvirNC_035783.1" 21575063 21600284 1
"1944" "cvirNC_035783.1" 21629448 21632278 -1
"1945" "cvirNC_035783.1" 21741762 21771542 1
"1946" "cvirNC_035783.1" 21786606 21791208 1
"1947" "cvirNC_035783.1" 21825039 21859348 -1
"1948" "cvirNC_035783.1" 22040448 22057102 1
"1949" "cvirNC_035783.1" 22234797 22251393 -2
"1950" "cvirNC_035783.1" 22265176 22269628 -1
"1951" "cvirNC_035783.1" 22367508 22530703 5
"1952" "cvirNC_035783.1" 22706785 22728432 1
"1953" "cvirNC_035783.1" 22939199 22960406 4
"1954" "cvirNC_035783.1" 23090522 23118143 5
"1955" "cvirNC_035783.1" 23124581 23134715 2
"1956" "cvirNC_035783.1" 23353499 23409481 1
"1957" "cvirNC_035783.1" 23355348 23361271 1
"1958" "cvirNC_035783.1" 23492434 23503936 1
"1959" "cvirNC_035783.1" 23552694 23565610 1
"1960" "cvirNC_035783.1" 23779843 23782852 1
"1961" "cvirNC_035783.1" 23947914 23965899 1
"1962" "cvirNC_035783.1" 24179714 24208032 1
"1963" "cvirNC_035783.1" 24318146 24339969 -1
"1964" "cvirNC_035783.1" 24534523 24539889 -1
"1965" "cvirNC_035783.1" 24584583 24623410 4
"1966" "cvirNC_035783.1" 25219296 25236019 1
"1967" "cvirNC_035783.1" 25258994 25280820 1
"1968" "cvirNC_035783.1" 25285234 25321419 2
"1969" "cvirNC_035783.1" 25439964 25440723 -1
"1970" "cvirNC_035783.1" 25484861 25494230 1
"1971" "cvirNC_035783.1" 25517664 25524102 1
"1972" "cvirNC_035783.1" 25529233 25546465 1
"1973" "cvirNC_035783.1" 25556915 25564199 1
"1974" "cvirNC_035783.1" 25570476 25579311 1
"1975" "cvirNC_035783.1" 25589367 25615866 1
"1976" "cvirNC_035783.1" 25822181 25861445 5
"1977" "cvirNC_035783.1" 26059858 26080372 2
"1978" "cvirNC_035783.1" 26217971 26232477 1
"1979" "cvirNC_035783.1" 26461198 26522292 3
"1980" "cvirNC_035783.1" 26522449 26546675 3
"1981" "cvirNC_035783.1" 26822544 26839457 1
"1982" "cvirNC_035783.1" 27006595 27038978 4
"1983" "cvirNC_035783.1" 27283818 27315671 1
"1984" "cvirNC_035783.1" 27315835 27336376 2
"1985" "cvirNC_035783.1" 27533907 27568843 4
"1986" "cvirNC_035783.1" 27577662 27612227 3
"1987" "cvirNC_035783.1" 27644136 27675749 1
"1988" "cvirNC_035783.1" 27749394 27757829 1
"1989" "cvirNC_035783.1" 27902822 27904642 -1
"1990" "cvirNC_035783.1" 28195392 28249978 1
"1991" "cvirNC_035783.1" 28227690 28232788 1
"1992" "cvirNC_035783.1" 28275348 28280483 1
"1993" "cvirNC_035783.1" 28282321 28323508 4
"1994" "cvirNC_035783.1" 28541874 28554116 2
"1995" "cvirNC_035783.1" 28678404 28680113 1
"1996" "cvirNC_035783.1" 28820829 28853453 1
"1997" "cvirNC_035783.1" 28902862 28911490 -2
"1998" "cvirNC_035783.1" 29037925 29069847 2
"1999" "cvirNC_035783.1" 29111836 29118862 1
"2000" "cvirNC_035783.1" 29140037 29165934 3
"2001" "cvirNC_035783.1" 29224093 29228892 1
"2002" "cvirNC_035783.1" 29251417 29264669 -1
"2003" "cvirNC_035783.1" 29303596 29316613 1
"2004" "cvirNC_035783.1" 29365659 29371156 -3
"2005" "cvirNC_035783.1" 29446341 29459372 1
"2006" "cvirNC_035783.1" 29477734 29486869 -1
"2007" "cvirNC_035783.1" 29612956 29646125 2
"2008" "cvirNC_035783.1" 29649541 29661152 1
"2009" "cvirNC_035783.1" 29667051 29670624 1
"2010" "cvirNC_035783.1" 29687032 29693983 1
"2011" "cvirNC_035783.1" 29771885 29778187 2
"2012" "cvirNC_035783.1" 29794844 29799447 1
"2013" "cvirNC_035783.1" 29833800 29847056 -1
"2014" "cvirNC_035783.1" 30156546 30167005 2
"2015" "cvirNC_035783.1" 30230624 30242121 1
"2016" "cvirNC_035783.1" 30363604 30370760 1
"2017" "cvirNC_035783.1" 30579910 30638841 1
"2018" "cvirNC_035783.1" 30681594 30779854 5
"2019" "cvirNC_035783.1" 30960827 30966664 -1
"2020" "cvirNC_035783.1" 31007739 31048110 1
"2021" "cvirNC_035783.1" 31140624 31157734 1
"2022" "cvirNC_035783.1" 31192988 31195062 1
"2023" "cvirNC_035783.1" 31339381 31365857 1
"2024" "cvirNC_035783.1" 31382584 31383931 -1
"2025" "cvirNC_035783.1" 31510753 31526602 1
"2026" "cvirNC_035783.1" 31566725 31579824 1
"2027" "cvirNC_035783.1" 31620967 31662627 1
"2028" "cvirNC_035783.1" 31732497 31737760 1
"2029" "cvirNC_035783.1" 31879658 31896741 1
"2030" "cvirNC_035783.1" 31897989 31926419 1
"2031" "cvirNC_035783.1" 31969849 31990681 1
"2032" "cvirNC_035783.1" 32022648 32028490 1
"2033" "cvirNC_035783.1" 32125475 32145477 1
"2034" "cvirNC_035783.1" 32166524 32171974 1
"2035" "cvirNC_035783.1" 32212027 32247522 5
"2036" "cvirNC_035783.1" 32273648 32279114 1
"2037" "cvirNC_035783.1" 32451021 32459097 -1
"2038" "cvirNC_035783.1" 32890315 32900137 -1
"2039" "cvirNC_035783.1" 32979220 32999515 1
"2040" "cvirNC_035783.1" 33252754 33336950 4
"2041" "cvirNC_035783.1" 33426178 33430351 1
"2042" "cvirNC_035783.1" 33468653 33483814 -2
"2043" "cvirNC_035783.1" 33536808 33578177 1
"2044" "cvirNC_035783.1" 33608683 33642355 -1
"2045" "cvirNC_035783.1" 33824479 33847427 2
"2046" "cvirNC_035783.1" 33948040 33959095 1
"2047" "cvirNC_035783.1" 34171299 34189934 1
