chr	start	end	methylation_mean
cvirNC_035780.1	39712344	39749268	0.419047925
cvirNC_035780.1	39729622	39731109	0.443865593333333
cvirNC_035780.1	39775549	39788274	0.252051175
cvirNC_035780.1	39799712	39811770	2.91291280833333
cvirNC_035780.1	39803326	39803398	3.46554943333333
cvirNC_035780.1	39816544	39819172	0.434782985
cvirNC_035780.1	39821689	39825281	0.223661741666667
cvirNC_035780.1	39827079	39835431	0.575533475
cvirNC_035780.1	39838016	39838088	1.40414498888889
cvirNC_035780.1	39844348	39844419	0.253672516666667
cvirNC_035780.1	39844848	39844919	0.278389016666667
cvirNC_035780.1	39845390	39845461	0
cvirNC_035780.1	39846034	39846105	0.157695781818182
cvirNC_035780.1	39847632	39847704	0.323739145454545
cvirNC_035780.1	39851534	39851605	0.393673383333333
cvirNC_035780.1	39862576	39871078	3.52427041666667
cvirNC_035780.1	39869896	39874785	59.4453441666667
cvirNC_035780.1	39875372	39896220	70.0287991666667
cvirNC_035780.1	39897393	39946457	3.50800534166667
cvirNC_035780.1	39920694	39926985	21.6795424075
cvirNC_035780.1	39947808	39957304	0.74714435
cvirNC_035780.1	39970223	39976206	73.4465075
cvirNC_035780.1	39976706	39977742	36.3968541666667
cvirNC_035780.1	39977746	39980663	86.9453291666667
cvirNC_035780.1	39980063	40000107	2.551746375
cvirNC_035780.1	40003512	40022490	15.0096616666667
cvirNC_035780.1	40024848	40036849	64.6470408333333
cvirNC_035780.1	40037019	40044395	49.1962608333333
cvirNC_035780.1	40049581	40058302	0.509283016666667
cvirNC_035780.1	40064651	40084186	0.636495191666667
cvirNC_035780.1	40092046	40120011	0.899903975
cvirNC_035780.1	40129872	40146132	1.28660739166667
cvirNC_035780.1	40149244	40263919	1.318288075
cvirNC_035780.1	40199493	40200198	4.66102613
cvirNC_035780.1	40222255	40225742	2.44223507272727
cvirNC_035780.1	40257326	40258648	0.321160725833333
cvirNC_035780.1	40265509	40266099	0.212918616666667
cvirNC_035780.1	40266431	40270740	0.124231827777778
cvirNC_035780.1	40300406	40313604	0.611227558333333
cvirNC_035780.1	40375909	40386796	0.283656025
cvirNC_035780.1	40390719	40426128	69.9371083333333
cvirNC_035780.1	40425975	40430146	68.7925975
cvirNC_035780.1	40438370	40441582	0.622581108333333
cvirNC_035780.1	40450621	40457335	1.05080733333333
cvirNC_035780.1	40496673	40507487	0.64879445
cvirNC_035780.1	40561192	40572976	59.7688075
cvirNC_035780.1	40572941	40670102	61.3923541666667
cvirNC_035780.1	40673621	40687137	3.672874
cvirNC_035780.1	40683644	40688406	3.37706048333333
cvirNC_035780.1	40697393	40735270	2.93973041666667
cvirNC_035780.1	40735270	40752801	62.4621283333333
cvirNC_035780.1	40765337	40889377	73.4870041666667
cvirNC_035780.1	40898058	40899340	10.6197135833333
cvirNC_035780.1	40902329	40904133	35.875282875
cvirNC_035780.1	40905364	40909634	NA
cvirNC_035780.1	40941753	41024218	3.08782616666667
cvirNC_035780.1	40950405	40951859	0.5104391225
cvirNC_035780.1	41030104	41083325	72.18932
cvirNC_035780.1	41062861	41063536	78.8691972727273
cvirNC_035780.1	41092709	41132273	73.3837708333333
cvirNC_035780.1	41104406	41106328	91.1297466666667
cvirNC_035780.1	41212697	41226874	68.886395
cvirNC_035780.1	41244253	41244798	0.35714275
cvirNC_035780.1	41281006	41286688	9.06156852666667
cvirNC_035780.1	41339114	41382887	1.08398095
cvirNC_035780.1	41417722	41568943	66.516045
cvirNC_035780.1	41447087	41448986	9.91230154545454
cvirNC_035780.1	41591542	41679803	76.5959525
cvirNC_035780.1	41600200	41601813	42.0766183333333
cvirNC_035780.1	41687315	41688412	1.43671894166667
cvirNC_035780.1	41700522	41702073	0.267204545833333
cvirNC_035780.1	41738232	41833785	73.3830691666667
cvirNC_035780.1	41775985	41782479	73.2641783333333
cvirNC_035780.1	41851789	41886586	75.1577533333333
cvirNC_035780.1	41893543	41895668	48.6293983636364
cvirNC_035780.1	41898186	41901071	43.7485716666667
cvirNC_035780.1	41906699	41908886	2.76605608333333
cvirNC_035780.1	41936146	42011576	55.7887816666667
cvirNC_035780.1	41970562	41989371	28.2787358333333
cvirNC_035780.1	41990642	41995891	74.8379066666667
cvirNC_035780.1	42006347	42007514	42.1469825
cvirNC_035780.1	42011653	42022219	68.9092658333333
cvirNC_035780.1	42030972	42068836	69.5315116666667
cvirNC_035780.1	42075992	42090749	41.9783458333333
cvirNC_035780.1	42125091	42140371	0.273594975
cvirNC_035780.1	42155469	42158348	0.678420708333333
cvirNC_035780.1	42178577	42191372	68.220415
cvirNC_035780.1	42198615	42209900	5.51262958333333
cvirNC_035780.1	42213375	42217911	0.417047933333333
cvirNC_035780.1	42230054	42235387	55.7752041666667
cvirNC_035780.1	42239619	42267593	69.2873908333333
cvirNC_035780.1	42271663	42273560	70.3590433333333
cvirNC_035780.1	42280940	42311452	6.13735383333333
cvirNC_035780.1	42315422	42319186	0.289549380833333
cvirNC_035780.1	42322067	42325289	0.393778041666667
cvirNC_035780.1	42333039	42337485	74.3732958333333
cvirNC_035780.1	42342787	42385308	62.6618066666667
cvirNC_035780.1	42389602	42462379	0.91787765
cvirNC_035780.1	42486546	42509612	0.307080991666667
cvirNC_035780.1	42515374	42519978	0.260400966666667
cvirNC_035780.1	42529424	42541070	76.0054033333333
cvirNC_035780.1	42541943	42554888	2.12020455833333
cvirNC_035780.1	42569941	42574756	2.3269156
cvirNC_035780.1	42577609	42631991	5.67125683333333
cvirNC_035780.1	42638329	42641683	0.347290791666667
cvirNC_035780.1	42643753	42645754	3.1837420475
cvirNC_035780.1	42657741	42665196	0.241474833333333
cvirNC_035780.1	42667193	42670227	0.210592795
cvirNC_035780.1	42702319	42710931	69.3288625
cvirNC_035780.1	42712938	42715682	0.340704258333333
cvirNC_035780.1	42719707	42751605	24.3007140833333
cvirNC_035780.1	42753974	42797529	0.356118566666667
cvirNC_035780.1	42828688	42844924	68.8044208333333
cvirNC_035780.1	42858503	42890514	54.3814133333333
cvirNC_035780.1	42892211	42895805	66.7288491666667
cvirNC_035780.1	42897179	42907224	64.47189
cvirNC_035780.1	42914113	42917060	4.83564575833333
cvirNC_035780.1	42918277	42922536	0.715238691666667
cvirNC_035780.1	42928456	42944313	60.6162991666667
cvirNC_035780.1	42944338	42948878	50.1168675
cvirNC_035780.1	42952633	42992596	74.613345
cvirNC_035780.1	42998703	43000196	44.7084443333333
cvirNC_035780.1	43014784	43019797	2.143110175
cvirNC_035780.1	43023506	43032422	75.4408608333333
cvirNC_035780.1	43032684	43036831	70.3101191666667
cvirNC_035780.1	43039349	43074397	58.7749375
cvirNC_035780.1	43042994	43047516	62.0890633333333
cvirNC_035780.1	43077645	43082341	0.348223091666667
cvirNC_035780.1	43094679	43105188	79.2984366666667
cvirNC_035780.1	43106490	43120443	64.5567391666667
cvirNC_035780.1	43120733	43128480	68.9777416666667
cvirNC_035780.1	43129946	43131761	0.394955005
cvirNC_035780.1	43133285	43135649	0.2565788125
cvirNC_035780.1	43136171	43138692	0.257503975
cvirNC_035780.1	43149087	43156291	1.35108759166667
cvirNC_035780.1	43157614	43162343	0.288937991666667
cvirNC_035780.1	43165204	43166506	0.26839798
cvirNC_035780.1	43168826	43171243	0.2973967
cvirNC_035780.1	43177276	43177347	0.220921916666667
cvirNC_035780.1	43179579	43200438	60.24516
cvirNC_035780.1	43206711	43225963	54.5546725
cvirNC_035780.1	43247661	43252575	7.484722725
cvirNC_035780.1	43254718	43265362	56.7717066666667
cvirNC_035780.1	43267296	43277773	42.2604608333333
cvirNC_035780.1	43283257	43286031	43.0454058333333
cvirNC_035780.1	43289571	43309313	0.7440654
cvirNC_035780.1	43312123	43317806	44.6131205
cvirNC_035780.1	43318827	43321132	0.3321055875
cvirNC_035780.1	43324882	43331405	51.0917825
cvirNC_035780.1	43337794	43343267	57.0427183333333
cvirNC_035780.1	43344181	43352848	0.413181771666667
cvirNC_035780.1	43353350	43359399	0.4350228
cvirNC_035780.1	43370087	43376328	0.3407563225
cvirNC_035780.1	43378266	43423011	1.888485025
cvirNC_035780.1	43436750	43443497	0.2824857475
cvirNC_035780.1	43444879	43448102	0.186113175
cvirNC_035780.1	43449957	43464316	0.245923016666667
cvirNC_035780.1	43467529	43477166	0.6295166
cvirNC_035780.1	43475950	43517509	0.87881545
cvirNC_035780.1	43518139	43523191	11.182637225
cvirNC_035780.1	43523331	43537321	71.272275
cvirNC_035780.1	43537537	43537608	0.1974400875
cvirNC_035780.1	43539495	43543434	0.305786478333333
cvirNC_035780.1	43546646	43558576	61.4750433333333
cvirNC_035780.1	43560320	43579128	66.1713325
cvirNC_035780.1	43579288	43639848	56.7780091666667
cvirNC_035780.1	43592970	43596535	56.5378725
cvirNC_035780.1	43656928	43676723	2.18058620833333
cvirNC_035780.1	43677943	43697917	1.26326236666667
cvirNC_035780.1	43694352	43704328	2.17448925833333
cvirNC_035780.1	43708636	43724342	0.3016468275
cvirNC_035780.1	43736565	43753699	0.779180458333333
cvirNC_035780.1	43755692	43759226	0.317190335833333
cvirNC_035780.1	43761921	43768844	59.7211325
cvirNC_035780.1	43770292	43771503	0.336812804166667
cvirNC_035780.1	43776910	43783247	50.1365716666667
cvirNC_035780.1	43783417	43785818	49.7246836363636
cvirNC_035780.1	43789182	43797571	53.4289608333333
cvirNC_035780.1	43801776	43820025	0.895225808333333
cvirNC_035780.1	43824205	43826755	0.365376545
cvirNC_035780.1	43833130	43837625	0.273071821666667
cvirNC_035780.1	43853675	43864631	0.364259600833333
cvirNC_035780.1	43895396	43896972	0.150019466666667
cvirNC_035780.1	43909715	43929647	54.4894166666667
cvirNC_035780.1	43952647	43955662	0.329246038
cvirNC_035780.1	43965240	43968421	0.215460943636364
cvirNC_035780.1	44000706	44003209	0.435596079090909
cvirNC_035780.1	44011671	44017434	0.684917325833333
cvirNC_035780.1	44019384	44023725	26.7016979166667
cvirNC_035780.1	44028093	44036208	0.295143150833333
cvirNC_035780.1	44037936	44039955	5.85783304545455
cvirNC_035780.1	44046423	44053136	0.219756219166667
cvirNC_035780.1	44055723	44063749	53.0095008333333
cvirNC_035780.1	44069755	44073644	0.354960376666667
cvirNC_035780.1	44103079	44115229	0.303726758333333
cvirNC_035780.1	44135543	44143557	0.288994416666667
cvirNC_035780.1	44155446	44156398	0.165892241666667
cvirNC_035780.1	44176358	44177206	26.8413964454545
cvirNC_035780.1	44177642	44196603	49.7333108333333
cvirNC_035780.1	44196974	44219218	37.5855866666667
cvirNC_035780.1	44222435	44226925	17.0586976425
cvirNC_035780.1	44264321	44304566	6.90218769166667
cvirNC_035780.1	44337415	44338074	0.02185
cvirNC_035780.1	44347172	44360145	48.173035
cvirNC_035780.1	44360094	44387519	57.92269
cvirNC_035780.1	44400764	44408843	66.4875758333333
cvirNC_035780.1	44413882	44423312	49.7343916666667
cvirNC_035780.1	44426302	44428229	0.430943933333333
cvirNC_035780.1	44428911	44433491	0.355749559166667
cvirNC_035780.1	44438201	44439980	0.246379716666667
cvirNC_035780.1	44440597	44456669	0.353659709166667
cvirNC_035780.1	44459397	44461747	0.221255090833333
cvirNC_035780.1	44465706	44469017	55.07994
cvirNC_035780.1	44474776	44479213	0.891178316666667
cvirNC_035780.1	44479409	44480804	0.195730359166667
cvirNC_035780.1	44488388	44492351	0.77479905
cvirNC_035780.1	44496556	44506042	76.0285358333333
cvirNC_035780.1	44507830	44509294	29.05448125
cvirNC_035780.1	44509526	44541574	55.4859
cvirNC_035780.1	44544123	44552587	0.251858290833333
cvirNC_035780.1	44559895	44570313	0.51945155
cvirNC_035780.1	44572173	44574973	0.885897674166667
cvirNC_035780.1	44577637	44582143	3.88518758333333
cvirNC_035780.1	44594114	44597368	0.822237266666667
cvirNC_035780.1	44608486	44627856	58.0929666666667
cvirNC_035780.1	44631193	44660303	49.7321308333333
cvirNC_035780.1	44661430	44666702	27.5822058333333
cvirNC_035780.1	44670454	44672104	0.224346124166667
cvirNC_035780.1	44678485	44683379	42.1359616666667
cvirNC_035780.1	44696973	44699101	0.233938775
cvirNC_035780.1	44707379	44710412	0.289346608333333
cvirNC_035780.1	44716073	44719580	0.202117025833333
cvirNC_035780.1	44720423	44738879	1.22168578333333
cvirNC_035780.1	44742285	44750709	1.90666210833333
cvirNC_035780.1	44756663	44764868	0.3261930875
cvirNC_035780.1	44769660	44775829	0.501329458333333
cvirNC_035780.1	44776120	44780827	75.586
cvirNC_035780.1	44781029	44802530	61.3023033333333
cvirNC_035780.1	44833091	44833825	0.333329909090909
cvirNC_035780.1	44835605	44840050	3.1787858
cvirNC_035780.1	44862460	44864983	0.3855022
cvirNC_035780.1	44879291	44885153	0.535519083333333
cvirNC_035780.1	44912669	44916538	2.36940357916667
cvirNC_035780.1	44924183	44926852	0.357532775
cvirNC_035780.1	44989372	44994081	0.411995666666667
cvirNC_035780.1	45006758	45013441	63.5280975
cvirNC_035780.1	45013743	45024682	50.8647116666667
cvirNC_035780.1	45028245	45035162	0.294030083333333
cvirNC_035780.1	45042014	45047719	52.5142883333333
cvirNC_035780.1	45048967	45055649	60.24429
cvirNC_035780.1	45100644	45115450	74.9016125
cvirNC_035780.1	45115652	45121054	45.3412866666667
cvirNC_035780.1	45121345	45127378	0.676395683333333
cvirNC_035780.1	45131593	45140041	0.255702584166667
cvirNC_035780.1	45148461	45160852	0.383700018181818
cvirNC_035780.1	45168820	45170956	0.488036154545455
cvirNC_035780.1	45174393	45176257	0.488527481818182
cvirNC_035780.1	45181843	45186013	10.507146375
cvirNC_035780.1	45186546	45187136	0
cvirNC_035780.1	45187943	45205037	3.65925881818182
cvirNC_035780.1	45206534	45223310	0.779821
cvirNC_035780.1	45224993	45228359	0.238258548333333
cvirNC_035780.1	45233227	45238256	0.374382016666667
cvirNC_035780.1	45248403	45250532	0.18055555
cvirNC_035780.1	45258909	45264055	50.2695858333333
cvirNC_035780.1	45265323	45267377	0.280092641666667
cvirNC_035780.1	45270544	45272188	0.162127004166667
cvirNC_035780.1	45275937	45281440	47.6477516666667
cvirNC_035780.1	45282489	45309067	48.6774358333333
cvirNC_035780.1	45311955	45330320	60.3908608333333
cvirNC_035780.1	45341444	45344720	0.963916129166667
cvirNC_035780.1	45356658	45360230	0.820734225
cvirNC_035780.1	45362293	45365699	0.521305833333333
cvirNC_035780.1	45367519	45376990	0.5471318
cvirNC_035780.1	45386410	45395243	0.993645185833333
cvirNC_035780.1	45397983	45431010	59.0579575
cvirNC_035780.1	45435053	45447672	57.5754675
cvirNC_035780.1	45453019	45457066	1.02014839166667
cvirNC_035780.1	45470378	45471773	0.211056666666667
cvirNC_035780.1	45482230	45485908	56.1717425
cvirNC_035780.1	45490328	45492595	0.3031755475
cvirNC_035780.1	45496210	45499475	0.431022278333333
cvirNC_035780.1	45507272	45523006	0.872109025
cvirNC_035780.1	45523607	45525369	0.279269791666667
cvirNC_035780.1	45526655	45539754	42.9904275
cvirNC_035780.1	45546796	45555202	62.8952125
cvirNC_035780.1	45572187	45599925	56.0496525
cvirNC_035780.1	45599877	45614527	34.2765708333333
cvirNC_035780.1	45625756	45627346	0.147907644444444
cvirNC_035780.1	45648858	45651387	2.21750655
cvirNC_035780.1	45651426	45724129	6.51208608333333
cvirNC_035780.1	45734279	45753317	50.9756991666667
cvirNC_035780.1	45753727	45773329	51.2420791666667
cvirNC_035780.1	45773678	45775877	25.6444855545455
cvirNC_035780.1	45788388	45789386	0.20134523
cvirNC_035780.1	45791059	45793603	0.655892755555556
cvirNC_035780.1	45832064	45843894	0.3135649
cvirNC_035780.1	45873421	45877260	0.303274099166667
cvirNC_035780.1	45883130	45892559	53.8186908333333
cvirNC_035780.1	45894990	45920545	0.515865491666667
cvirNC_035780.1	45899823	45902323	0.266970326666667
cvirNC_035780.1	45925307	45931968	34.8769134166667
cvirNC_035780.1	45934292	45938624	0.920271316666667
cvirNC_035780.1	45946655	45949811	2.42370064166667
cvirNC_035780.1	45964694	45969601	1.39025723333333
cvirNC_035780.1	45993188	45999624	1.18389675
cvirNC_035780.1	46017855	46022609	0.335300305
cvirNC_035780.1	46031916	46035058	0.282392175
cvirNC_035780.1	46045462	46065547	68.96808
cvirNC_035780.1	46078762	46080412	0.259896891666667
cvirNC_035780.1	46110420	46113314	0.293636618181818
cvirNC_035780.1	46147236	46151787	1.87410001666667
cvirNC_035780.1	46158529	46161297	0.195718784166667
cvirNC_035780.1	46165121	46194701	2.66524985833333
cvirNC_035780.1	46168156	46172317	2.20590616363636
cvirNC_035780.1	46199697	46206016	40.356405
cvirNC_035780.1	46209130	46213730	58.6846566666667
cvirNC_035780.1	46213901	46221318	62.042115
cvirNC_035780.1	46229635	46230846	0.291773675833333
cvirNC_035780.1	46232803	46240178	54.2579558333333
cvirNC_035780.1	46242990	46246445	0.642801575
cvirNC_035780.1	46247899	46264728	0.8531958
cvirNC_035780.1	46276784	46363668	2.5867854
cvirNC_035780.1	46309953	46311779	0.256050872727273
cvirNC_035780.1	46330966	46339247	2.37922904166667
cvirNC_035780.1	46364931	46388135	4.707740675
cvirNC_035780.1	46398721	46463608	51.0687583333333
cvirNC_035780.1	46446177	46449809	56.7086733333333
cvirNC_035780.1	46463737	46482897	57.09
cvirNC_035780.1	46484481	46494541	85.14745
cvirNC_035780.1	46497837	46501706	0.406541376666667
cvirNC_035780.1	46505555	46505626	0
cvirNC_035780.1	46505842	46519475	76.86718
cvirNC_035780.1	46519615	46524225	8.92322408083333
cvirNC_035780.1	46524845	46553587	0.373776466666667
cvirNC_035780.1	46554939	46564378	0.784988135
cvirNC_035780.1	46567645	46570658	0.169328870833333
cvirNC_035780.1	46583477	46586701	0.114079658333333
cvirNC_035780.1	46588188	46594876	0.223725580833333
cvirNC_035780.1	46609528	46652994	1.45969074166667
cvirNC_035780.1	46660786	46667861	7.529547
cvirNC_035780.1	46683714	46692495	0.323338210833333
cvirNC_035780.1	46693321	46699509	32.7013875
cvirNC_035780.1	46705839	46712185	46.362235
cvirNC_035780.1	46718197	46720430	0.385960246666667
cvirNC_035780.1	46721514	46725875	64.71729525
cvirNC_035780.1	46727702	46749392	2.496995
cvirNC_035780.1	46753951	46756110	40.3748356666667
cvirNC_035780.1	46761774	46771179	62.2344566666667
cvirNC_035780.1	46772050	46782096	63.5929666666667
cvirNC_035780.1	46785998	46790706	4.58888066666667
cvirNC_035780.1	46792244	46814036	58.5970383333333
cvirNC_035780.1	46820519	46825866	69.6562783333333
cvirNC_035780.1	46828425	46842217	80.0496791666667
cvirNC_035780.1	46845428	46871436	62.5812375
cvirNC_035780.1	46873107	46875760	7.72837531666667
cvirNC_035780.1	46876132	46883168	53.4977991666667
cvirNC_035780.1	46884935	46889141	54.4414766666667
cvirNC_035780.1	46891224	46900412	53.70865
cvirNC_035780.1	46900958	46925453	63.9287216666667
cvirNC_035780.1	46942298	46963194	0.755544425
cvirNC_035780.1	47052608	47085403	8.41649491666667
cvirNC_035780.1	47086322	47092299	69.4418166666667
cvirNC_035780.1	47092851	47101564	40.4432758333333
cvirNC_035780.1	47101637	47118384	0.900008975
cvirNC_035780.1	47132326	47160838	1.0002536
cvirNC_035780.1	47170612	47171644	0.465944341666667
cvirNC_035780.1	47178397	47183824	0.425769031666667
cvirNC_035780.1	47197450	47209606	0.438285566666667
cvirNC_035780.1	47210334	47221846	73.7414916666667
cvirNC_035780.1	47222022	47247041	56.5493808333333
cvirNC_035780.1	47224479	47228432	23.0990355916667
cvirNC_035780.1	47249378	47255787	0.562601394166667
cvirNC_035780.1	47263636	47265504	0.353015094166667
cvirNC_035780.1	47265544	47273687	2.58295073333333
cvirNC_035780.1	47292630	47294668	0.285742683333333
cvirNC_035780.1	47300046	47309259	16.5378445
cvirNC_035780.1	47309368	47312359	0.205343809166667
cvirNC_035780.1	47314671	47317729	0.305101258333333
cvirNC_035780.1	47318443	47329576	12.123711
cvirNC_035780.1	47333621	47336192	8.6992735
cvirNC_035780.1	47341727	47363066	58.5095816666667
cvirNC_035780.1	47363079	47377019	66.61732
cvirNC_035780.1	47377015	47383980	60.5893275
cvirNC_035780.1	47384062	47388975	48.142585
cvirNC_035780.1	47421123	47422924	0.260433405
cvirNC_035780.1	47431995	47436033	0.711106775
cvirNC_035780.1	47447626	47447698	0.196360166666667
cvirNC_035780.1	47448761	47448833	0.188961466666667
cvirNC_035780.1	47450794	47450866	0.1661099
cvirNC_035780.1	47452383	47452455	0.0932069166666667
cvirNC_035780.1	47453542	47453614	0.720786333333333
cvirNC_035780.1	47455213	47455285	0.20998165
cvirNC_035780.1	47465608	47474142	60.99335
cvirNC_035780.1	47483272	47492040	65.2626308333333
cvirNC_035780.1	47499226	47502450	1.03428796166667
cvirNC_035780.1	47514919	47517413	0.840991646666667
cvirNC_035780.1	47527493	47528760	0.820233363636364
cvirNC_035780.1	47542679	47549649	0.615028366666667
cvirNC_035780.1	47555319	47572905	0.9419642825
cvirNC_035780.1	47575383	47576510	0.251148408333333
cvirNC_035780.1	47580699	47585114	1.726620575
cvirNC_035780.1	47591110	47592862	2.03514703636364
cvirNC_035780.1	47598362	47611755	0.253505115
cvirNC_035780.1	47612465	47626364	0.463945188333333
cvirNC_035780.1	47629384	47639574	1.90346364916667
cvirNC_035780.1	47640786	47660529	3.067975475
cvirNC_035780.1	47672167	47680282	0.306694725
cvirNC_035780.1	47687922	47707031	2.18930739166667
cvirNC_035780.1	47710211	47717204	0.3345508475
cvirNC_035780.1	47721347	47722802	0.217640383333333
cvirNC_035780.1	47725729	47732307	0.443178144166667
cvirNC_035780.1	47737553	47742234	0.735740216666667
cvirNC_035780.1	47743286	47749601	38.6085525
cvirNC_035780.1	47749864	47756800	51.6005791666667
cvirNC_035780.1	47761159	47765742	49.831365
cvirNC_035780.1	47769455	47783469	43.6158325
cvirNC_035780.1	47784962	47807252	68.4401966666667
cvirNC_035780.1	47807510	47822882	7.45276241666667
cvirNC_035780.1	47835474	47844521	47.9119641666667
cvirNC_035780.1	47844765	47850352	0.279223391666667
cvirNC_035780.1	47850331	47852728	0.1443728625
cvirNC_035780.1	47854214	47857301	0.29088645
cvirNC_035780.1	47903306	47907955	0.739473933333333
cvirNC_035780.1	47923686	47925768	0.324238865833333
cvirNC_035780.1	47925902	47940663	1.99058157583333
cvirNC_035780.1	47941571	47967118	0.6942075
cvirNC_035780.1	47999829	48001835	0.141324973333333
cvirNC_035780.1	48016833	48026439	3.19065158333333
cvirNC_035780.1	48026822	48031049	35.624705325
cvirNC_035780.1	48031002	48039699	67.3809266666667
cvirNC_035780.1	48043497	48065046	47.5741591666667
cvirNC_035780.1	48069619	48076808	0.482271608333333
cvirNC_035780.1	48082469	48092369	37.9416475
cvirNC_035780.1	48095534	48098362	66.0815025
cvirNC_035780.1	48098382	48108616	62.05794
cvirNC_035780.1	48113738	48118665	0.411378060833333
cvirNC_035780.1	48119435	48131383	3.93957805833333
cvirNC_035780.1	48142575	48142645	0.568212575
cvirNC_035780.1	48145440	48147181	0.121750669166667
cvirNC_035780.1	48156159	48172553	48.1720533333333
cvirNC_035780.1	48173576	48196455	68.929155
cvirNC_035780.1	48196674	48200654	34.8896816666667
cvirNC_035780.1	48200704	48207016	62.7164808333333
cvirNC_035780.1	48210175	48223411	49.8351975
cvirNC_035780.1	48228305	48255565	52.8551316666667
cvirNC_035780.1	48238855	48240347	82.02922
cvirNC_035780.1	48261627	48268230	0.320252291666667
cvirNC_035780.1	48270728	48279314	75.6621433333333
cvirNC_035780.1	48293000	48301601	43.4446258333333
cvirNC_035780.1	48300330	48314804	18.9304675
cvirNC_035780.1	48302653	48309118	44.8619941666667
cvirNC_035780.1	48316470	48329599	1.16817931666667
cvirNC_035780.1	48330714	48380767	37.1289583333333
cvirNC_035780.1	48386048	48392566	49.6744666666667
cvirNC_035780.1	48394159	48426283	49.0057775
cvirNC_035780.1	48426496	48430543	9.98868166666667
cvirNC_035780.1	48433892	48443793	0.25697795
cvirNC_035780.1	48445723	48449115	47.0059895
cvirNC_035780.1	48452481	48455421	0.476110258333333
cvirNC_035780.1	48456161	48460698	0.702500855
cvirNC_035780.1	48462854	48464569	33.5353893166667
cvirNC_035780.1	48466088	48468524	0.273270761666667
cvirNC_035780.1	48469436	48474767	9.62300783333333
cvirNC_035780.1	48474689	48479287	0.490593788333333
cvirNC_035780.1	48480560	48502855	0.602383525
cvirNC_035780.1	48522512	48532175	67.6404141666667
cvirNC_035780.1	48533401	48540483	2.36317026666667
cvirNC_035780.1	48545656	48547874	0.226329308333333
cvirNC_035780.1	48554619	48560954	4.24883595833333
cvirNC_035780.1	48562640	48569059	55.5384266666667
cvirNC_035780.1	48569390	48582762	65.5153966666667
cvirNC_035780.1	48599552	48600559	0.5555555
cvirNC_035780.1	48602020	48603619	3.57040994545455
cvirNC_035780.1	48607334	48608361	5.31148036363636
cvirNC_035780.1	48632275	48634124	0.22338755
cvirNC_035780.1	48648623	48656857	0.228143035833333
cvirNC_035780.1	48687248	48690959	0.274592622
cvirNC_035780.1	48693261	48694714	0.185313954444444
cvirNC_035780.1	48716718	48729673	0.2839481
cvirNC_035780.1	48761298	48806276	2.20507928333333
cvirNC_035780.1	48806282	48822702	5.27550033333333
cvirNC_035780.1	48824523	48861770	6.28473199166667
cvirNC_035780.1	48865293	48877326	0.18319061
cvirNC_035780.1	48879421	48930747	4.56830691666667
cvirNC_035780.1	48933411	48949130	3.75151311666667
cvirNC_035780.1	48959301	49017932	5.68025091666667
cvirNC_035780.1	49023485	49128512	3.11337391666667
cvirNC_035780.1	49079802	49082281	0.499302047142857
cvirNC_035780.1	49114909	49118494	0.497345608333333
cvirNC_035780.1	49131245	49131315	1.47710892727273
cvirNC_035780.1	49179151	49186515	3.973222375
cvirNC_035780.1	49189370	49197249	24.5110395833333
cvirNC_035780.1	49197151	49209030	3.21909421666667
cvirNC_035780.1	49219396	49222834	0.235428473
cvirNC_035780.1	49235162	49237919	0.0927272063636364
cvirNC_035780.1	49250546	49252710	1.47739863333333
cvirNC_035780.1	49262960	49264267	1.5287048
cvirNC_035780.1	49289779	49298594	0.514320575
cvirNC_035780.1	49303468	49323005	7.23893583333333
cvirNC_035780.1	49325329	49326615	0.520046681818182
cvirNC_035780.1	49333910	49338634	2.57658266666667
cvirNC_035780.1	49343965	49348096	18.06531556
cvirNC_035780.1	49348119	49349628	37.0177696666667
cvirNC_035780.1	49349250	49352986	8.25134223333333
cvirNC_035780.1	49353707	49370115	1.9807375
cvirNC_035780.1	49370201	49385566	0.607067133333333
cvirNC_035780.1	49388441	49398497	1.090893375
cvirNC_035780.1	49399804	49415682	0.486673933333333
cvirNC_035780.1	49425687	49432783	0.180127481666667
cvirNC_035780.1	49441367	49443829	0.3488414525
cvirNC_035780.1	49447101	49447597	3.9799393
cvirNC_035780.1	49457785	49459219	0
cvirNC_035780.1	49463300	49463951	0.8333334
cvirNC_035780.1	49468296	49469261	0.233915891666667
cvirNC_035780.1	49478484	49484306	0.227344966666667
cvirNC_035780.1	49495708	49500124	0.3005522425
cvirNC_035780.1	49506871	49513057	5.211454
cvirNC_035780.1	49513977	49520285	56.5049425
cvirNC_035780.1	49520543	49529542	61.2669275
cvirNC_035780.1	49532075	49538437	42.5414133333333
cvirNC_035780.1	49542723	49556537	55.3960225
cvirNC_035780.1	49557991	49582214	50.87453
cvirNC_035780.1	49583402	49600653	7.62701033333333
cvirNC_035780.1	49614763	49623491	55.5891083333333
cvirNC_035780.1	49623735	49628286	0.177677858333333
cvirNC_035780.1	49629285	49631664	0.344740319166667
cvirNC_035780.1	49633148	49636419	0.294325481666667
cvirNC_035780.1	49671220	49675853	0.6573181
cvirNC_035780.1	49691027	49701490	0.319095544166667
cvirNC_035780.1	49709015	49726163	2.505367025
cvirNC_035780.1	49759636	49761662	0.261865066666667
cvirNC_035780.1	49767978	49769825	0.990160173333333
