gene_name,slope_best_fit,r_squared,percentage_within_95_CI,num_exons,mean_exon_expression,std_dev_exon_expression,sum_exon_expression
gene-LOC111126889,-34.5,0.8113773475578582,100,4,62.75,49.446098599046884,251
gene-LOC111124722,0.042434309876170334,5.011482216457589e-4,30.23255813953488,43,37.325581395348834,23.801481476733013,1605
gene-LOC111127248,14.44755244755245,0.3363000062716138,91.66666666666666,12,44,89.82609460912387,528
gene-LOC111125767,-30.29999999999999,0.34219805286777116,100,5,101.4,81.89810742624032,507
gene-LOC111127504,-1.5142857142857167,0.03599513059821032,83.33333333333334,6,18.166666666666668,14.932068398807537,109
gene-LOC111123617,-0.40476190476190427,0.04649292149292154,75,8,6,4.59813626840888,48
gene-LOC111124999,0.3055673009161381,0.025437364489913804,29.545454545454547,44,30.863636363636363,24.6100668654213,1358
gene-LOC111127395,18.115384615384617,0.23525559481970332,91.66666666666666,12,51.25,134.66330066300375,615
gene-LOC111126201,-5.2,0.03312913501592759,100,5,69,45.17189391646093,345
gene-LOC111122666,-0.9117647058823527,0.016936805682025134,58.82352941176471,17,38,35.37831256575135,646
gene-LOC111123849,9.704850361197106,0.05079048840028137,83.33333333333334,18,152.66666666666666,229.88999927075096,2748
gene-LOC111127516,NA,0,NA,1,187,NA,187
gene-LOC111125558,1.335714285714286,0.11653018696903994,80,15,8.933333333333334,17.49884349920085,134
gene-LOC111125559,-1.2484848484848485,0.18020451148253833,70,10,6.2,8.9044308571008,62
gene-LOC111125557,5.367032967032968,0.16302635873888782,57.14285714285714,14,44.714285714285715,55.60634796555097,626
gene-LOC111127342,0.08311688311688278,0.0014938364657540884,61.904761904761905,21,15.047619047619047,13.34344854404659,316
gene-LOC111127348,-26.000000000000004,0.46814404432132956,100,3,33,38,99
gene-LOC111124508,26.900000000000002,0.11544235539991866,100,4,68.75,102.21015931240234,275
gene-LOC111124504,-9.024999999999999,0.22595375212847607,46.666666666666664,15,83.26666666666667,84.9087465347077,1249
gene-LOC111124515,-8.000000000000023,1,NA,2,221,5.656854249492381,442
gene-LOC111124519,-6.661764705882352,0.273320943564098,58.82352941176471,17,49.94117647058823,64.3462028679969,849
gene-LOC111124516,54.49999999999997,0.8760937960869135,100,3,159.66666666666666,58.22656896411924,479
gene-LOC111124510,36.50000000000001,0.8111934239902578,100,3,29.333333333333332,40.525712002793156,88
gene-LOC111127526,5.999999999999999,1,NA,2,4,4.242640687119285,8
gene-LOC111124509,73.00000000000003,0.811193423990258,100,3,57.666666666666664,81.05142400558631,173
gene-LOC111124520,0.49999999999999545,0.004777070063694235,100,3,8.666666666666666,7.234178138070235,26
gene-LOC111124514,7.071428571428569,0.22835507921714823,100,7,32.285714285714285,31.96724514099959,226
gene-LOC111124517,-78.3,0.6068896225061002,100,4,75.25,129.7571449542054,301
gene-LOC111124511,50.50000000000003,0.7500000000000001,100,3,53.666666666666664,58.312377188152205,161
gene-LOC111124513,5.464285714285714,0.09133009769343613,85.71428571428571,7,34,39.05978323885921,238
gene-LOC111124507,-1.878947368421052,0.11837368421052641,47.368421052631575,19,29,30.73181485764296,551
gene-LOC111124506,-23.500000000000004,0.19284155390659108,100,4,96.75,69.0862986898753,387
gene-LOC111124505,-651.9999999999998,1,NA,2,345,461.033621333629,690
gene-LOC111124512,178,1,NA,2,139,125.86500705120545,278
gene-LOC111123627,63.69999999999998,0.27965264735781126,100,4,164.25,155.50857425449783,657
gene-LOC111127546,0.2999999999999998,9.724473257698494e-4,100,4,20.25,12.419742348374221,81
gene-LOC111127544,-7,1,NA,2,16.5,4.949747468305833,33
gene-LOC111127545,-3.9999999999999987,1,NA,2,13,2.8284271247461903,26
gene-LOC111123690,5.000000000000009,1,NA,2,49.5,3.5355339059327378,99
gene-LOC111126477,0.6993006993006983,0.13911817625345468,66.66666666666666,12,15.333333333333334,6.759953379792623,184
gene-LOC111123881,-8.2,0.09563634294817078,100,5,43.8,41.924932915867615,219
gene-LOC111127069,2.7999999999999985,0.08703374777975126,100,5,26.8,15.006665185843255,134
gene-LOC111122775,0.4523809523809531,0.013730412292712654,87.5,8,11,9.456668093391638,88
gene-LOC111127543,NA,0,NA,1,129,NA,129
gene-LOC111122776,3.5108334685767005e-17,6.847750913376839e-33,80,5,0.6,1.3416407864998738,3
gene-LOC111127552,1091.9999999999998,1,NA,2,1002,772.1606050557099,2004
gene-LOC111127556,5.532967032967033,0.24681588813890348,69.23076923076923,13,55.76923076923077,43.37271386127812,725
gene-LOC111126426,0,NA,100,5,0,0,0
gene-LOC111122631,6.428571428571429,0.13775510204081634,93.33333333333333,15,20,77.45966692414834,300
gene-LOC111122633,NA,0,NA,1,300,NA,300
gene-LOC111127564,NA,0,NA,1,496,NA,496
gene-LOC111126976,0.003496503496503489,7.016394976261377e-5,83.33333333333334,12,0.9166666666666666,1.5050420310248864,11
gene-LOC111126977,-0,NA,100,3,1,0,3
gene-LOC111127648,0,NA,NA,2,0,0,0
gene-LOC111127653,-62.99999999999995,1,NA,2,87.5,44.54772721475249,175
gene-LOC111127660,72.00000000000001,0.9875539751079503,100,3,75.33333333333333,72.45228314783002,226
gene-LOC111127666,NA,0,NA,1,154,NA,154
gene-LOC111125618,-244.99999999999983,1,NA,2,409.5,173.24116139070415,819
gene-LOC111125593,-697.9999999999999,1,NA,2,369,493.5605332682102,738
gene-LOC111125614,-0.3571428571428542,0.0012989712147978712,85.71428571428571,7,28.285714285714285,21.40649656618512,198
gene-LOC111125615,-0.5181818181818176,0.04726505673552521,63.63636363636363,11,11.090909090909092,7.9051191699372305,122
gene-LOC111125609,3.8571428571428563,0.17845413190265388,87.5,8,23.25,22.365470835962423,186
gene-LOC111125601,2.8928571428571486,0.04362134992819539,100,7,47.42857142857143,29.92132540990981,332
gene-LOC111125610,-3.5212121212121206,0.46033577301297024,60,10,21.7,15.713051899615174,217
gene-LOC111125613,-1.0666666666666662,0.1453944650970673,70,10,10.8,8.469553313683864,108
gene-LOC111125596,0.17826086956521756,0.009581823605524521,20.833333333333336,24,17.583333333333332,12.877066458619764,422
gene-LOC111125603,-33.99999999999999,1,NA,2,18,24.041630560342615,36
gene-LOC111125594,-0.1674876847290642,0.0023501189290288478,44.827586206896555,29,26.413793103448278,29.41758128517623,766
gene-LOC111125600,-0.8535714285714279,0.018720503924070535,73.33333333333333,15,23.666666666666668,27.899479428493866,355
gene-LOC111125599,1.9634782608695656,0.32831264166494956,58.333333333333336,24,18,24.23077453946961,432
gene-LOC111125604,88.99999999999999,1,NA,2,56.5,62.932503525602726,113
gene-LOC111127670,94.00000000000001,0.8697706467171964,100,3,133,100.79186475107998,399
gene-LOC111125602,175.99999999999997,1,NA,2,88,124.45079348883236,176
gene-LOC111125605,135.99999999999997,1,NA,2,73,96.16652224137046,146
gene-LOC111125617,1.4571428571428566,0.40608899297423884,83.33333333333334,6,10.5,4.277849927241488,63
gene-LOC111125597,317,1,NA,2,174.5,224.15284963613556,349
gene-LOC111125592,0.1132837812083095,0.009370251904160673,27.77777777777778,54,19.11111111111111,18.411098648888924,1032
gene-LOC111125619,-0.3602941176470587,0.0233531687750334,56.25,16,14.4375,11.224786560702762,231
gene-LOC111125616,-13.999999999999995,1,NA,2,10,9.899494936611665,20
gene-LOC111125608,-0.032967032967032996,0.001993355481727579,84.61538461538461,13,1.4615384615384615,2.8756270219259608,19
gene-LOC111125606,-0.8736263736263737,0.23879737031019777,61.53846153846154,13,4.153846153846154,6.962352976857678,54
gene-LOC111122498,NA,0,NA,1,30,NA,30
gene-LOC111125470,-2.8999999999999986,0.14400684931506824,100,5,16,12.083045973594572,80
gene-LOC111125468,0.7706766917293233,0.09529908060254508,60,20,13.65,14.769367302843945,273
gene-LOC111126780,0.2592741935483871,0.09051936280519843,25.806451612903224,31,8.483870967741936,7.835266290909478,263
gene-LOC111125134,0.608695652173913,0.018014518218089248,50,22,30.272727272727273,29.449200519800385,666
gene-LOC111123410,-3.9864661654135336,0.06455951713184632,85,20,56.1,92.82008630168706,1122
gene-LOC111123412,-1.0827586206896553,0.13723787139442678,51.724137931034484,29,20.137931034482758,24.88649108298808,584
gene-LOC111123418,6.199999999999999,0.10488812660793635,83.33333333333334,6,20.5,35.814801409473155,123
gene-LOC111123416,-309.99999999999994,1,NA,2,157,219.20310216782974,314
gene-LOC111123414,-5.076923076923078,0.19240646907753173,61.53846153846154,13,42.38461538461539,45.075008710552794,551
gene-LOC111123417,-28.49999999999999,0.2724802495848639,100,4,68.25,70.48581417561977,273
gene-LOC111123419,7.749999999999999,0.35832014366591575,85.71428571428571,7,38.285714285714285,27.968519718392233,268
gene-LOC111123413,-0.600490196078431,0.03205230894100562,64.70588235294117,17,29,16.93738468595432,493
gene-LOC111123415,19.663736263736265,0.6490070793902323,50,14,101.07142857142857,102.10813595679548,1415
gene-LOC111126933,-2.0132352941176466,0.15359665165116562,75,16,27.4375,24.45667938757563,439
gene-LOC111123150,-0.3741258741258749,0.009317227634462577,66.66666666666666,12,13.75,13.97481500934644,165
gene-LOC111122565,84.99999999999999,1,NA,2,47.5,60.10407640085654,95
gene-LOC111122787,-22.82857142857143,0.3191848067470014,100,6,59.166666666666664,75.59475290432972,355
gene-LOC111126184,-0.39999999999999875,0.001769911504424782,100,4,22,12.274635093014645,88
gene-LOC111122942,169.2,0.6350827221785947,100,4,175.5,274.10034658861707,702
gene-LOC111122943,-35.000000000000036,0.45014698677119097,100,3,59.333333333333336,52.16640042530569,178
gene-LOC111125373,0.44055944055944074,0.006068488759254748,66.66666666666666,12,25.833333333333332,20.39087734227929,310
gene-LOC111122507,-1.9454545454545453,0.22145067698259194,72.72727272727273,11,20,13.711309200802088,220
gene-LOC111122509,-4.114285714285714,0.47208994357656997,40,15,34.86666666666667,26.779167453896125,523
gene-LOC111122526,1.4999999999999967,0.7499999999999991,100,3,60,1.7320508075688772,180
gene-LOC111126319,-0.9714285714285721,0.06658986175115203,83.33333333333334,6,16,7.042726744663604,96
gene-LOC111124837,-1.6321428571428573,0.14800565237603897,60,15,19.6,18.972913022818307,294
gene-LOC111124835,1.3181818181818177,0.31019474771318967,63.63636363636363,11,10.727272727272727,7.849724951753521,118
gene-LOC111123186,-13.628571428571435,0.831839868384974,100,6,29.5,27.955321496988727,177
gene-LOC111122531,27.999999999999996,0.5594884676866864,100,5,41.8,59.187836588272084,209
gene-LOC111122536,-0.7714285714285727,0.05237696084301299,100,6,8.833333333333334,6.306081720582652,53
gene-LOC111123405,-3.500000000000007,0.28937007874015797,100,3,26.666666666666668,6.506407098647712,80
gene-LOC111126816,-1.4000000000000004,0.0015260043600124615,100,4,44,46.26733909213568,176
gene-LOC111123721,336.0000000000001,0.7611582060571193,100,3,230.33333333333334,385.12508790435004,691
gene-LOC111123607,9.000000000000002,0.2125984251968504,100,3,26,19.519221295943137,78
gene-LOC111123606,-7.200000000000005,0.20876288659793832,100,5,19.4,24.915858403835898,97
gene-LOC111122862,2.200000000000001,0.14846625766871163,100,4,21.5,7.371114795831994,86
gene-LOC111123757,-17.9,0.47870973525369065,100,5,25.4,40.90598978144888,127
gene-LOC111123002,0.7999999999999962,0.004862518089725028,83.33333333333334,6,35.666666666666664,21.463146709340332,214
gene-LOC111122553,NA,0,NA,1,324,NA,324
gene-LOC111123133,-6.514285714285715,0.822098049551924,83.33333333333334,6,14.666666666666666,13.4412301024373,88
gene-LOC111126227,0.563157894736842,0.18446294307196565,47.368421052631575,19,9,7.3786478737262184,171
gene-LOC111127505,126.99999999999999,0.8119632303339677,100,4,246.5,181.95329070945652,986
gene-LOC111125763,496.99999999999994,1,NA,2,268.5,351.4320702497141,537
gene-LOC111125050,-0.634803921568627,0.036360630501712864,47.05882352941176,17,29.88235294117647,16.811017045903174,508
gene-LOC111125052,-0.5999999999999999,0.6000000000000003,100,4,0.5,1,2
gene-LOC111125051,8.9,0.5187974849358133,100,5,23.8,19.53714411064217,119
gene-LOC111125575,-2.09642857142857,0.22739545643328782,40,15,30.133333333333333,19.66093540379961,452
gene-LOC111123963,4.345054945054944,0.07050264849707454,64.28571428571429,14,46.92857142857143,68.4560097779974,657
gene-LOC111123958,0.6837606837606841,0.020836362926033074,48.148148148148145,27,71.70370370370371,37.59788743534854,1936
gene-LOC111123962,-5.571428571428572,0.057927409833568186,83.33333333333334,6,68.5,43.30704330706496,411
gene-LOC111123959,612,1,NA,2,312,432.7493500861671,624
gene-LOC111123960,-8.090909090909092,0.19877652818154795,66.66666666666666,12,68,65.4314353141724,816
gene-LOC111125561,8.314285714285713,0.014129784576724645,83.33333333333334,6,65.5,130.85526355481463,393
gene-LOC111122857,94.9,0.31416825390180775,100,5,319,267.7041277231265,1595
gene-LOC111126409,7.901960784313724,0.11705615050395679,23.52941176470588,17,99.17647058823529,116.62934627170259,1686
gene-LOC111126657,61.49999999999999,0.6772218193537991,100,4,69.75,96.47927238531601,279
gene-LOC111127519,0.3214285714285721,0.00904825737265419,85.71428571428571,7,7.571428571428571,7.299706452023552,53
gene-LOC111123332,-77.00000000000004,0.7548699231846537,100,3,53.666666666666664,88.62467677421077,161
gene-LOC111126921,-0.6,0.05454545454545455,80,10,8.5,7.7781745930520225,85
gene-LOC111127083,3.763636363636361,0.2710503842869341,72.72727272727273,11,14.636363636363637,23.976124487801307,161
gene-LOC111122991,0.006521739130434783,0.05103969754253306,95.83333333333334,24,0.041666666666666664,0.2041241452319315,1
gene-LOC111122992,-0.08571428571428576,0.1542857142857143,83.33333333333334,6,0.16666666666666666,0.408248290463863,1
gene-LOC111123112,0.005494505494505492,0.005952380952380948,92.3076923076923,13,0.07692307692307693,0.2773500981126146,1
gene-LOC111122719,-1.034965034965035,0.09978815972301314,91.66666666666666,12,3.5,11.812935898643255,42
gene-LOC111122635,39.99999999999999,1,NA,2,21,28.284271247461902,42
gene-LOC111126011,4.152631578947367,0.06749563848836247,95,20,21.25,94.56263588364676,425
gene-LOC111126010,0.1999999999999999,0.4999999999999999,100,5,0.2,0.44721359549995793,1
gene-LOC111122653,NA,0,NA,1,423,NA,423
gene-LOC111122661,61.428571428571445,0.4160271633412494,100,6,213.66666666666666,178.17369802152805,1282
gene-LOC111126573,-44.7,0.07705781968588193,100,4,200.25,207.88518465730067,801
gene-LOC111126867,0,NA,100,9,0,0,0
gene-LOC111127298,-206.99999999999994,1,NA,2,363.5,146.37110370561533,727
gene-LOC111126964,1.236363636363637,0.13791457885946085,80,10,13.4,10.079682534683322,134
gene-LOC111126829,2.3000000000000007,0.02949540005575689,100,4,21.75,17.289206652321173,87
gene-LOC111127400,13.6,0.8430264357338195,100,4,39.5,19.122412679017955,158
gene-LOC111127037,-0.8552807486631016,0.21169067131228392,36.36363636363637,33,19.03030303030303,17.974782419553872,628
gene-LOC111123799,449.99999999999983,1,NA,2,230,318.1980515339464,460
gene-LOC111124755,-2.538916256157635,0.041520652478301785,79.3103448275862,29,48.310344827586206,106.09264935095842,1401
gene-LOC111124756,-26.71428571428569,0.09235262969550737,85.71428571428571,7,150.28571428571428,189.89884525339122,1052
gene-LOC111125869,79.99999999999999,1,NA,2,45,56.568542494923804,90
gene-LOC111126335,2.0000000000000018,0.009174311926605536,100,3,24,20.8806130178211,72
gene-LOC111125787,21.273809523809522,0.3236648492649157,87.5,8,38.625,91.59528606086357,309
gene-LOC111125786,2.713286713286714,0.13679252140790607,83.33333333333334,12,22,26.450640136608484,264
gene-LOC111123284,0.8500000000000004,0.01212851280775923,77.77777777777779,9,20.444444444444443,21.13711848331692,184
gene-LOC111122965,-7.000000000000005,0.4651898734177217,100,3,18.333333333333332,10.263202878893768,55
gene-LOC111124001,2.999999999999993,0.027327935222672007,100,3,21.333333333333332,18.14754345175493,64
gene-LOC111122668,-9.899999999999999,0.4614406779661014,100,5,27,23.043437243605826,135
gene-LOC111122679,2.5999999999999996,0.43896103896103894,100,4,3.5,5.066228051190222,14
gene-LOC111122687,NA,0,NA,1,176,NA,176
gene-LOC111125345,-6.199999999999999,0.8178723404255319,100,4,8.5,8.850612031567836,34
gene-LOC111125344,-1.9000000000000008,0.06478822684852847,100,5,13.4,11.802542099056458,67
gene-LOC111122690,NA,0,NA,1,204,NA,204
gene-LOC111125346,-0.9999999999999997,1,NA,2,0.5,0.7071067811865476,1
gene-LOC111126286,-7.999999999999997,1,NA,2,4,5.656854249492381,8
gene-LOC111122932,-56.599999999999994,0.6298037982149178,100,4,73.5,92.07424540373202,294
gene-LOC111122683,2.0000000000000004,0.23962724650543585,77.77777777777779,9,30.22222222222222,11.189032328331367,272
gene-LOC111123628,6.71399776680252e-16,0,85.71428571428571,7,35.285714285714285,18.373117007503886,247
gene-LOC111122692,2.464285714285716,0.0976415094339623,100,7,17.714285714285715,17.036375648537902,124
gene-LOC111127433,-1.0357142857142854,0.01714926590538344,71.42857142857143,7,46.714285714285715,17.085220569391602,327
gene-LOC111127432,-3.8571428571428545,0.36930091185410324,85.71428571428571,7,34,13.711309200802088,238
gene-LOC111126930,0.7857142857142831,0.008442645827518806,71.42857142857143,7,48.285714285714285,18.472630977694955,338
gene-LOC111126929,-16.94285714285715,0.1976416698281553,100,6,75.5,71.29866758923339,453
gene-LOC111122698,-4.699999999999999,0.15040853381752184,88.88888888888889,9,36,33.18885355055218,324
gene-LOC111125577,-0.3129032258064518,0.008417935418358153,41.935483870967744,31,30.903225806451612,31.007907420215336,958
gene-LOC111125578,-0.8823529411764703,0.0015940183928468952,93.75,16,53,105.2178692048076,848
gene-LOC111125580,-122.99999999999999,0.6818919357455785,100,4,152,192.2966458365824,608
gene-LOC111125579,-1.2142857142857124,0.07721767011043809,75,8,11.5,10.703804397102395,92
gene-LOC111122718,3.4,0.4923339011925043,100,5,16.8,7.661592523751182,84
gene-LOC111122721,NA,0,NA,1,1,NA,1
gene-LOC111123678,1.7212121212121214,0.2834092314611794,90,10,6.4,9.788882582921415,64
gene-LOC111122729,NA,0,NA,1,87,NA,87
gene-LOC111125934,-4.300000000000001,0.323931324456903,100,5,39.2,11.945710527214361,196
gene-LOC111125933,1.2043956043956028,0.02163274244484912,57.14285714285714,14,37.714285714285715,34.255664487067676,528
gene-LOC111125935,-2.190476190476188,0.04565559798908232,75,8,31.5,25.1111813455964,252
gene-LOC111126541,-4.2142857142857135,0.2481819478112079,71.42857142857143,7,32.57142857142857,18.27436403687912,228
gene-LOC111126549,3.9404761904761947,0.012470129611450208,87.5,8,36.875,86.43484333795685,295
gene-LOC111123903,15.000000000000007,0.7749712973593572,100,3,10.333333333333334,17.03917055884274,31
gene-LOC111123902,45.00000000000002,0.75,100,3,30,51.96152422706632,90
gene-LOC111127383,0.49999999999999994,0.75,100,3,0.6666666666666666,0.5773502691896257,2
gene-LOC111126535,1.4642857142857157,0.05719243331518785,85.71428571428571,7,15.571428571428571,13.226956602044968,109
gene-LOC111126340,-2.8,0.38658777120315563,100,5,16.2,7.12039324756716,81
gene-LOC111127368,31.7,0.7505228094284945,100,5,47.6,57.85585536486346,238
gene-LOC111127367,12.700000000000001,0.235528621495327,100,5,38,41.376321731154405,190
gene-LOC111122769,-0.654761904761904,0.09584006589994602,87.5,8,2.375,5.180664601601393,19
gene-LOC111123141,-31.800000000000004,0.18108950252498116,100,4,93.5,96.47279409242795,374
gene-LOC111122802,-2.6607142857142856,0.2904114133346728,60,15,18.4,22.0803726676625,276
gene-LOC111122801,-1.7108957219251322,0.1919204642069798,54.54545454545454,33,41.60606060606061,37.76319255731978,1373
gene-LOC111127385,NA,0,NA,1,2940,NA,2940
gene-LOC111122786,4.266666666666666,0.22666359234493896,88.88888888888889,9,15.11111111111111,24.54304608460635,136
gene-LOC111125709,-15.50000000000009,0.007188737395398068,100,3,121.66666666666667,182.81228988591914,365
gene-LOC111125707,121.00000000000001,0.18423768057582948,100,3,366,281.90069173380897,1098
gene-LOC111125706,23.342857142857145,0.4031805986902707,100,6,60.833333333333336,68.77620712620511,365
gene-LOC111122788,-1.6571428571428595,0.06656113969133365,100,6,33,12.016655108639842,198
gene-LOC111126160,3.1785714285714297,0.29406741906741934,85.71428571428571,7,34,12.662279942148386,238
gene-LOC111126199,1.1071428571428577,0.020074364973262034,71.42857142857143,7,47.57142857142857,16.880532602746307,333
gene-LOC111122741,4.3,0.10944066291802307,100,4,23.75,16.78044496827582,95
gene-LOC111123660,2.3928571428571432,0.08085374639769452,71.42857142857143,7,40.142857142857146,18.179004111232015,281
gene-LOC111127476,51.58333333333332,0.36209782145426556,75,8,181.875,209.97716712606092,1455
gene-LOC111122792,-7.82857142857144,0.0624062775348706,100,6,47,58.62763853337434,282
gene-LOC111122810,-0.5000000000000006,0.2500000000000002,100,3,1,1,3
gene-LOC111126453,14.999999999999996,1,NA,2,7.5,10.606601717798213,15
gene-LOC111123046,48.99999999999999,1,NA,2,29.5,34.64823227814083,59
gene-LOC111126167,-0.6833333333333337,0.0620447834645669,77.77777777777779,9,16.77777777777778,7.512951779723097,151
gene-LOC111125590,-1.3392857142857137,0.11399512972274227,46.666666666666664,15,14.866666666666667,17.739651577616684,223
gene-LOC111125591,19.559523809523807,0.43441665166014015,87.5,8,50.625,72.69100455253829,405
gene-LOC111126448,-65.00000000000007,0.36034115138592715,100,3,128,108.28203913853858,384
gene-LOC111125731,-108.99999999999997,1,NA,2,74.5,77.07463914933368,149
gene-LOC111124670,1.4670329670329674,0.036342095953859226,70.37037037037037,27,38.22222222222222,61.08086275480885,1032
gene-LOC111124671,-46.80000000000001,0.357489815104983,100,5,90.4,123.76106011181385,452
gene-LOC111126138,-514.9999999999999,1,NA,2,261.5,364.15999231107196,523
gene-LOC111126140,0.0541443850267379,0.0024273029966703596,27.27272727272727,33,12.363636363636363,10.626670991596397,408
gene-LOC111122619,2.5,0.0718803910293272,100,4,18.25,12.0381338531629,73
gene-LOC111126928,-5.6000000000000005,0.44799999999999995,100,4,9,10.801234497346433,36
gene-LOC111127074,-0.20606060606060608,0.009306669242907292,70,10,8.4,6.4670103001481465,84
gene-LOC111126645,-0.7607142857142858,0.04581838673711765,73.33333333333333,15,12.2,15.89339485446706,183
gene-LOC111122621,0.2548387096774194,0.06569992367818511,51.61290322580645,31,3.225806451612903,9.039578446732108,100
gene-LOC111127279,66.22857142857146,0.3956781038130913,100,6,210.66666666666666,196.97377151962812,1264
gene-LOC111122818,147.50000000000006,0.3797542924635337,100,3,312.6666666666667,239.353991680384,938
gene-LOC111122826,NA,0,NA,1,786,NA,786
gene-LOC111124602,0.3584677419354838,0.0016593755186066863,96.7741935483871,31,15.806451612903226,80.00975746946482,490
gene-LOC111124605,402.99999999999994,1,NA,2,243.5,284.9640328181787,487
gene-LOC111126542,0.7275541795665637,0.15744112647419412,55.55555555555556,18,9.944444444444445,9.78878242877573,179
gene-LOC111123550,-1.222077922077922,0.2104933566189755,61.904761904761905,21,8.19047619047619,16.527610376636567,172
gene-LOC111122835,-1.3999999999999995,0.5035204567078971,77.77777777777779,9,7.222222222222222,5.403188359149109,65
gene-LOC111123564,-1.1999999999999997,0.17480871100647433,70,10,9.2,8.689712947566859,92
gene-LOC111125394,0.3909090909090909,0.04688133874239352,90.9090909090909,11,3.6363636363636362,5.987866519432898,40
gene-LOC111125395,0.9877450980392154,0.1794590449418337,47.05882352941176,17,11.411764705882353,11.77422409083403,194
gene-LOC111126690,-5.279720279720282,0.33639670408637173,75,12,32.166666666666664,32.82137145584298,386
gene-LOC111123324,-2.545454545454544,0.16904566820475217,81.81818181818183,11,16.727272727272727,20.53334317197718,184
gene-LOC111123788,3.4999999999999893,0.010624457935819643,100,3,81,33.95585369269929,243
gene-LOC111124493,-0.371130869686024,0.056062597488153246,71.66666666666667,60,5.75,27.374134147749462,345
gene-LOC111124492,0.012121212121211984,8.325008325008213e-5,90,10,2.2,4.022160834399561,22
gene-LOC111124642,0.3579737335834896,0.0487950708462378,45,40,13.4,18.944994603135164,536
gene-LOC111126653,2.3461538461538454,0.3435893705072709,50,12,17.916666666666668,14.431394648998811,215
gene-LOC111125190,0.11455108359133119,0.0014820889294256167,50,18,28.27777777777778,15.884900546099654,509
gene-LOC111126232,-53.00000000000003,0.7146976507505722,100,3,46.666666666666664,62.69237061503843,140
gene-LOC111123206,-3.5714285714285774,0.040571243102888795,100,7,50.857142857142854,38.303300864845276,356
gene-LOC111123205,49.34285714285716,0.47194117446937806,100,6,114.5,134.37373255216215,687
gene-LOC111127252,2.085714285714286,0.5184692719312471,83.33333333333334,6,4.166666666666667,5.419102016632153,25
gene-LOC111126779,2.9999999999999996,1,NA,2,1.5,2.1213203435596424,3
gene-LOC111122851,-18.400000000000002,0.8515090543259557,100,4,29,25.74231276841043,116
gene-LOC111122859,0.4645858343337334,0.011938523501969747,64,50,38.78,61.982647341240366,1939
gene-LOC111122861,2.6833333333333327,0.2394770879526977,77.77777777777779,9,27,15.016657417681207,243
gene-LOC111125105,1.8756521739130438,0.13102756301700608,45.83333333333333,24,45.833333333333336,36.64004303522566,1100
gene-LOC111125106,40.000000000000014,1,NA,2,78,28.284271247461902,156
gene-LOC111125104,NA,0,NA,1,273,NA,273
gene-LOC111125101,2.5218045112781953,0.026281007657438314,90,20,46.8,92.02894281577657,936
gene-LOC111125103,-585.9999999999998,1,NA,2,293,414.36457377531684,586
gene-LOC111122577,5.757575757575759,0.7935377451394164,70,10,16.4,19.56868246288782,164
gene-LOC111123539,-195.99999999999994,1,NA,2,98,138.59292911256333,196
gene-LOC111122780,-116.50000000000004,0.7467811749170074,100,3,82.33333333333333,134.8122150746487,247
gene-LOC111122781,2.035714285714286,0.02177497185137527,85.71428571428571,7,14.857142857142858,29.80172574101804,104
gene-LOC111122778,-41.00000000000002,0.7499999999999998,100,3,27.333333333333332,47.34272207354931,82
gene-LOC111122865,-14.699999999999998,0.6213946800862691,100,4,30.25,24.074537032585557,121
gene-LOC111127077,NA,0,NA,1,142,NA,142
gene-LOC111122744,610.9999999999998,1,NA,2,935.5,432.04224330498056,1871
gene-LOC111126388,NA,0,NA,1,307,NA,307
gene-LOC111125545,-27.600000000000005,0.29677419354838697,100,5,127,80.10617953691214,635
gene-LOC111122872,-4.884615384615384,0.09007623965227828,61.53846153846154,13,59.23076923076923,63.38263937671714,770
gene-LOC111125543,-0.07819548872180493,1.540751100206832e-4,45,20,42.4,37.26914908720362,848
gene-LOC111125099,7.626373626373625,0.3425288631537324,69.23076923076923,13,39.15384615384615,50.74748951729231,509
gene-LOC111126994,-6.05714285714286,0.5967073818374936,100,6,35,14.669696656713798,210
gene-LOC111123190,-2.000000000000037,5.260158681453632e-4,100,3,96.33333333333333,87.20282870029695,289
gene-LOC111124747,0.9012195121951218,0.057474898615264676,57.49999999999999,40,46.725,43.9463469500755,1869
gene-LOC111126116,20.500000000000014,0.29797920113448373,100,3,58.333333333333336,37.554404979087785,175
gene-LOC111123355,10.299999999999999,0.06827996781979076,100,4,99.75,50.88794880257342,399
gene-LOC111122877,-77.00000000000004,0.9801080008816399,100,3,87.33333333333333,77.77746031681244,262
gene-LOC111126966,-19.000000000000014,0.44168026101141955,100,3,41.333333333333336,28.589042189855423,124
gene-LOC111127370,19.742857142857147,0.16184781632338308,83.33333333333334,6,60.5,91.81013016002102,363
gene-LOC111123739,50.7,0.37337080854957844,100,4,74.75,107.11792567072983,299
gene-LOC111127356,3.7857142857142856,0.20087242562929045,100,7,25.571428571428573,18.246982790378823,179
gene-LOC111124693,-0.032169216921692195,0.0020956597048028334,13,100,21.85,20.386852071218286,2185
gene-LOC111122900,0.661401557285873,0.0672269116566802,30,30,28.1,22.456624857711812,843
gene-LOC111124648,-2.0000000000000093,0.017441860465116293,100,3,25.666666666666668,15.14375558880073,77
gene-LOC111122901,-0.3573241671073505,0.08477959223691095,24.59016393442623,61,31.81967213114754,21.786469957844105,1941
gene-LOC111122905,0.6336734693877553,0.22085848462287383,46.93877551020408,49,12.816326530612244,19.266414505329124,628
