id,feature,fc,pval,qval,chr,strand,start,end,t_name,num_exons,length,gene_id,gene_name,cov.S12M,FPKM.S12M,cov.S13M,FPKM.S13M,cov.S16F,FPKM.S16F,cov.S19F,FPKM.S19F,cov.S22F,FPKM.S22F,cov.S23M,FPKM.S23M,cov.S29F,FPKM.S29F,cov.S31M,FPKM.S31M,cov.S35F,FPKM.S35F,cov.S36F,FPKM.S36F,cov.S39F,FPKM.S39F,cov.S3F,FPKM.S3F,cov.S41F,FPKM.S41F,cov.S44F,FPKM.S44F,cov.S48M,FPKM.S48M,cov.S50F,FPKM.S50F,cov.S52F,FPKM.S52F,cov.S53F,FPKM.S53F,cov.S54F,FPKM.S54F,cov.S59M,FPKM.S59M,cov.S64M,FPKM.S64M,cov.S6M,FPKM.S6M,cov.S76F,FPKM.S76F,cov.S77F,FPKM.S77F,cov.S7M,FPKM.S7M,cov.S9M,FPKM.S9M
24640,transcript,4.621577,0.001780149,0.03142755,NC_035783.1,+,19548281,19550585,rna-XM_022476487.1,6,1145,gene-LOC111129936,LOC111129936,3.473733,3.07417,13.3879,16.28767,0.318088,0.096489,0.50832,0.146706,0.312278,0.078328,1.331398,1.14186,0.489479,0.200284,5.307907,8.011577,0.11556,0.041521,0.030998,0.010894,0.149855,0.043089,0.742574,0.238776,0.014623,0.005247,0.245469,0.077699,5.751561,3.086376,0.463457,0.160971,5.456976,2.09668,0.116575,0.037753,0.694195,0.250936,10.05379,5.549898,7.294497,5.24196,3.01964,2.329251,0.250487,0.067619,0.733505,0.175202,2.495861,2.483769,6.009829,5.138314
24641,transcript,112.3277,0.0006621812,0.01506995,NC_035783.1,+,19548282,19550546,rna-XM_022476488.1,5,1045,gene-LOC111129936,LOC111129936,40.16249,35.54284,0,0,7.47567,2.267682,33.76834,9.745855,33.73698,8.462146,50.34311,43.17626,33.22453,13.59472,0,0,18.13524,6.515974,24.34139,8.554527,35.91869,10.32791,21.60452,6.946971,20.713,7.43251,10.54914,3.339145,23.25924,12.48126,38.69411,13.43947,67.97011,26.11549,32.70822,10.59268,25.76196,9.312385,1332.67,735.6611,759.2237,545.5922,33.99922,26.22588,59.73556,16.12567,71.69586,17.12498,80.64329,80.25258,23.00141,19.66586
24655,transcript,4.986026,0.0002116339,0.006263713,NC_035783.1,+,19664773,19680046,rna-XM_022473448.1,20,4288,gene-LOC111128051,LOC111128051,11.72774,10.37877,7.763155,9.444625,24.5281,7.440394,179.8228,51.8985,119.844,30.0601,12.65418,10.85273,28.5913,11.69891,5.692758,8.592458,99.05667,35.59098,93.95725,33.02029,136.1246,39.14072,126.9225,40.81216,76.49184,27.44781,37.84475,11.97909,16.59146,8.903233,86.09923,29.9045,30.27449,11.63207,68.56483,22.20498,77.24079,27.92086,100.8326,55.66166,55.04503,39.55638,13.43309,10.36185,175.6239,47.40986,255.6216,61.05673,12.99353,12.93057,10.85247,9.278698
24742,transcript,2.455589,0.0001177811,0.003929918,NC_035783.1,+,20110478,20110952,rna-XR_002638808.1,2,393,gene-LOC111129150,LOC111129150,10.35284,9.162013,10.5521,12.83765,0,0,0.348911,0.100699,0.55335,0.138795,13.49442,11.57336,1.297055,0.530726,9.389054,14.17152,0,0,0.604524,0.212454,0.350382,0.100747,0.631298,0.202995,1.445038,0.518528,1.008504,0.319224,14.63329,7.85245,0.597784,0.207626,2.590289,0.995241,1.018702,0.32991,0.918575,0.332045,8.05113,4.444387,3.765444,2.705918,8.23798,6.354507,0.716888,0.193525,1.053181,0.251559,7.893326,7.855083,10.70941,9.156383
24752,transcript,0.2034537,1.82233e-06,0.0001409196,NC_035783.1,-,20184817,20188296,rna-XM_022476640.1,1,3479,gene-LOC111130031,LOC111130031,15.98419,14.14563,10.41621,12.67232,51.22047,15.5373,42.29664,12.2072,57.32598,14.3789,16.35883,14.02999,46.58292,19.06068,6.976765,10.5305,59.71141,21.45426,20.67893,7.267393,40.91986,11.76593,62.26962,20.02291,64.81978,23.25949,38.80713,12.28371,22.87353,12.27429,36.8037,12.78288,96.75338,37.1746,29.25151,9.47321,47.19661,17.06055,8.699626,4.80237,7.518827,5.403168,18.11555,13.97374,55.52976,14.99031,39.82898,9.513387,15.75208,15.67576,16.92929,14.47429
24785,transcript,0.5472676,0.000181162,0.005560333,NC_035783.1,-,20364134,20374155,rna-XM_022475288.1,7,2900,gene-LOC111129141,LOC111129141,14.02086,12.40812,14.89735,18.12406,48.47655,14.70496,52.67965,15.20383,55.16242,13.83622,19.61163,16.81971,39.84483,16.3036,8.435186,12.73179,31.85638,11.44597,36.82,12.94,60.66517,17.44341,40.42827,12.99978,43.31104,15.54144,40.36552,12.77699,30.74411,16.49776,48.44086,16.82477,39.70087,15.25387,42.25517,13.6845,49.79501,17.99981,13.92138,7.684884,16.10138,11.57075,23.44802,18.08703,56.57863,15.27346,51.61827,12.32933,16.46571,16.38593,20.87428,17.8472
24789,transcript,1.954853,0.0008661112,0.01844231,NC_035783.1,+,20402652,20408420,rna-XM_022478549.1,3,1622,gene-LOC111131149,LOC111131149,15.88525,14.05806,8.094779,9.848077,0,0,0.665228,0.191991,0.710234,0.178146,19.06669,16.35235,2.645642,1.082537,5.302645,8.003635,0,0,0.311344,0.109419,0.437115,0.125686,0.617614,0.198595,1.282984,0.460377,0.430333,0.136214,22.20007,11.9129,0,0,2.860666,1.099126,0.304562,0.098634,1.086259,0.392659,4.260903,2.352105,7.52974,5.41101,22.06504,17.02024,0.758966,0.204884,0.349568,0.083496,9.60864,9.562087,17.86356,15.27308
2481,transcript,0.2582377,0.003166103,0.04761731,NC_035780.1,-,23733773,23761554,rna-XM_022433786.1,18,5447,gene-LOC111101313,LOC111101313,0.157867,0.139709,0.099225,0.120717,3.299283,1.00081,3.048255,0.879754,5.785406,1.451136,0.142337,0.122074,20.13176,8.237461,0.192371,0.290358,3.684005,1.32366,2.965135,1.042066,4.229375,1.216097,2.175564,0.699556,2.718895,0.97563,2.482461,0.785779,0.251805,0.135122,0.009625,0.003343,10.83557,4.163244,7.049173,2.282901,1.06101,0.383532,0.021976,0.012131,0,0,0,0,2.592984,0.699979,1.910477,0.456329,0,0,0.242803,0.207593
24824,transcript,3.687282,1.230064e-05,0.0006850915,NC_035783.1,-,20594435,20629319,rna-XM_022476874.1,11,3571,gene-LOC111130142,LOC111130142,18.49067,16.3638,12.24558,14.89792,0,0,0.993719,0.286796,1.198208,0.300543,12.61326,10.81763,1.831851,0.749552,9.898319,14.94019,0.494583,0.177703,0.829678,0.291582,1.760855,0.506309,2.909101,0.935426,0.490262,0.175922,0.088482,0.028007,22.19809,11.91183,1.302176,0.45228,3.353849,1.288616,2.608439,0.844753,3.287352,1.188306,11.49547,6.345734,8.222642,5.908942,17.31362,13.35516,2.081906,0.562013,1.409581,0.336687,13.134,13.07036,8.901938,7.611025
24835,transcript,64.48808,4.956888e-10,1.70877e-07,NC_035783.1,-,20671776,20688022,rna-XM_022476765.1,7,3410,gene-LOC111130077,LOC111130077,20.68976,18.30994,16.83853,20.48569,1.089511,0.330494,0.663053,0.191363,0.796996,0.199908,23.39811,20.06715,2.061314,0.843443,6.50003,9.810928,0.509971,0.183232,0.902053,0.317017,0.229326,0.065939,0.681428,0.219114,1.487132,0.533632,3.030666,0.959304,27.60077,14.811,2.22434,0.772571,5.417417,2.081481,0.343402,0.111212,1.530572,0.553268,231.8013,127.959,78.49766,56.40987,28.48255,21.9705,1.205279,0.325366,1.346628,0.32165,27.3827,27.25003,24.4984,20.94577
24847,transcript,3.987682,9.021766e-08,1.14517e-05,NC_035783.1,+,20774162,20783239,rna-XM_022476453.1,17,2146,gene-LOC111129914,LOC111129914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.769796,2.081004,3.095837,2.224726,0,0,0,0,0,0,0,0,0.824771,0.705167
24849,transcript,10.0083,8.244014e-07,7.296844e-05,NC_035783.1,+,20774162,20783239,rna-XM_022476457.1,16,2104,gene-LOC111129914,LOC111129914,0,0,0.754081,0.917412,0,0,0,0,0.281511,0.070611,1.584091,1.35858,0.416153,0.17028,0,0,0,0,0,0,0,0,0.510647,0.164199,0,0,0.192566,0.060953,1.301997,0.698672,0,0,0.868433,0.333669,0,0,0,0,11.62117,6.415121,10.32519,7.419871,0,0,0,0,0,0,0.806088,0.802183,0,0
24853,transcript,0.2021114,0.0006158026,0.01425728,NC_035783.1,+,20804026,20825687,rna-XM_022473502.1,43,5885,gene-LOC111128082,LOC111128082,0.471224,0.417022,0.296977,0.361301,3.446898,1.045588,13.25205,3.824662,11.46129,2.874802,0.766043,0.656989,11.39917,4.664282,0.103629,0.156414,3.473348,1.247971,28.66398,10.07365,7.475014,2.149335,10.69926,3.440365,4.890509,1.754877,14.64149,4.634505,0.420152,0.22546,10.71964,3.72321,11.90239,4.573139,15.16655,4.911744,19.53715,7.062252,0.065689,0.036262,0.107578,0.077308,0.674031,0.519925,9.906171,2.674181,35.45218,8.467963,0.871917,0.867693,0.653857,0.559038
24885,transcript,0.4090971,0.003201665,0.04795396,NC_035783.1,+,20917505,20934096,rna-XM_022478974.1,26,5090,gene-LOC111131437,LOC111131437,0,0,0,0,5.896454,1.78864,1.99659,0.576234,1.746743,0.43813,0.093049,0.079803,4.809339,1.967873,0,0,3.990135,1.433652,0.563778,0.198134,1.646822,0.47352,0.478125,0.153742,2.081902,0.747055,7.148716,2.2628,0.318563,0.170946,2.146489,0.745531,4.878286,1.874336,2.954624,0.956866,4.883136,1.765147,0.22733,0.125491,0.091518,0.065767,0,0,2.624535,0.708496,2.510922,0.599749,0,0,0,0
24889,transcript,0.4285518,0.003220798,0.04815319,NC_035783.1,+,20945588,20975037,rna-XM_022475059.1,21,3929,gene-LOC111129015,LOC111129015,15.95087,14.11614,12.48972,15.19494,105.3702,31.96317,32.18822,9.289816,57.48566,14.41896,14.71169,12.61733,58.43112,23.90869,7.374166,11.13032,31.05987,11.15978,36.95834,12.98862,31.21228,8.974651,28.6371,9.208309,42.78637,15.35317,60.80023,19.24524,23.09574,12.39353,45.00676,15.63201,53.52317,20.56468,57.35019,18.57307,44.06543,15.92869,14.94383,8.249295,15.03233,10.80251,19.47183,15.01993,45.86302,12.38077,45.51115,10.87061,15.81526,15.73864,13.78325,11.78447
24890,transcript,1.819618,2.341831e-05,0.001076388,NC_035783.1,-,20975214,21002256,rna-XM_022477506.1,10,6066,gene-LOC111130434,LOC111130434,17.82604,15.77561,14.15415,17.21989,1.519255,0.460853,1.232173,0.355616,0.74248,0.186234,22.00171,18.86954,2.38333,0.975205,9.770567,14.74737,1.522366,0.546985,0.546062,0.191908,1.109691,0.319076,1.084395,0.348689,1.703479,0.611265,1.539586,0.487329,32.16784,17.26176,1.142129,0.396691,6.05689,2.327179,0.717273,0.232292,2.359921,0.85306,5.585311,3.083205,9.240125,6.640124,23.14106,17.85026,1.40626,0.379621,1.530758,0.365631,19.02751,18.93532,19.42906,16.61155
24891,transcript,71.88598,6.43019e-12,8.251745e-09,NC_035783.1,-,21002864,21005170,rna-XM_022475992.1,3,801,gene-LOC111129538,LOC111129538,21.44569,18.97893,15.56745,18.9393,0,0,0,0,0,0,17.6504,15.13769,0.642578,0.262928,6.190958,9.344425,0,0,0,0,0,0,0.458177,0.147328,0.681818,0.244659,1.167734,0.369626,30.09897,16.15157,0.49283,0.171173,0.505811,0.194343,0,0,0.742289,0.268321,82.88377,45.75352,139.1673,100.0082,24.55306,18.93942,0,0,0.963795,0.230208,13.59176,13.52591,10.87837,9.300844
24892,transcript,0.2134506,0.003085713,0.04661224,NC_035783.1,-,21008166,21024778,rna-XM_022474015.1,25,4904,gene-LOC111128420,LOC111128420,15.66104,13.85964,12.77104,15.5372,99.95914,30.32177,252.8501,72.97486,93.11134,23.35484,17.69532,15.17621,41.26326,16.88399,8.39991,12.67854,84.60503,30.39851,61.76692,21.70734,100.1409,28.7941,80.29614,25.81936,95.09186,34.12211,58.51631,18.5223,26.93436,14.45339,63.04506,21.89719,37.62387,14.45585,55.34125,17.92247,90.88408,32.85261,5.752549,3.175524,7.718304,5.546516,19.08475,14.72135,215.1498,58.07989,299.7887,71.60631,11.91623,11.85849,17.15156,14.66433
24896,transcript,1.654385,0.003164283,0.04760087,NC_035783.1,+,21049413,21051353,rna-XM_022479482.1,2,1630,gene-LOC111131780,LOC111131780,15.85647,14.0326,9.971291,12.13104,0.244785,0.074253,0,0,0.584049,0.146495,20.68086,17.73673,2.236798,0.915247,7.752148,11.70083,0.266871,0.095887,0.441718,0.155237,0,0,0.917218,0.294933,0.745586,0.267541,1.395131,0.441604,31.75135,17.03826,0.247296,0.085892,1.372847,0.527476,0.269211,0.087185,1.567185,0.566503,2.993542,1.652496,6.625675,4.761332,25.88774,19.96895,0.160736,0.043391,0,0,12.78476,12.72282,16.04931,13.72192
24910,transcript,2.044554,2.084632e-05,0.0009801809,NC_035783.1,+,21202191,21203978,rna-XM_022472954.1,3,1439,gene-LOC111127722,LOC111127722,9.995092,8.845417,6.160051,7.494294,0.208894,0.063366,0.912568,0.263376,0.814141,0.204209,10.95633,9.396587,1.696951,0.694354,5.192359,7.837173,0,0,0,0,0.49358,0.141922,0,0,1.791364,0.642801,1.406746,0.445281,11.19498,6.007399,0,0,2.044742,0.785631,1.220067,0.395123,1.600463,0.578532,4.730257,2.611198,4.992606,3.587779,10.15221,7.831078,1.05027,0.283521,0.314802,0.075192,8.049339,8.01034,10.23671,8.752231
24935,transcript,1.674573,0.0008881673,0.01872326,NC_035783.1,+,21471971,21486407,rna-XM_022476002.1,7,2025,gene-LOC111129548,LOC111129548,16.9439,14.99494,8.37944,10.1944,0,0,0.244483,0.07056,0.472367,0.118482,14.06534,12.063,2.754416,1.127045,9.338285,14.09489,0,0,0.329623,0.115843,0,0,0.301472,0.096939,0.931721,0.334332,1.060099,0.335556,31.9898,17.16622,0,0,2.460691,0.945447,0.108856,0.035253,1.402704,0.507047,3.460302,1.910157,6.716766,4.826792,20.09578,15.50122,0.596124,0.160924,0.141452,0.033787,15.21326,15.13956,15.56454,13.30745
24945,transcript,0.07775679,0.0002027542,0.006069468,NC_035783.1,+,21605503,21611998,rna-XM_022474416.1,9,1313,gene-LOC111128661,LOC111128661,12.66419,11.2075,14.31356,17.41382,19.22468,5.831645,81.69916,23.57913,143.776,36.06289,12.54184,10.75639,30.40175,12.43971,5.457966,8.238071,69.99554,25.14934,68.83701,24.19205,84.23953,24.22189,57.39604,18.4558,71.51345,25.6614,127.6299,40.39898,20.79281,11.15774,153.475,53.30585,27.25933,10.47358,122.7906,39.76618,79.78864,28.84185,1.234238,0.681324,1.745081,1.254047,16.04606,12.37741,139.044,37.53507,118.765,28.36773,8.793073,8.750471,12.57221,10.74905
24977,transcript,0.1751582,0.0008291971,0.01784776,NC_035783.1,-,21900358,21908945,rna-XM_022472998.1,16,1879,gene-LOC111127760,LOC111127760,4.840936,4.284112,1.480151,1.800746,31.35923,9.512561,176.7484,51.0112,172.5207,43.27284,10.39905,8.918642,47.90567,19.60191,4.888466,7.378487,165.2272,59.366,105.255,36.99077,120.4333,34.62891,178.8788,57.51879,82.70969,29.67898,60.19,19.05208,5.969512,3.203332,77.44611,26.89904,48.34513,18.57517,71.38105,23.11702,95.86549,34.65329,6.443986,3.557211,3.517618,2.527825,6.738639,5.197964,139.4601,37.64738,162.6156,38.8417,4.444519,4.422986,3.333643,2.850215
24979,transcript,0.4400849,0.001420273,0.02652553,NC_035783.1,+,21917167,21933269,rna-XM_022477392.1,23,7009,gene-LOC111130374,LOC111130374,5.578974,4.937258,4.524825,5.504885,3.795499,1.151333,2.300781,0.664027,8.567719,2.149015,8.025906,6.883338,1.926278,0.788189,5.264229,7.945651,2.555832,0.918308,5.999393,2.108424,4.840306,1.391762,5.388824,1.732786,6.386509,2.291691,7.499994,2.373991,10.80927,5.800422,5.418368,1.88194,10.99163,4.223207,6.435366,2.084117,7.996861,2.890691,1.513036,0.835227,1.981173,1.423707,8.560653,6.603406,5.013481,1.353394,4.911154,1.173058,5.847256,5.818926,6.469223,5.531089
24985,transcript,0.2662261,0.003061906,0.04640183,NC_035783.1,-,21980579,21983809,rna-XM_022474912.1,5,760,gene-LOC111128939,LOC111128939,9.03625,7.996864,3.85556,4.69066,74.101,22.47792,77.76907,22.44487,179.078,44.91758,7.80159,6.690955,59.31546,24.27054,5.892994,8.894688,170.7386,61.34623,182.2954,64.06579,190.5665,54.7947,93.94308,30.20756,105.329,37.79552,139.1535,44.04658,9.82845,5.274097,101.6946,35.32119,89.66709,34.4519,272.4745,88.24189,98.68905,35.67394,11.52763,6.363487,19.72566,14.17522,16.75663,12.92551,76.96854,20.77773,96.16349,22.96922,6.407578,6.376534,9.928277,8.488529
24986,transcript,0.4109326,0.0005815814,0.01370724,NC_035783.1,-,21990638,21996505,rna-XM_022474911.1,8,1649,gene-LOC111128938,LOC111128938,7.023853,6.215941,5.829394,7.092018,3.761674,1.141072,7.869164,2.271113,13.04184,3.271246,8.393739,7.198806,6.888489,2.818614,3.709562,5.599089,7.884778,2.832994,6.207247,2.181472,6.161006,1.77151,11.49818,3.69726,8.251919,2.961062,13.5817,4.299048,14.3161,7.682238,9.544271,3.314973,15.6744,6.022419,10.37098,3.358682,10.98949,3.97246,2.2524,1.243371,2.795998,2.009256,7.263279,5.602654,10.75862,2.904301,16.13751,3.854541,5.822731,5.79452,6.348043,5.427482
24987,transcript,0.2431471,0.0009297273,0.01936052,NC_035783.1,+,22002587,22017653,rna-XM_022474910.1,25,5363,gene-LOC111128937,LOC111128937,7.68853,6.804165,4.784862,5.821245,27.20444,8.252241,3.300019,0.952416,7.951931,1.994559,7.539609,6.46627,23.26288,9.518642,5.025784,7.58575,9.293378,3.339103,5.440239,1.911915,9.166282,2.635635,12.0429,3.872416,18.39991,6.602497,45.46667,14.39167,11.76754,6.314643,14.70701,5.108125,17.24961,6.627647,13.09154,4.239743,15.47411,5.593555,2.766986,1.527432,3.469987,2.493597,9.323519,7.191856,7.308409,1.972912,11.67614,2.788915,5.747768,5.71992,8.248398,7.052258
25000,transcript,0.2855479,0.002551823,0.04094545,NC_035783.1,-,22128071,22133105,rna-XM_022476302.1,13,1738,gene-LOC111129827,LOC111129827,0,0,0,0,10.20641,3.096028,7.731672,2.231432,17.00285,4.264774,0,0,11.66978,4.775009,0,0,0,0,5.211902,1.831668,3.343266,0.961309,10.54036,3.389273,11.79274,4.231625,10.2585,3.247147,0,0,9.922865,3.446468,3.011807,1.157197,6.572468,2.128518,7.212984,2.607336,0,0,0.1299,0.093349,0,0,7.210338,1.946438,5.702098,1.36198,0,0,0,0
25050,transcript,8.275844,5.357623e-06,0.0003457277,NC_035783.1,+,22904279,22908904,rna-XM_022473206.1,9,1798,gene-LOC111127904,LOC111127904,15.57906,13.7871,5.946754,7.234798,32.2272,9.77585,14.67436,4.235155,20.90768,5.244209,14.87734,12.7594,15.90601,6.508378,7.559869,11.41061,12.84177,4.614036,18.08676,6.356403,14.59455,4.196457,14.31479,4.602947,27.0178,9.694881,17.41657,5.512908,20.75393,11.13688,18.95245,6.582678,25.68827,9.869949,17.49054,5.664378,19.39294,7.010123,125.4588,69.25583,56.60011,40.67388,16.50799,12.73372,19.22636,5.190176,24.01668,5.736527,13.33359,13.26899,14.19986,12.14067
25053,transcript,0.4637989,7.653542e-05,0.002794268,NC_035783.1,+,22928044,22935240,rna-XM_022478635.1,12,1839,gene-LOC111131214,LOC111131214,15.5398,13.75235,10.99837,13.38057,99.09625,30.06002,144.6001,41.73291,181.9503,45.63804,15.38918,13.19838,102.7088,42.02611,7.360825,11.11018,135.5536,48.70427,147.8499,51.96029,184.0767,52.92866,122.9886,39.54719,129.0142,46.29457,104.0536,32.93632,22.06094,11.83824,142.035,49.33246,123.5503,47.47052,151.5449,49.07837,107.2716,38.77635,34.42414,19.00283,21.7341,15.61852,17.93732,13.83626,172.8396,46.65822,213.6952,51.04236,8.359584,8.319082,12.11272,10.35619
25066,transcript,2.075964,0.0006852928,0.01545279,NC_035783.1,-,22983142,22992284,rna-XM_022478335.1,14,1939,gene-LOC111131016,LOC111131016,7.241435,6.408496,4.591077,5.585487,3.001547,0.910494,0,0,0.506704,0.127095,8.33542,7.148789,1.178629,0.482268,5.518806,8.329901,0.641148,0.230364,0.837029,0.294165,0.559567,0.160896,1.180505,0.379593,2.029585,0.728282,2.173247,0.687903,10.79977,5.795323,0.442348,0.153639,1.271758,0.488635,0.829293,0.26857,4.414974,1.595917,4.511844,2.490629,5.872061,4.219771,8.378286,6.462734,0.695561,0.187767,0.370624,0.088526,5.528976,5.502188,7.102837,6.07282
25069,transcript,3.202286,3.580433e-05,0.001532753,NC_035783.1,+,23037094,23043398,rna-XM_022476008.1,1,6304,gene-LOC111129554,LOC111129554,7.528751,6.662764,9.358428,11.38543,0.793147,0.240595,0.669256,0.193153,0.635945,0.159512,8.8049,7.551434,2.375385,0.971954,9.677654,14.60713,0.358344,0.128753,0.297747,0.10464,0.505076,0.145227,0.517766,0.166489,1.31966,0.473538,1.368338,0.433123,14.51529,7.789126,0.151015,0.052451,1.423699,0.547014,0.60073,0.194549,0.696225,0.25167,11.82669,6.528571,3.516815,2.527248,13.41108,10.34486,0.766815,0.207002,0.261104,0.062366,6.416998,6.385908,11.09905,9.48952
25072,transcript,25.8878,2.051248e-12,4.19852e-09,NC_035783.1,-,23063492,23067614,rna-XM_022476010.1,8,1092,gene-LOC111129555,LOC111129555,9.461331,8.373051,10.97023,13.34634,0.282967,0.085836,0,0,0,0,9.469859,8.121729,0.811488,0.332042,6.831235,10.31084,0,0,0,0,0.862637,0.248039,0,0,0.689481,0.247409,0.239011,0.075655,12.29146,6.595784,0.320513,0.111322,0.325994,0.125253,0,0,0.809651,0.292671,35.11813,19.38592,41.80449,30.04148,12.11062,9.341734,0.686236,0.18525,1.798201,0.429511,10.16703,10.11777,5.95359,5.090231
25088,transcript,48.62785,2.630226e-09,6.412671e-07,NC_035783.1,+,23167996,23169053,rna-XR_002638707.1,3,466,gene-LOC111128356,LOC111128356,11.70279,10.35669,3.699348,4.500613,0,0,0,0,0,0,11.8269,10.14322,0,0,1.581168,2.386562,0,0,0,0,0,0,0,0,0,0,0,0,6.460009,3.46654,0,0,0,0,0,0,0.728015,0.263162,66.87804,36.91804,39.88949,28.66532,5.187588,4.001535,0,0,0,0,15.01717,14.94441,2.240927,1.915959
25099,transcript,1.991726,0.0009305155,0.01936052,NC_035783.1,+,23298814,23300032,rna-XM_022476861.1,3,884,gene-LOC111130130,LOC111130130,21.7136,19.21601,18.77291,22.83904,2.058609,0.624462,0,0,0.562579,0.14111,27.03118,23.18302,2.352941,0.96277,13.43677,20.28101,0,0,0,0,3.113688,0.895297,0,0,1.11595,0.40044,1.174208,0.371675,31.61258,16.96379,0.208145,0.072294,2.098662,0.806348,0.677602,0.219444,0.856372,0.30956,4.914886,2.713117,7.533618,5.413797,23.14343,17.85208,0,0,0,0,16.77906,16.69777,16.16566,13.8214
25101,transcript,3.741915,0.001128709,0.02240402,NC_035783.1,-,23314566,23315711,rna-XM_022476866.1,3,812,gene-LOC111130134,LOC111130134,35.59465,31.50042,28.74166,34.967,0.878079,0.266358,0.516153,0.148967,0.519704,0.130356,20.38138,17.47989,1.686361,0.690021,10.98729,16.58385,0,0,0.569456,0.200129,12.3393,3.547991,0.301503,0.096949,1.946773,0.698567,3.738349,1.183308,56.69397,30.42286,0.703202,0.24424,2.51672,0.966975,2.078723,0.673202,2.629817,0.950622,8.892637,4.908916,18.74775,13.47248,25.05415,19.32595,1.574601,0.425065,0.191726,0.045795,23.76475,23.64961,30.01319,25.66083
25116,transcript,1.78038,0.0001134963,0.003818069,NC_035783.1,-,23409591,23432541,rna-XM_022476845.1,15,2930,gene-LOC111130123,LOC111130123,8.060316,7.133186,5.17054,6.290459,0.85802,0.260273,0.836012,0.241281,0.460768,0.115573,9.16233,7.85798,1.965976,0.804433,3.832621,5.78483,0.842006,0.302532,0.729693,0.256443,0,0,0.851534,0.273812,2.657947,0.953759,2.493524,0.789281,13.59808,7.29694,0.819942,0.284787,3.083948,1.184915,0.193857,0.062781,0.81894,0.296029,4.355828,2.404505,5.240016,3.765572,9.340511,7.204963,0.966763,0.260979,0.332299,0.079372,7.046493,7.012353,7.683631,6.56939
25131,transcript,0.2010842,0.0004137177,0.01053974,NC_035783.1,+,23552693,23565610,rna-XR_002638877.1,9,4086,gene-LOC111129907,LOC111129907,2.767906,2.44953,2.509028,3.052474,17.51997,5.314537,11.11109,3.206764,13.82681,3.468137,2.281408,1.956627,22.76882,9.316485,1.636896,2.470676,16.20466,5.822321,18.99153,6.674375,10.26698,2.952126,19.43559,6.249548,13.26568,4.760167,36.12534,11.43484,5.526252,2.965472,6.767874,2.350658,29.01611,11.14857,15.02487,4.865861,27.40067,9.904745,4.65521,2.56977,0,0,2.454923,1.893647,23.4693,6.335562,18.8565,4.503987,4.067459,4.047752,1.682286,1.438329
25190,transcript,243.092,2.96776e-06,0.0002115151,NC_035783.1,+,24373519,24410045,rna-XM_022475917.1,35,6180,gene-LOC111129499,LOC111129499,8.545957,7.562967,0,0,0.215318,0.065315,10.5103,3.033368,0.246178,0.061748,7.633931,6.547164,0,0,0,0,0,0,0,0,0,0,0.512125,0.164675,8.595611,3.08439,0,0,3.939226,2.113849,0.136992,0.047581,0,0,0.192624,0.062382,0.16714,0.060417,315.0133,173.8937,110.4183,79.3486,0,0,14.60716,3.943218,0,0,16.91294,16.831,11.00817,9.411818
25191,transcript,5.851116,0.001843682,0.03226693,NC_035783.1,+,24373519,24410046,rna-XM_022475912.1,38,6697,gene-LOC111129499,LOC111129499,15.41415,13.64115,12.91484,15.71214,0,0,10.1914,2.941332,0,0,5.861219,5.026816,0,0,4.715799,7.117869,0,0,2.167282,0.761668,10.29245,2.959449,0,0,2.246836,0.806239,0,0,12.59753,6.760027,0,0,0,0,0,0,0,0,6.518855,3.59854,10.35247,7.439473,7.234844,5.580721,6.945449,1.874931,5.990519,1.430871,10.37725,10.32698,8.01967,6.856699
25192,transcript,45.15888,1.65714e-05,0.0008715187,NC_035783.1,+,24373519,24410046,rna-XM_022475913.1,39,6697,gene-LOC111129499,LOC111129499,2.985574,2.642161,0.594051,0.72272,5.202185,1.578039,27.25921,7.867259,27.73656,6.957079,15.62014,13.39646,13.67789,5.596683,1.134762,1.712772,16.74937,6.018032,3.010384,1.057968,23.17587,6.663893,50.23247,16.15234,4.888464,1.754143,9.310455,2.94706,9.738941,5.226065,19.5709,6.79748,10.36338,3.981818,9.914886,3.210973,15.24731,5.511571,209.381,115.5826,131.7568,94.68284,22.38726,17.2688,37.96331,10.24823,31.91148,7.622245,13.57585,13.51008,6.499993,5.557397
25193,transcript,95.69166,1.30109e-05,0.0007166707,NC_035783.1,+,24373519,24410046,rna-XM_022475915.1,37,6553,gene-LOC111129499,LOC111129499,2.44624,2.164864,0,0,0,0,0,0,0.3863,0.096894,8.778074,7.528427,1.230756,0.503597,0.284866,0.429967,0.785438,0.282207,0,0,7.495703,2.155284,5.849802,1.881014,2.321934,0.833187,1.033297,0.327072,10.27459,5.513502,0,0,0,0,0,0,0,0,95.86384,52.91878,115.0608,82.6848,9.347779,7.210569,0,0,6.302236,1.505326,22.94435,22.83318,0,0
