GO.ID,Term,Annotated,Significant,Expected,classic
GO:0006029,proteoglycan metabolic process,2,1,0.6,0.515
GO:0006066,alcohol metabolic process,2,1,0.6,0.515
GO:0006260,DNA replication,2,1,0.6,0.515
GO:0006520,amino acid metabolic process,2,1,0.6,0.515
GO:0006811,monoatomic ion transport,2,1,0.6,0.515
GO:0006812,monoatomic cation transport,2,1,0.6,0.515
GO:0006921,cellular component disassembly involved ...,2,1,0.6,0.515
GO:0007005,mitochondrion organization,2,1,0.6,0.515
GO:0007043,cell-cell junction assembly,2,1,0.6,0.515
GO:0007091,metaphase/anaphase transition of mitotic...,2,1,0.6,0.515
GO:0007163,establishment or maintenance of cell pol...,2,1,0.6,0.515
GO:0007272,ensheathment of neurons,2,1,0.6,0.515
GO:0007369,gastrulation,2,1,0.6,0.515
GO:0007411,axon guidance,2,1,0.6,0.515
GO:0007498,mesoderm development,2,1,0.6,0.515
GO:0007610,behavior,2,1,0.6,0.515
GO:0007611,learning or memory,2,1,0.6,0.515
GO:0007612,learning,2,1,0.6,0.515
GO:0008360,regulation of cell shape,2,1,0.6,0.515
GO:0008366,axon ensheathment,2,1,0.6,0.515
GO:0008643,carbohydrate transport,2,1,0.6,0.515
GO:0009100,glycoprotein metabolic process,2,1,0.6,0.515
GO:0009101,glycoprotein biosynthetic process,2,1,0.6,0.515
GO:0009141,nucleoside triphosphate metabolic proces...,2,1,0.6,0.515
GO:0009144,purine nucleoside triphosphate metabolic...,2,1,0.6,0.515
GO:0009199,ribonucleoside triphosphate metabolic pr...,2,1,0.6,0.515
GO:0009205,purine ribonucleoside triphosphate metab...,2,1,0.6,0.515
GO:0009262,deoxyribonucleotide metabolic process,2,1,0.6,0.515
GO:0009273,peptidoglycan-based cell wall biogenesis,2,1,0.6,0.515
GO:0009314,response to radiation,2,1,0.6,0.515
GO:0009880,embryonic pattern specification,2,1,0.6,0.515
GO:0010001,glial cell differentiation,2,1,0.6,0.515
GO:0010035,response to inorganic substance,2,1,0.6,0.515
GO:0010256,endomembrane system organization,2,1,0.6,0.515
GO:0010921,regulation of phosphatase activity,2,1,0.6,0.515
GO:0010959,regulation of metal ion transport,2,1,0.6,0.515
GO:0010972,negative regulation of G2/M transition o...,2,1,0.6,0.515
GO:0016054,organic acid catabolic process,2,1,0.6,0.515
GO:0016055,Wnt signaling pathway,2,1,0.6,0.515
GO:0016485,protein processing,2,1,0.6,0.515
GO:0021782,glial cell development,2,1,0.6,0.515
GO:0022603,regulation of anatomical structure morph...,2,1,0.6,0.515
GO:0022604,regulation of cell morphogenesis,2,1,0.6,0.515
GO:0030001,metal ion transport,2,1,0.6,0.515
GO:0030071,regulation of mitotic metaphase/anaphase...,2,1,0.6,0.515
GO:0030111,regulation of Wnt signaling pathway,2,1,0.6,0.515
GO:0030162,regulation of proteolysis,2,1,0.6,0.515
GO:0030166,proteoglycan biosynthetic process,2,1,0.6,0.515
GO:0030203,glycosaminoglycan metabolic process,2,1,0.6,0.515
GO:0030262,apoptotic nuclear changes,2,1,0.6,0.515
GO:0030534,adult behavior,2,1,0.6,0.515
GO:0031344,regulation of cell projection organizati...,2,1,0.6,0.515
GO:0031400,negative regulation of protein modificat...,2,1,0.6,0.515
GO:0031570,DNA integrity checkpoint signaling,2,1,0.6,0.515
GO:0031644,regulation of nervous system process,2,1,0.6,0.515
GO:0033045,regulation of sister chromatid segregati...,2,1,0.6,0.515
GO:0034470,ncRNA processing,2,1,0.6,0.515
GO:0034762,regulation of transmembrane transport,2,1,0.6,0.515
GO:0035050,embryonic heart tube development,2,1,0.6,0.515
GO:0035303,regulation of dephosphorylation,2,1,0.6,0.515
GO:0042063,gliogenesis,2,1,0.6,0.515
GO:0042325,regulation of phosphorylation,2,1,0.6,0.515
GO:0043269,regulation of monoatomic ion transport,2,1,0.6,0.515
GO:0043297,apical junction assembly,2,1,0.6,0.515
GO:0043434,response to peptide hormone,2,1,0.6,0.515
GO:0043549,regulation of kinase activity,2,1,0.6,0.515
GO:0044092,negative regulation of molecular functio...,2,1,0.6,0.515
GO:0044282,small molecule catabolic process,2,1,0.6,0.515
GO:0044784,metaphase/anaphase transition of cell cy...,2,1,0.6,0.515
GO:0045229,external encapsulating structure organiz...,2,1,0.6,0.515
GO:0045333,cellular respiration,2,1,0.6,0.515
GO:0045859,regulation of protein kinase activity,2,1,0.6,0.515
GO:0045862,positive regulation of proteolysis,2,1,0.6,0.515
GO:0046034,ATP metabolic process,2,1,0.6,0.515
GO:0046395,carboxylic acid catabolic process,2,1,0.6,0.515
GO:0048193,Golgi vesicle transport,2,1,0.6,0.515
GO:0048332,mesoderm morphogenesis,2,1,0.6,0.515
GO:0048703,embryonic viscerocranium morphogenesis,2,1,0.6,0.515
GO:0050000,chromosome localization,2,1,0.6,0.515
GO:0050650,chondroitin sulfate proteoglycan biosynt...,2,1,0.6,0.515
GO:0050654,chondroitin sulfate proteoglycan metabol...,2,1,0.6,0.515
GO:0050890,cognition,2,1,0.6,0.515
GO:0051046,regulation of secretion,2,1,0.6,0.515
GO:0051303,establishment of chromosome localization,2,1,0.6,0.515
GO:0051310,metaphase chromosome alignment,2,1,0.6,0.515
GO:0051336,regulation of hydrolase activity,2,1,0.6,0.515
GO:0051338,regulation of transferase activity,2,1,0.6,0.515
GO:0051656,establishment of organelle localization,2,1,0.6,0.515
GO:0051983,regulation of chromosome segregation,2,1,0.6,0.515
GO:0060070,canonical Wnt signaling pathway,2,1,0.6,0.515
GO:0061061,muscle structure development,2,1,0.6,0.515
GO:0061371,determination of heart left/right asymme...,2,1,0.6,0.515
GO:0071241,cellular response to inorganic substance,2,1,0.6,0.515
GO:0071375,cellular response to peptide hormone sti...,2,1,0.6,0.515
GO:0071396,cellular response to lipid,2,1,0.6,0.515
GO:0071555,cell wall organization,2,1,0.6,0.515
GO:0072001,renal system development,2,1,0.6,0.515
GO:0097190,apoptotic signaling pathway,2,1,0.6,0.515
GO:0097193,intrinsic apoptotic signaling pathway,2,1,0.6,0.515
GO:0098609,cell-cell adhesion,2,1,0.6,0.515
GO:0099173,postsynapse organization,2,1,0.6,0.515
GO:0120035,regulation of plasma membrane bounded ce...,2,1,0.6,0.515
GO:0120192,tight junction assembly,2,1,0.6,0.515
GO:0120193,tight junction organization,2,1,0.6,0.515
GO:0140014,mitotic nuclear division,2,1,0.6,0.515
GO:0198738,cell-cell signaling by wnt,2,1,0.6,0.515
GO:1900180,regulation of protein localization to nu...,2,1,0.6,0.515
GO:1901615,organic hydroxy compound metabolic proce...,2,1,0.6,0.515
GO:1901652,response to peptide,2,1,0.6,0.515
GO:1901653,cellular response to peptide,2,1,0.6,0.515
GO:1902099,regulation of metaphase/anaphase transit...,2,1,0.6,0.515
GO:1902750,negative regulation of cell cycle G2/M p...,2,1,0.6,0.515
GO:1903050,regulation of proteolysis involved in pr...,2,1,0.6,0.515
GO:1903052,positive regulation of proteolysis invol...,2,1,0.6,0.515
GO:1903530,regulation of secretion by cell,2,1,0.6,0.515
GO:2000058,regulation of ubiquitin-dependent protei...,2,1,0.6,0.515
GO:2000060,positive regulation of ubiquitin-depende...,2,1,0.6,0.515
GO:0006366,transcription by RNA polymerase II,12,4,3.62,0.519
GO:0022008,neurogenesis,12,4,3.62,0.519
GO:0033554,cellular response to stress,9,3,2.72,0.549
GO:0071840,cellular component organization or bioge...,33,10,9.97,0.583
GO:0031175,neuron projection development,6,2,1.81,0.590
GO:0034329,cell junction assembly,6,2,1.81,0.590
GO:0045184,establishment of protein localization,6,2,1.81,0.590
GO:0048584,positive regulation of response to stimu...,6,2,1.81,0.590
GO:0048589,developmental growth,6,2,1.81,0.590
GO:0051276,chromosome organization,6,2,1.81,0.590
GO:0071705,nitrogen compound transport,6,2,1.81,0.590
GO:0007399,nervous system development,20,6,6.04,0.609
GO:0048731,system development,27,8,8.16,0.622
GO:0007389,pattern specification process,10,3,3.02,0.633
GO:0008104,protein localization,10,3,3.02,0.633
GO:0030182,neuron differentiation,10,3,3.02,0.633
GO:0043009,chordate embryonic development,10,3,3.02,0.633
GO:0043687,post-translational protein modification,10,3,3.02,0.633
GO:0048699,generation of neurons,10,3,3.02,0.633
GO:0070727,cellular macromolecule localization,10,3,3.02,0.633
GO:0000819,sister chromatid segregation,3,1,0.91,0.665
GO:0006091,generation of precursor metabolites and ...,3,1,0.91,0.665
GO:0006163,purine nucleotide metabolic process,3,1,0.91,0.665
GO:0006886,intracellular protein transport,3,1,0.91,0.665
GO:0006887,exocytosis,3,1,0.91,0.665
GO:0006897,endocytosis,3,1,0.91,0.665
GO:0007169,transmembrane receptor protein tyrosine ...,3,1,0.91,0.665
GO:0007368,determination of left/right symmetry,3,1,0.91,0.665
GO:0007409,axonogenesis,3,1,0.91,0.665
GO:0007416,synapse assembly,3,1,0.91,0.665
GO:0009150,purine ribonucleotide metabolic process,3,1,0.91,0.665
GO:0009165,nucleotide biosynthetic process,3,1,0.91,0.665
GO:0009259,ribonucleotide metabolic process,3,1,0.91,0.665
GO:0009799,specification of symmetry,3,1,0.91,0.665
GO:0009855,determination of bilateral symmetry,3,1,0.91,0.665
GO:0010498,proteasomal protein catabolic process,3,1,0.91,0.665
GO:0010721,negative regulation of cell development,3,1,0.91,0.665
GO:0015980,energy derivation by oxidation of organi...,3,1,0.91,0.665
GO:0016311,dephosphorylation,3,1,0.91,0.665
GO:0019220,regulation of phosphate metabolic proces...,3,1,0.91,0.665
GO:0019693,ribose phosphate metabolic process,3,1,0.91,0.665
GO:0032259,methylation,3,1,0.91,0.665
GO:0032880,regulation of protein localization,3,1,0.91,0.665
GO:0033044,regulation of chromosome organization,3,1,0.91,0.665
GO:0033993,response to lipid,3,1,0.91,0.665
GO:0034504,protein localization to nucleus,3,1,0.91,0.665
GO:0035113,embryonic appendage morphogenesis,3,1,0.91,0.665
GO:0035282,segmentation,3,1,0.91,0.665
GO:0042546,cell wall biogenesis,3,1,0.91,0.665
GO:0043161,proteasome-mediated ubiquitin-dependent ...,3,1,0.91,0.665
GO:0043410,positive regulation of MAPK cascade,3,1,0.91,0.665
GO:0043414,macromolecule methylation,3,1,0.91,0.665
GO:0044057,regulation of system process,3,1,0.91,0.665
GO:0045055,regulated exocytosis,3,1,0.91,0.665
GO:0048285,organelle fission,3,1,0.91,0.665
GO:0048565,digestive tract development,3,1,0.91,0.665
GO:0048701,embryonic cranial skeleton morphogenesis,3,1,0.91,0.665
GO:0051174,regulation of phosphorus metabolic proce...,3,1,0.91,0.665
GO:0051248,negative regulation of protein metabolic...,3,1,0.91,0.665
GO:0051640,organelle localization,3,1,0.91,0.665
GO:0060173,limb development,3,1,0.91,0.665
GO:0060341,regulation of cellular localization,3,1,0.91,0.665
GO:0060562,epithelial tube morphogenesis,3,1,0.91,0.665
GO:0060972,left/right pattern formation,3,1,0.91,0.665
GO:0061024,membrane organization,3,1,0.91,0.665
GO:0061053,somite development,3,1,0.91,0.665
GO:0061564,axon development,3,1,0.91,0.665
GO:0071554,cell wall organization or biogenesis,3,1,0.91,0.665
GO:0072331,signal transduction by p53 class mediato...,3,1,0.91,0.665
GO:0072521,purine-containing compound metabolic pro...,3,1,0.91,0.665
GO:0072594,establishment of protein localization to...,3,1,0.91,0.665
GO:0090407,organophosphate biosynthetic process,3,1,0.91,0.665
GO:0097485,neuron projection guidance,3,1,0.91,0.665
GO:0098813,nuclear chromosome segregation,3,1,0.91,0.665
GO:0140694,non-membrane-bounded organelle assembly,3,1,0.91,0.665
GO:1901293,nucleoside phosphate biosynthetic proces...,3,1,0.91,0.665
GO:1901701,cellular response to oxygen-containing c...,3,1,0.91,0.665
GO:1904888,cranial skeletal system development,3,1,0.91,0.665
GO:0007166,cell surface receptor signaling pathway,14,4,4.23,0.667
GO:0044281,small molecule metabolic process,14,4,4.23,0.667
GO:1901564,organonitrogen compound metabolic proces...,38,11,11.48,0.670
GO:0006508,proteolysis,7,2,2.11,0.684
GO:0007346,regulation of mitotic cell cycle,7,2,2.11,0.684
GO:0031399,regulation of protein modification proce...,7,2,2.11,0.684
GO:0032879,regulation of localization,7,2,2.11,0.684
GO:0034330,cell junction organization,7,2,2.11,0.684
GO:0040007,growth,7,2,2.11,0.684
GO:0048729,tissue morphogenesis,7,2,2.11,0.684
GO:1901987,regulation of cell cycle phase transitio...,7,2,2.11,0.684
GO:1901990,regulation of mitotic cell cycle phase t...,7,2,2.11,0.684
GO:0008283,cell population proliferation,18,5,5.44,0.697
GO:0016043,cellular component organization,32,9,9.67,0.706
GO:1901575,organic substance catabolic process,11,3,3.32,0.707
GO:0008152,metabolic process,75,22,22.66,0.737
GO:0000902,cell morphogenesis,8,2,2.42,0.761
GO:0010564,regulation of cell cycle process,8,2,2.42,0.761
GO:0033365,protein localization to organelle,8,2,2.42,0.761
GO:0044248,cellular catabolic process,8,2,2.42,0.761
GO:0044770,cell cycle phase transition,8,2,2.42,0.761
GO:0044772,mitotic cell cycle phase transition,8,2,2.42,0.761
GO:0048666,neuron development,8,2,2.42,0.761
GO:0051172,negative regulation of nitrogen compound...,8,2,2.42,0.761
GO:0001701,in utero embryonic development,4,1,1.21,0.769
GO:0006082,organic acid metabolic process,4,1,1.21,0.769
GO:0007059,chromosome segregation,4,1,1.21,0.769
GO:0008285,negative regulation of cell population p...,4,1,1.21,0.769
GO:0009896,positive regulation of catabolic process,4,1,1.21,0.769
GO:0019752,carboxylic acid metabolic process,4,1,1.21,0.769
GO:0022411,cellular component disassembly,4,1,1.21,0.769
GO:0032990,cell part morphogenesis,4,1,1.21,0.769
GO:0035107,appendage morphogenesis,4,1,1.21,0.769
GO:0035239,tube morphogenesis,4,1,1.21,0.769
GO:0042770,signal transduction in response to DNA d...,4,1,1.21,0.769
GO:0043436,oxoacid metabolic process,4,1,1.21,0.769
GO:0045165,cell fate commitment,4,1,1.21,0.769
GO:0045596,negative regulation of cell differentiat...,4,1,1.21,0.769
GO:0048667,cell morphogenesis involved in neuron di...,4,1,1.21,0.769
GO:0048704,embryonic skeletal system morphogenesis,4,1,1.21,0.769
GO:0048705,skeletal system morphogenesis,4,1,1.21,0.769
GO:0048706,embryonic skeletal system development,4,1,1.21,0.769
GO:0048736,appendage development,4,1,1.21,0.769
GO:0048812,neuron projection morphogenesis,4,1,1.21,0.769
GO:0048858,cell projection morphogenesis,4,1,1.21,0.769
GO:0050790,regulation of catalytic activity,4,1,1.21,0.769
GO:0050808,synapse organization,4,1,1.21,0.769
GO:0051301,cell division,4,1,1.21,0.769
GO:0055123,digestive system development,4,1,1.21,0.769
GO:0060284,regulation of cell development,4,1,1.21,0.769
GO:0065004,protein-DNA complex assembly,4,1,1.21,0.769
GO:0065009,regulation of molecular function,4,1,1.21,0.769
GO:0120039,plasma membrane bounded cell projection ...,4,1,1.21,0.769
GO:0009056,catabolic process,12,3,3.62,0.770
GO:0009792,embryo development ending in birth or eg...,12,3,3.62,0.770
GO:0009887,animal organ morphogenesis,12,3,3.62,0.770
GO:0031324,negative regulation of cellular metaboli...,12,3,3.62,0.770
GO:0033036,macromolecule localization,12,3,3.62,0.770
GO:0007275,multicellular organism development,34,9,10.27,0.794
GO:0009653,anatomical structure morphogenesis,20,5,6.04,0.798
GO:0043412,macromolecule modification,20,5,6.04,0.798
GO:0030154,cell differentiation,24,6,7.25,0.814
GO:0048519,negative regulation of biological proces...,24,6,7.25,0.814
GO:0048869,cellular developmental process,24,6,7.25,0.814
GO:0000278,mitotic cell cycle,9,2,2.72,0.821
GO:0003002,regionalization,9,2,2.72,0.821
GO:0006259,DNA metabolic process,9,2,2.72,0.821
GO:0009968,negative regulation of signal transducti...,9,2,2.72,0.821
GO:0010648,negative regulation of cell communicatio...,9,2,2.72,0.821
GO:0023057,negative regulation of signaling,9,2,2.72,0.821
GO:0030030,cell projection organization,9,2,2.72,0.821
GO:0042127,regulation of cell population proliferat...,9,2,2.72,0.821
GO:0048585,negative regulation of response to stimu...,9,2,2.72,0.821
GO:0048598,embryonic morphogenesis,9,2,2.72,0.821
GO:0051726,regulation of cell cycle,9,2,2.72,0.821
GO:0120036,plasma membrane bounded cell projection ...,9,2,2.72,0.821
GO:1903047,mitotic cell cycle process,9,2,2.72,0.821
GO:0009790,embryo development,13,3,3.93,0.821
GO:0009892,negative regulation of metabolic process,13,3,3.93,0.821
GO:0022402,cell cycle process,13,3,3.93,0.821
GO:0045893,positive regulation of DNA-templated tra...,13,3,3.93,0.821
GO:1902680,positive regulation of RNA biosynthetic ...,13,3,3.93,0.821
GO:0036211,protein modification process,17,4,5.14,0.829
GO:0051173,positive regulation of nitrogen compound...,17,4,5.14,0.829
GO:0044085,cellular component biogenesis,21,5,6.34,0.839
GO:0001501,skeletal system development,5,1,1.51,0.842
GO:0002009,morphogenesis of an epithelium,5,1,1.51,0.842
GO:0005975,carbohydrate metabolic process,5,1,1.51,0.842
GO:0006396,RNA processing,5,1,1.51,0.842
GO:0006511,ubiquitin-dependent protein catabolic pr...,5,1,1.51,0.842
GO:0008284,positive regulation of cell population p...,5,1,1.51,0.842
GO:0009894,regulation of catabolic process,5,1,1.51,0.842
GO:0009952,anterior/posterior pattern specification,5,1,1.51,0.842
GO:0019941,modification-dependent protein catabolic...,5,1,1.51,0.842
GO:0030163,protein catabolic process,5,1,1.51,0.842
GO:0032989,cellular component morphogenesis,5,1,1.51,0.842
GO:0035295,tube development,5,1,1.51,0.842
GO:0043632,modification-dependent macromolecule cat...,5,1,1.51,0.842
GO:0045892,negative regulation of DNA-templated tra...,5,1,1.51,0.842
GO:0045934,negative regulation of nucleobase-contai...,5,1,1.51,0.842
GO:0051049,regulation of transport,5,1,1.51,0.842
GO:0051253,negative regulation of RNA metabolic pro...,5,1,1.51,0.842
GO:0051603,proteolysis involved in protein cataboli...,5,1,1.51,0.842
GO:0051604,protein maturation,5,1,1.51,0.842
GO:0070925,organelle assembly,5,1,1.51,0.842
GO:0071824,protein-DNA complex organization,5,1,1.51,0.842
GO:1901700,response to oxygen-containing compound,5,1,1.51,0.842
GO:1902679,negative regulation of RNA biosynthetic ...,5,1,1.51,0.842
GO:0032501,multicellular organismal process,39,10,11.78,0.849
GO:0048513,animal organ development,25,6,7.55,0.851
GO:0018130,heterocycle biosynthetic process,36,9,10.88,0.863
GO:0048856,anatomical structure development,36,9,10.88,0.863
GO:0006950,response to stress,14,3,4.23,0.863
GO:0051254,positive regulation of RNA metabolic pro...,14,3,4.23,0.863
GO:1901566,organonitrogen compound biosynthetic pro...,14,3,4.23,0.863
GO:0051128,regulation of cellular component organiz...,10,2,3.02,0.868
GO:0060429,epithelium development,10,2,3.02,0.868
GO:0048523,negative regulation of cellular process,22,5,6.65,0.873
GO:0006807,nitrogen compound metabolic process,69,19,20.84,0.876
GO:0032502,developmental process,37,9,11.18,0.890
GO:1901362,organic cyclic compound biosynthetic pro...,37,9,11.18,0.890
GO:0006974,DNA damage response,6,1,1.81,0.892
GO:0007167,enzyme-linked receptor protein signaling...,6,1,1.81,0.892
GO:0009628,response to abiotic stimulus,6,1,1.81,0.892
GO:0033043,regulation of organelle organization,6,1,1.81,0.892
GO:0046907,intracellular transport,6,1,1.81,0.892
GO:0048562,embryonic organ morphogenesis,6,1,1.81,0.892
GO:0050877,nervous system process,6,1,1.81,0.892
GO:0045935,positive regulation of nucleobase-contai...,15,3,4.53,0.897
GO:0009893,positive regulation of metabolic process,19,4,5.74,0.897
GO:0010604,positive regulation of macromolecule met...,19,4,5.74,0.897
GO:0034654,nucleobase-containing compound biosynthe...,34,8,10.27,0.902
GO:0009890,negative regulation of biosynthetic proc...,11,2,3.32,0.904
GO:0051246,regulation of protein metabolic process,11,2,3.32,0.904
GO:0071704,organic substance metabolic process,73,20,22.05,0.906
GO:0006355,regulation of DNA-templated transcriptio...,27,6,8.16,0.908
GO:0048518,positive regulation of biological proces...,27,6,8.16,0.908
GO:2001141,regulation of RNA biosynthetic process,27,6,8.16,0.908
GO:0050789,regulation of biological process,61,16,18.43,0.911
GO:0065007,biological regulation,61,16,18.43,0.911
GO:0006351,DNA-templated transcription,31,7,9.36,0.915
GO:0019538,protein metabolic process,31,7,9.36,0.915
GO:0032774,RNA biosynthetic process,31,7,9.36,0.915
GO:0006996,organelle organization,20,4,6.04,0.922
GO:0009888,tissue development,16,3,4.83,0.923
GO:0009891,positive regulation of biosynthetic proc...,16,3,4.83,0.923
GO:0010557,positive regulation of macromolecule bio...,16,3,4.83,0.923
GO:0031328,positive regulation of cellular biosynth...,16,3,4.83,0.923
GO:0050793,regulation of developmental process,16,3,4.83,0.923
GO:0019438,aromatic compound biosynthetic process,35,8,10.57,0.924
GO:0048522,positive regulation of cellular process,24,5,7.25,0.924
GO:0006412,translation,7,1,2.11,0.927
GO:0006518,peptide metabolic process,7,1,2.11,0.927
GO:0009057,macromolecule catabolic process,7,1,2.11,0.927
GO:0043043,peptide biosynthetic process,7,1,2.11,0.927
GO:0043603,amide metabolic process,7,1,2.11,0.927
GO:0043604,amide biosynthetic process,7,1,2.11,0.927
GO:0045595,regulation of cell differentiation,7,1,2.11,0.927
GO:0048568,embryonic organ development,7,1,2.11,0.927
GO:0048646,anatomical structure formation involved ...,7,1,2.11,0.927
GO:0051093,negative regulation of developmental pro...,7,1,2.11,0.927
GO:0051252,regulation of RNA metabolic process,28,6,8.46,0.929
GO:0010605,negative regulation of macromolecule met...,12,2,3.62,0.931
GO:0009889,regulation of biosynthetic process,36,8,10.88,0.941
GO:0007049,cell cycle,17,3,5.14,0.943
GO:0019222,regulation of metabolic process,40,9,12.08,0.948
GO:0010468,regulation of gene expression,33,7,9.97,0.950
GO:0003008,system process,8,1,2.42,0.951
GO:0065003,protein-containing complex assembly,8,1,2.42,0.951
GO:0050794,regulation of cellular process,57,14,17.22,0.953
GO:0016070,RNA metabolic process,37,8,11.18,0.955
GO:0060255,regulation of macromolecule metabolic pr...,37,8,11.18,0.955
GO:0031325,positive regulation of cellular metaboli...,18,3,5.44,0.959
GO:0019219,regulation of nucleobase-containing comp...,30,6,9.06,0.959
GO:0010556,regulation of macromolecule biosynthetic...,34,7,10.27,0.962
GO:0031326,regulation of cellular biosynthetic proc...,34,7,10.27,0.962
GO:0051171,regulation of nitrogen compound metaboli...,34,7,10.27,0.962
GO:0046483,heterocycle metabolic process,48,11,14.5,0.963
GO:1901360,organic cyclic compound metabolic proces...,48,11,14.5,0.963
GO:0044237,cellular metabolic process,70,18,21.15,0.964
GO:0031323,regulation of cellular metabolic process,38,8,11.48,0.966
GO:0022607,cellular component assembly,19,3,5.74,0.970
GO:0048468,cell development,19,3,5.74,0.970
GO:0006139,nucleobase-containing compound metabolic...,46,10,13.9,0.975
GO:0010558,negative regulation of macromolecule bio...,10,1,3.02,0.978
GO:0031327,negative regulation of cellular biosynth...,10,1,3.02,0.978
GO:0043933,protein-containing complex organization,10,1,3.02,0.978
GO:0090304,nucleic acid metabolic process,43,9,12.99,0.979
GO:0080090,regulation of primary metabolic process,36,7,10.88,0.980
GO:0044271,cellular nitrogen compound biosynthetic ...,40,8,12.08,0.982
GO:0006725,cellular aromatic compound metabolic pro...,47,10,14.2,0.982
GO:0009058,biosynthetic process,60,14,18.12,0.983
GO:0051239,regulation of multicellular organismal p...,11,1,3.32,0.985
GO:0010467,gene expression,48,10,14.5,0.987
GO:0044249,cellular biosynthetic process,58,13,17.52,0.988
GO:0044238,primary metabolic process,70,17,21.15,0.989
GO:0009059,macromolecule biosynthetic process,52,11,15.71,0.990
GO:1901576,organic substance biosynthetic process,59,13,17.82,0.992
GO:0043170,macromolecule metabolic process,63,14,19.03,0.995
GO:0034641,cellular nitrogen compound metabolic pro...,51,10,15.41,0.996
GO:0009987,cellular process,91,25,27.49,0.998
GO:0008150,biological_process,96,29,29,1.000
GO:0000003,reproduction,8,0,2.42,1.000
GO:0000018,regulation of DNA recombination,1,0,0.3,1.000
GO:0000082,G1/S transition of mitotic cell cycle,3,0,0.91,1.000
GO:0000122,negative regulation of transcription by ...,2,0,0.6,1.000
GO:0000226,microtubule cytoskeleton organization,3,0,0.91,1.000
GO:0000266,mitochondrial fission,1,0,0.3,1.000
GO:0000271,polysaccharide biosynthetic process,1,0,0.3,1.000
GO:0000375,RNA splicing, via transesterification re...,2,0,0.6,1.000
GO:0000377,RNA splicing, via transesterification re...,2,0,0.6,1.000
GO:0000380,alternative mRNA splicing, via spliceoso...,1,0,0.3,1.000
GO:0000381,regulation of alternative mRNA splicing,...,1,0,0.3,1.000
GO:0000398,mRNA splicing, via spliceosome,2,0,0.6,1.000
GO:0000715,nucleotide-excision repair, DNA damage r...,1,0,0.3,1.000
GO:0000717,nucleotide-excision repair, DNA duplex u...,1,0,0.3,1.000
GO:0000723,telomere maintenance,1,0,0.3,1.000
GO:0001503,ossification,2,0,0.6,1.000
GO:0001558,regulation of cell growth,1,0,0.3,1.000
GO:0001568,blood vessel development,2,0,0.6,1.000
GO:0001654,eye development,6,0,1.81,1.000
GO:0001656,metanephros development,1,0,0.3,1.000
GO:0001657,ureteric bud development,1,0,0.3,1.000
GO:0001658,branching involved in ureteric bud morph...,1,0,0.3,1.000
GO:0001659,temperature homeostasis,1,0,0.3,1.000
GO:0001667,ameboidal-type cell migration,1,0,0.3,1.000
GO:0001700,embryonic development via the syncytial ...,2,0,0.6,1.000
GO:0001743,lens placode formation,1,0,0.3,1.000
GO:0001745,compound eye morphogenesis,1,0,0.3,1.000
GO:0001754,eye photoreceptor cell differentiation,1,0,0.3,1.000
GO:0001763,morphogenesis of a branching structure,2,0,0.6,1.000
GO:0001775,cell activation,5,0,1.51,1.000
GO:0001779,natural killer cell differentiation,1,0,0.3,1.000
GO:0001823,mesonephros development,1,0,0.3,1.000
GO:0001837,epithelial to mesenchymal transition,2,0,0.6,1.000
GO:0001865,NK T cell differentiation,1,0,0.3,1.000
GO:0001889,liver development,1,0,0.3,1.000
GO:0001890,placenta development,1,0,0.3,1.000
GO:0001892,embryonic placenta development,1,0,0.3,1.000
GO:0001893,maternal placenta development,1,0,0.3,1.000
GO:0001894,tissue homeostasis,1,0,0.3,1.000
GO:0001934,positive regulation of protein phosphory...,1,0,0.3,1.000
GO:0001944,vasculature development,2,0,0.6,1.000
GO:0001947,heart looping,1,0,0.3,1.000
GO:0001952,regulation of cell-matrix adhesion,1,0,0.3,1.000
GO:0001959,regulation of cytokine-mediated signalin...,1,0,0.3,1.000
GO:0001960,negative regulation of cytokine-mediated...,1,0,0.3,1.000
GO:0001993,regulation of systemic arterial blood pr...,1,0,0.3,1.000
GO:0002021,response to dietary excess,1,0,0.3,1.000
GO:0002024,diet induced thermogenesis,1,0,0.3,1.000
GO:0002025,norepinephrine-epinephrine-mediated vaso...,1,0,0.3,1.000
GO:0002028,regulation of sodium ion transport,1,0,0.3,1.000
GO:0002029,desensitization of G protein-coupled rec...,1,0,0.3,1.000
GO:0002032,desensitization of G protein-coupled rec...,1,0,0.3,1.000
GO:0002062,chondrocyte differentiation,1,0,0.3,1.000
GO:0002063,chondrocyte development,1,0,0.3,1.000
GO:0002064,epithelial cell development,4,0,1.21,1.000
GO:0002065,columnar/cuboidal epithelial cell differ...,1,0,0.3,1.000
GO:0002066,columnar/cuboidal epithelial cell develo...,1,0,0.3,1.000
GO:0002088,lens development in camera-type eye,1,0,0.3,1.000
GO:0002119,nematode larval development,2,0,0.6,1.000
GO:0002164,larval development,2,0,0.6,1.000
GO:0002165,instar larval or pupal development,2,0,0.6,1.000
GO:0002200,somatic diversification of immune recept...,1,0,0.3,1.000
GO:0002204,somatic recombination of immunoglobulin ...,1,0,0.3,1.000
GO:0002208,somatic diversification of immunoglobuli...,1,0,0.3,1.000
GO:0002237,response to molecule of bacterial origin,1,0,0.3,1.000
GO:0002244,hematopoietic progenitor cell differenti...,1,0,0.3,1.000
GO:0002250,adaptive immune response,2,0,0.6,1.000
