GO.ID,Term,Annotated,Significant,Expected,classic
GO:0032649,regulation of type II interferon product...,29,2,1.42,0.41903
GO:0035307,positive regulation of protein dephospho...,29,2,1.42,0.41903
GO:0035418,protein localization to synapse,29,2,1.42,0.41903
GO:0035510,DNA dealkylation,29,2,1.42,0.41903
GO:0040020,regulation of meiotic nuclear division,29,2,1.42,0.41903
GO:0046823,negative regulation of nucleocytoplasmic...,29,2,1.42,0.41903
GO:0050687,negative regulation of defense response ...,29,2,1.42,0.41903
GO:0060325,face morphogenesis,29,2,1.42,0.41903
GO:0060711,labyrinthine layer development,29,2,1.42,0.41903
GO:0070208,protein heterotrimerization,29,2,1.42,0.41903
GO:0072210,metanephric nephron development,29,2,1.42,0.41903
GO:0090305,nucleic acid phosphodiester bond hydroly...,29,2,1.42,0.41903
GO:1901799,negative regulation of proteasomal prote...,29,2,1.42,0.41903
GO:1901998,toxin transport,29,2,1.42,0.41903
GO:0001764,neuron migration,165,9,8.08,0.41948
GO:0032504,multicellular organism reproduction,1046,53,51.25,0.41975
GO:0002287,alpha-beta T cell activation involved in...,48,3,2.35,0.42002
GO:0002293,alpha-beta T cell differentiation involv...,48,3,2.35,0.42002
GO:0002294,CD4-positive, alpha-beta T cell differen...,48,3,2.35,0.42002
GO:0035306,positive regulation of dephosphorylation,48,3,2.35,0.42002
GO:0042093,T-helper cell differentiation,48,3,2.35,0.42002
GO:0046189,phenol-containing compound biosynthetic ...,48,3,2.35,0.42002
GO:0048793,pronephros development,48,3,2.35,0.42002
GO:0051438,regulation of ubiquitin-protein transfer...,48,3,2.35,0.42002
GO:0072202,cell differentiation involved in metanep...,48,3,2.35,0.42002
GO:0140894,endolysosomal toll-like receptor signali...,48,3,2.35,0.42002
GO:2000736,regulation of stem cell differentiation,48,3,2.35,0.42002
GO:0001503,ossification,444,23,21.75,0.42198
GO:0051783,regulation of nuclear division,126,7,6.17,0.42224
GO:0061053,somite development,126,7,6.17,0.42224
GO:0000019,regulation of mitotic recombination,11,1,0.54,0.42461
GO:0001737,establishment of imaginal disc-derived w...,11,1,0.54,0.42461
GO:0002726,positive regulation of T cell cytokine p...,11,1,0.54,0.42461
GO:0002902,regulation of B cell apoptotic process,11,1,0.54,0.42461
GO:0003025,regulation of systemic arterial blood pr...,11,1,0.54,0.42461
GO:0003222,ventricular trabecula myocardium morphog...,11,1,0.54,0.42461
GO:0003334,keratinocyte development,11,1,0.54,0.42461
GO:0003418,growth plate cartilage chondrocyte diffe...,11,1,0.54,0.42461
GO:0006522,alanine metabolic process,11,1,0.54,0.42461
GO:0006658,phosphatidylserine metabolic process,11,1,0.54,0.42461
GO:0006837,serotonin transport,11,1,0.54,0.42461
GO:0007213,G protein-coupled acetylcholine receptor...,11,1,0.54,0.42461
GO:0007223,Wnt signaling pathway, calcium modulatin...,11,1,0.54,0.42461
GO:0007414,axonal defasciculation,11,1,0.54,0.42461
GO:0009078,pyruvate family amino acid metabolic pro...,11,1,0.54,0.42461
GO:0010421,hydrogen peroxide-mediated programmed ce...,11,1,0.54,0.42461
GO:0010457,centriole-centriole cohesion,11,1,0.54,0.42461
GO:0010897,negative regulation of triglyceride cata...,11,1,0.54,0.42461
GO:0010982,regulation of high-density lipoprotein p...,11,1,0.54,0.42461
GO:0010983,positive regulation of high-density lipo...,11,1,0.54,0.42461
GO:0010986,positive regulation of lipoprotein parti...,11,1,0.54,0.42461
GO:0019081,viral translation,11,1,0.54,0.42461
GO:0019262,N-acetylneuraminate catabolic process,11,1,0.54,0.42461
GO:0021602,cranial nerve morphogenesis,11,1,0.54,0.42461
GO:0021895,cerebral cortex neuron differentiation,11,1,0.54,0.42461
GO:0030007,intracellular potassium ion homeostasis,11,1,0.54,0.42461
GO:0030157,pancreatic juice secretion,11,1,0.54,0.42461
GO:0030224,monocyte differentiation,11,1,0.54,0.42461
GO:0030322,stabilization of membrane potential,11,1,0.54,0.42461
GO:0031055,chromatin remodeling at centromere,11,1,0.54,0.42461
GO:0032344,regulation of aldosterone metabolic proc...,11,1,0.54,0.42461
GO:0032347,regulation of aldosterone biosynthetic p...,11,1,0.54,0.42461
GO:0032351,negative regulation of hormone metabolic...,11,1,0.54,0.42461
GO:0032353,negative regulation of hormone biosynthe...,11,1,0.54,0.42461
GO:0032954,regulation of cytokinetic process,11,1,0.54,0.42461
GO:0033173,calcineurin-NFAT signaling cascade,11,1,0.54,0.42461
GO:0033540,fatty acid beta-oxidation using acyl-CoA...,11,1,0.54,0.42461
GO:0033630,positive regulation of cell adhesion med...,11,1,0.54,0.42461
GO:0034080,CENP-A containing chromatin assembly,11,1,0.54,0.42461
GO:0034115,negative regulation of heterotypic cell-...,11,1,0.54,0.42461
GO:0035261,external genitalia morphogenesis,11,1,0.54,0.42461
GO:0035790,platelet-derived growth factor receptor-...,11,1,0.54,0.42461
GO:0036499,PERK-mediated unfolded protein response,11,1,0.54,0.42461
GO:0038180,nerve growth factor signaling pathway,11,1,0.54,0.42461
GO:0042045,epithelial fluid transport,11,1,0.54,0.42461
GO:0042428,serotonin metabolic process,11,1,0.54,0.42461
GO:0043517,positive regulation of DNA damage respon...,11,1,0.54,0.42461
GO:0044827,modulation by host of viral genome repli...,11,1,0.54,0.42461
GO:0045053,protein retention in Golgi apparatus,11,1,0.54,0.42461
GO:0047484,regulation of response to osmotic stress,11,1,0.54,0.42461
GO:0048104,establishment of body hair or bristle pl...,11,1,0.54,0.42461
GO:0051004,regulation of lipoprotein lipase activit...,11,1,0.54,0.42461
GO:0051016,barbed-end actin filament capping,11,1,0.54,0.42461
GO:0051315,attachment of mitotic spindle microtubul...,11,1,0.54,0.42461
GO:0051412,response to corticosterone,11,1,0.54,0.42461
GO:0051580,regulation of neurotransmitter uptake,11,1,0.54,0.42461
GO:0060211,regulation of nuclear-transcribed mRNA p...,11,1,0.54,0.42461
GO:0060213,positive regulation of nuclear-transcrib...,11,1,0.54,0.42461
GO:0060334,regulation of type II interferon-mediate...,11,1,0.54,0.42461
GO:0070586,cell-cell adhesion involved in gastrulat...,11,1,0.54,0.42461
GO:0070587,regulation of cell-cell adhesion involve...,11,1,0.54,0.42461
GO:0071236,cellular response to antibiotic,11,1,0.54,0.42461
GO:0071401,cellular response to triglyceride,11,1,0.54,0.42461
GO:0071600,otic vesicle morphogenesis,11,1,0.54,0.42461
GO:0071871,response to epinephrine,11,1,0.54,0.42461
GO:0090209,negative regulation of triglyceride meta...,11,1,0.54,0.42461
GO:0097150,neuronal stem cell population maintenanc...,11,1,0.54,0.42461
GO:0097201,negative regulation of transcription fro...,11,1,0.54,0.42461
GO:0097468,programmed cell death in response to rea...,11,1,0.54,0.42461
GO:0097720,calcineurin-mediated signaling,11,1,0.54,0.42461
GO:0098532,histone H3-K27 trimethylation,11,1,0.54,0.42461
GO:0140467,integrated stress response signaling,11,1,0.54,0.42461
GO:1901030,positive regulation of mitochondrial out...,11,1,0.54,0.42461
GO:1902176,negative regulation of oxidative stress-...,11,1,0.54,0.42461
GO:1904354,negative regulation of telomere capping,11,1,0.54,0.42461
GO:1904424,regulation of GTP binding,11,1,0.54,0.42461
GO:2000009,negative regulation of protein localizat...,11,1,0.54,0.42461
GO:2000300,regulation of synaptic vesicle exocytosi...,11,1,0.54,0.42461
GO:2000583,regulation of platelet-derived growth fa...,11,1,0.54,0.42461
GO:2001269,positive regulation of cysteine-type end...,11,1,0.54,0.42461
GO:0036293,response to decreased oxygen levels,285,15,13.96,0.42552
GO:0070482,response to oxygen levels,305,16,14.94,0.42587
GO:1901700,response to oxygen-containing compound,1816,91,88.97,0.42615
GO:0022407,regulation of cell-cell adhesion,345,18,16.9,0.42630
GO:0001508,action potential,166,9,8.13,0.42651
GO:1903313,positive regulation of mRNA metabolic pr...,166,9,8.13,0.42651
GO:0006275,regulation of DNA replication,107,6,5.24,0.42761
GO:0006820,monoatomic anion transport,107,6,5.24,0.42761
GO:0060759,regulation of response to cytokine stimu...,107,6,5.24,0.42761
GO:0086001,cardiac muscle cell action potential,107,6,5.24,0.42761
GO:0014033,neural crest cell differentiation,68,4,3.33,0.42854
GO:0001934,positive regulation of protein phosphory...,526,27,25.77,0.42955
GO:0051893,regulation of focal adhesion assembly,127,7,6.22,0.43030
GO:0090109,regulation of cell-substrate junction as...,127,7,6.22,0.43030
GO:0150116,regulation of cell-substrate junction or...,127,7,6.22,0.43030
GO:0009101,glycoprotein biosynthetic process,466,24,22.83,0.43034
GO:0021915,neural tube development,266,14,13.03,0.43059
GO:0022604,regulation of cell morphogenesis,326,17,15.97,0.43114
GO:0048511,rhythmic process,346,18,16.95,0.43116
GO:0006270,DNA replication initiation,49,3,2.4,0.43319
GO:0033143,regulation of intracellular steroid horm...,49,3,2.4,0.43319
GO:0046503,glycerolipid catabolic process,49,3,2.4,0.43319
GO:0048846,axon extension involved in axon guidance,49,3,2.4,0.43319
GO:0060191,regulation of lipase activity,49,3,2.4,0.43319
GO:1902284,neuron projection extension involved in ...,49,3,2.4,0.43319
GO:0006067,ethanol metabolic process,30,2,1.47,0.43609
GO:0006740,NADPH regeneration,30,2,1.47,0.43609
GO:0009208,pyrimidine ribonucleoside triphosphate m...,30,2,1.47,0.43609
GO:0014003,oligodendrocyte development,30,2,1.47,0.43609
GO:0030890,positive regulation of B cell proliferat...,30,2,1.47,0.43609
GO:0032609,type II interferon production,30,2,1.47,0.43609
GO:0035025,positive regulation of Rho protein signa...,30,2,1.47,0.43609
GO:0050427,3'-phosphoadenosine 5'-phosphosulfate me...,30,2,1.47,0.43609
GO:0070296,sarcoplasmic reticulum calcium ion trans...,30,2,1.47,0.43609
GO:1900181,negative regulation of protein localizat...,30,2,1.47,0.43609
GO:1903514,release of sequestered calcium ion into ...,30,2,1.47,0.43609
GO:1905048,regulation of metallopeptidase activity,30,2,1.47,0.43609
GO:0048545,response to steroid hormone,267,14,13.08,0.43615
GO:0046822,regulation of nucleocytoplasmic transpor...,128,7,6.27,0.43835
GO:0051304,chromosome separation,69,4,3.38,0.43958
GO:0000077,DNA damage checkpoint signaling,148,8,7.25,0.43967
GO:0007160,cell-matrix adhesion,408,21,19.99,0.43991
GO:0042445,hormone metabolic process,188,10,9.21,0.44113
GO:0071103,DNA conformation change,89,5,4.36,0.44307
GO:0006525,arginine metabolic process,50,3,2.45,0.44625
GO:0035019,somatic stem cell population maintenance,50,3,2.45,0.44625
GO:0043506,regulation of JUN kinase activity,50,3,2.45,0.44625
GO:0045619,regulation of lymphocyte differentiation,50,3,2.45,0.44625
GO:0051568,histone H3-K4 methylation,50,3,2.45,0.44625
GO:0052372,modulation by symbiont of entry into hos...,50,3,2.45,0.44625
GO:0072243,metanephric nephron epithelium developme...,50,3,2.45,0.44625
GO:1901264,carbohydrate derivative transport,50,3,2.45,0.44625
GO:1901889,negative regulation of cell junction ass...,50,3,2.45,0.44625
GO:0006941,striated muscle contraction,149,8,7.3,0.44714
GO:0008544,epidermis development,350,18,17.15,0.45064
GO:0019083,viral transcription,90,5,4.41,0.45272
GO:0032878,regulation of establishment or maintenan...,90,5,4.41,0.45272
GO:0000098,sulfur amino acid catabolic process,12,1,0.59,0.45281
GO:0000413,protein peptidyl-prolyl isomerization,12,1,0.59,0.45281
GO:0001561,fatty acid alpha-oxidation,12,1,0.59,0.45281
GO:0003016,respiratory system process,12,1,0.59,0.45281
GO:0003181,atrioventricular valve morphogenesis,12,1,0.59,0.45281
GO:0006311,meiotic gene conversion,12,1,0.59,0.45281
GO:0006431,methionyl-tRNA aminoacylation,12,1,0.59,0.45281
GO:0006507,GPI anchor release,12,1,0.59,0.45281
GO:0006528,asparagine metabolic process,12,1,0.59,0.45281
GO:0006855,xenobiotic transmembrane transport,12,1,0.59,0.45281
GO:0007406,negative regulation of neuroblast prolif...,12,1,0.59,0.45281
GO:0008272,sulfate transport,12,1,0.59,0.45281
GO:0009445,putrescine metabolic process,12,1,0.59,0.45281
GO:0010410,hemicellulose metabolic process,12,1,0.59,0.45281
GO:0015670,carbon dioxide transport,12,1,0.59,0.45281
GO:0018990,ecdysis, chitin-based cuticle,12,1,0.59,0.45281
GO:0019344,cysteine biosynthetic process,12,1,0.59,0.45281
GO:0020028,endocytic hemoglobin import into cell,12,1,0.59,0.45281
GO:0021756,striatum development,12,1,0.59,0.45281
GO:0022611,dormancy process,12,1,0.59,0.45281
GO:0030046,parallel actin filament bundle assembly,12,1,0.59,0.45281
GO:0030242,autophagy of peroxisome,12,1,0.59,0.45281
GO:0030325,adrenal gland development,12,1,0.59,0.45281
GO:0032148,activation of protein kinase B activity,12,1,0.59,0.45281
GO:0032875,regulation of DNA endoreduplication,12,1,0.59,0.45281
GO:0033033,negative regulation of myeloid cell apop...,12,1,0.59,0.45281
GO:0033169,histone H3-K9 demethylation,12,1,0.59,0.45281
GO:0033314,mitotic DNA replication checkpoint signa...,12,1,0.59,0.45281
GO:0034162,toll-like receptor 9 signaling pathway,12,1,0.59,0.45281
GO:0034975,protein folding in endoplasmic reticulum,12,1,0.59,0.45281
GO:0035020,regulation of Rac protein signal transdu...,12,1,0.59,0.45281
GO:0035970,peptidyl-threonine dephosphorylation,12,1,0.59,0.45281
GO:0039548,suppression by virus of host viral-induc...,12,1,0.59,0.45281
GO:0042759,long-chain fatty acid biosynthetic proce...,12,1,0.59,0.45281
GO:0044210,'de novo' CTP biosynthetic process,12,1,0.59,0.45281
GO:0045571,negative regulation of imaginal disc gro...,12,1,0.59,0.45281
GO:0045815,transcription initiation-coupled chromat...,12,1,0.59,0.45281
GO:0045842,positive regulation of mitotic metaphase...,12,1,0.59,0.45281
GO:0046471,phosphatidylglycerol metabolic process,12,1,0.59,0.45281
GO:0048087,positive regulation of developmental pig...,12,1,0.59,0.45281
GO:0048366,leaf development,12,1,0.59,0.45281
GO:0048710,regulation of astrocyte differentiation,12,1,0.59,0.45281
GO:0051255,spindle midzone assembly,12,1,0.59,0.45281
GO:0055075,potassium ion homeostasis,12,1,0.59,0.45281
GO:0055094,response to lipoprotein particle,12,1,0.59,0.45281
GO:0060004,reflex,12,1,0.59,0.45281
GO:0060059,embryonic retina morphogenesis in camera...,12,1,0.59,0.45281
GO:0060295,regulation of cilium movement involved i...,12,1,0.59,0.45281
GO:0060330,regulation of response to type II interf...,12,1,0.59,0.45281
GO:0060396,growth hormone receptor signaling pathwa...,12,1,0.59,0.45281
GO:0060576,intestinal epithelial cell development,12,1,0.59,0.45281
GO:0071378,cellular response to growth hormone stim...,12,1,0.59,0.45281
GO:0071391,cellular response to estrogen stimulus,12,1,0.59,0.45281
GO:0071402,cellular response to lipoprotein particl...,12,1,0.59,0.45281
GO:0071404,cellular response to low-density lipopro...,12,1,0.59,0.45281
GO:0071624,positive regulation of granulocyte chemo...,12,1,0.59,0.45281
GO:0071639,positive regulation of monocyte chemotac...,12,1,0.59,0.45281
GO:0090023,positive regulation of neutrophil chemot...,12,1,0.59,0.45281
GO:0090153,regulation of sphingolipid biosynthetic ...,12,1,0.59,0.45281
GO:0098810,neurotransmitter reuptake,12,1,0.59,0.45281
GO:1900452,regulation of long-term synaptic depress...,12,1,0.59,0.45281
GO:1901970,positive regulation of mitotic sister ch...,12,1,0.59,0.45281
GO:1902019,regulation of cilium-dependent cell moti...,12,1,0.59,0.45281
GO:1903055,positive regulation of extracellular mat...,12,1,0.59,0.45281
GO:1903959,regulation of monoatomic anion transmemb...,12,1,0.59,0.45281
GO:1904646,cellular response to amyloid-beta,12,1,0.59,0.45281
GO:1905038,regulation of membrane lipid metabolic p...,12,1,0.59,0.45281
GO:2000389,regulation of neutrophil extravasation,12,1,0.59,0.45281
GO:2000391,positive regulation of neutrophil extrav...,12,1,0.59,0.45281
GO:0001755,neural crest cell migration,31,2,1.52,0.45288
GO:0002931,response to ischemia,31,2,1.52,0.45288
GO:0015701,bicarbonate transport,31,2,1.52,0.45288
GO:0032968,positive regulation of transcription elo...,31,2,1.52,0.45288
GO:0042059,negative regulation of epidermal growth ...,31,2,1.52,0.45288
GO:0046326,positive regulation of glucose import,31,2,1.52,0.45288
GO:0048149,behavioral response to ethanol,31,2,1.52,0.45288
GO:0051156,glucose 6-phosphate metabolic process,31,2,1.52,0.45288
GO:0071502,cellular response to temperature stimulu...,31,2,1.52,0.45288
GO:0071549,cellular response to dexamethasone stimu...,31,2,1.52,0.45288
GO:0090497,mesenchymal cell migration,31,2,1.52,0.45288
GO:0003143,embryonic heart tube morphogenesis,110,6,5.39,0.45385
GO:0043279,response to alkaloid,110,6,5.39,0.45385
GO:0010906,regulation of glucose metabolic process,170,9,8.33,0.45455
GO:0016441,post-transcriptional gene silencing,170,9,8.33,0.45455
GO:0072006,nephron development,170,9,8.33,0.45455
GO:0006413,translational initiation,150,8,7.35,0.45459
GO:0032940,secretion by cell,1181,59,57.86,0.45753
GO:0010965,regulation of mitotic sister chromatid s...,51,3,2.5,0.45918
GO:0046676,negative regulation of insulin secretion,51,3,2.5,0.45918
GO:0001649,osteoblast differentiation,191,10,9.36,0.46097
GO:0032481,positive regulation of type I interferon...,71,4,3.48,0.46147
GO:0048806,genitalia development,71,4,3.48,0.46147
GO:0010952,positive regulation of peptidase activit...,171,9,8.38,0.46153
GO:2001257,regulation of cation channel activity,171,9,8.38,0.46153
GO:1904356,regulation of telomere maintenance via t...,111,6,5.44,0.46253
GO:0010810,regulation of cell-substrate adhesion,272,14,13.33,0.46386
GO:1901136,carbohydrate derivative catabolic proces...,252,13,12.35,0.46477
GO:0010001,glial cell differentiation,212,11,10.39,0.46662
GO:0043123,positive regulation of canonical NF-kapp...,192,10,9.41,0.46756
GO:0042127,regulation of cell population proliferat...,2242,111,109.85,0.46826
GO:0003044,regulation of systemic arterial blood pr...,32,2,1.57,0.46938
GO:0006415,translational termination,32,2,1.57,0.46938
GO:0010922,positive regulation of phosphatase activ...,32,2,1.57,0.46938
GO:0030225,macrophage differentiation,32,2,1.57,0.46938
GO:0030575,nuclear body organization,32,2,1.57,0.46938
GO:0045920,negative regulation of exocytosis,32,2,1.57,0.46938
GO:0050435,amyloid-beta metabolic process,32,2,1.57,0.46938
GO:0051155,positive regulation of striated muscle c...,32,2,1.57,0.46938
GO:0060193,positive regulation of lipase activity,32,2,1.57,0.46938
GO:0071677,positive regulation of mononuclear cell ...,32,2,1.57,0.46938
GO:0072137,condensed mesenchymal cell proliferation,32,2,1.57,0.46938
GO:0097028,dendritic cell differentiation,32,2,1.57,0.46938
GO:0097104,postsynaptic membrane assembly,32,2,1.57,0.46938
GO:0051209,release of sequestered calcium ion into ...,152,8,7.45,0.46943
GO:0036503,ERAD pathway,132,7,6.47,0.47034
GO:0001776,leukocyte homeostasis,112,6,5.49,0.47118
GO:0043552,positive regulation of phosphatidylinosi...,92,5,4.51,0.47189
GO:0051289,protein homotetramerization,92,5,4.51,0.47189
GO:0090218,positive regulation of lipid kinase acti...,92,5,4.51,0.47189
GO:0006544,glycine metabolic process,52,3,2.55,0.47199
GO:0051306,mitotic sister chromatid separation,52,3,2.55,0.47199
GO:0072207,metanephric epithelium development,52,3,2.55,0.47199
GO:0097090,presynaptic membrane organization,52,3,2.55,0.47199
GO:0046824,positive regulation of nucleocytoplasmic...,72,4,3.53,0.47230
GO:0090314,positive regulation of protein targeting...,72,4,3.53,0.47230
GO:0008285,negative regulation of cell population p...,821,41,40.22,0.47274
GO:0060562,epithelial tube morphogenesis,517,26,25.33,0.47420
GO:0001666,response to hypoxia,274,14,13.42,0.47491
GO:0006915,apoptotic process,2511,124,123.03,0.47690
GO:0032446,protein modification by small protein co...,1331,66,65.21,0.47801
GO:0043067,regulation of programmed cell death,1881,93,92.16,0.47924
GO:0002679,respiratory burst involved in defense re...,13,1,0.64,0.47963
GO:0003413,chondrocyte differentiation involved in ...,13,1,0.64,0.47963
GO:0005979,regulation of glycogen biosynthetic proc...,13,1,0.64,0.47963
GO:0006044,N-acetylglucosamine metabolic process,13,1,0.64,0.47963
GO:0006048,UDP-N-acetylglucosamine biosynthetic pro...,13,1,0.64,0.47963
GO:0006054,N-acetylneuraminate metabolic process,13,1,0.64,0.47963
GO:0006228,UTP biosynthetic process,13,1,0.64,0.47963
GO:0006450,regulation of translational fidelity,13,1,0.64,0.47963
GO:0006549,isoleucine metabolic process,13,1,0.64,0.47963
GO:0007352,zygotic specification of dorsal/ventral ...,13,1,0.64,0.47963
GO:0007494,midgut development,13,1,0.64,0.47963
GO:0007614,short-term memory,13,1,0.64,0.47963
GO:0009744,response to sucrose,13,1,0.64,0.47963
GO:0015669,gas transport,13,1,0.64,0.47963
GO:0019374,galactolipid metabolic process,13,1,0.64,0.47963
GO:0021544,subpallium development,13,1,0.64,0.47963
GO:0030878,thyroid gland development,13,1,0.64,0.47963
GO:0030913,paranodal junction assembly,13,1,0.64,0.47963
GO:0030953,astral microtubule organization,13,1,0.64,0.47963
GO:0031946,regulation of glucocorticoid biosyntheti...,13,1,0.64,0.47963
GO:0032516,positive regulation of phosphoprotein ph...,13,1,0.64,0.47963
GO:0033235,positive regulation of protein sumoylati...,13,1,0.64,0.47963
GO:0033689,negative regulation of osteoblast prolif...,13,1,0.64,0.47963
GO:0034014,response to triglyceride,13,1,0.64,0.47963
GO:0034285,response to disaccharide,13,1,0.64,0.47963
GO:0035822,gene conversion,13,1,0.64,0.47963
GO:0040028,regulation of vulval development,13,1,0.64,0.47963
GO:0042790,nucleolar large rRNA transcription by RN...,13,1,0.64,0.47963
GO:0045070,positive regulation of viral genome repl...,13,1,0.64,0.47963
GO:0045198,establishment of epithelial cell apical/...,13,1,0.64,0.47963
GO:0045875,negative regulation of sister chromatid ...,13,1,0.64,0.47963
GO:0051150,regulation of smooth muscle cell differe...,13,1,0.64,0.47963
GO:0060142,regulation of syncytium formation by pla...,13,1,0.64,0.47963
GO:0070213,protein auto-ADP-ribosylation,13,1,0.64,0.47963
GO:0070242,thymocyte apoptotic process,13,1,0.64,0.47963
GO:0070417,cellular response to cold,13,1,0.64,0.47963
GO:0071257,cellular response to electrical stimulus,13,1,0.64,0.47963
GO:0072114,pronephros morphogenesis,13,1,0.64,0.47963
GO:0090200,positive regulation of release of cytoch...,13,1,0.64,0.47963
GO:0090232,positive regulation of spindle checkpoin...,13,1,0.64,0.47963
GO:0090267,positive regulation of mitotic cell cycl...,13,1,0.64,0.47963
GO:0090394,negative regulation of excitatory postsy...,13,1,0.64,0.47963
GO:0097527,necroptotic signaling pathway,13,1,0.64,0.47963
GO:1901160,primary amino compound metabolic process,13,1,0.64,0.47963
GO:1901739,regulation of myoblast fusion,13,1,0.64,0.47963
GO:1901978,positive regulation of cell cycle checkp...,13,1,0.64,0.47963
GO:1902101,positive regulation of metaphase/anaphas...,13,1,0.64,0.47963
GO:1902931,negative regulation of alcohol biosynthe...,13,1,0.64,0.47963
GO:1903543,positive regulation of exosomal secretio...,13,1,0.64,0.47963
GO:1903998,regulation of eating behavior,13,1,0.64,0.47963
GO:1904666,regulation of ubiquitin protein ligase a...,13,1,0.64,0.47963
GO:1905332,positive regulation of morphogenesis of ...,13,1,0.64,0.47963
GO:2000064,regulation of cortisol biosynthetic proc...,13,1,0.64,0.47963
GO:2000392,regulation of lamellipodium morphogenesi...,13,1,0.64,0.47963
GO:2001135,regulation of endocytic recycling,13,1,0.64,0.47963
GO:0003254,regulation of membrane depolarization,113,6,5.54,0.47979
GO:0050870,positive regulation of T cell activation,113,6,5.54,0.47979
GO:2001252,positive regulation of chromosome organi...,113,6,5.54,0.47979
GO:0070085,glycosylation,417,21,20.43,0.48035
GO:0016064,immunoglobulin mediated immune response,93,5,4.56,0.48140
GO:0019724,B cell mediated immunity,93,5,4.56,0.48140
GO:0060285,cilium-dependent cell motility,93,5,4.56,0.48140
GO:0050714,positive regulation of protein secretion,174,9,8.53,0.48237
GO:0002792,negative regulation of peptide secretion,73,4,3.58,0.48305
GO:0010837,regulation of keratinocyte proliferation,73,4,3.58,0.48305
GO:0031110,regulation of microtubule polymerization...,73,4,3.58,0.48305
GO:0035195,miRNA-mediated post-transcriptional gene...,154,8,7.55,0.48419
GO:0008284,positive regulation of cell population p...,1130,56,55.36,0.48463
GO:0008356,asymmetric cell division,53,3,2.6,0.48466
GO:0043367,CD4-positive, alpha-beta T cell differen...,53,3,2.6,0.48466
GO:0043903,regulation of biological process involve...,53,3,2.6,0.48466
GO:0044458,motile cilium assembly,53,3,2.6,0.48466
GO:0046323,glucose import,53,3,2.6,0.48466
GO:0071345,cellular response to cytokine stimulus,418,21,20.48,0.48483
GO:0002690,positive regulation of leukocyte chemota...,33,2,1.62,0.48558
GO:0008049,male courtship behavior,33,2,1.62,0.48558
GO:0015804,neutral amino acid transport,33,2,1.62,0.48558
GO:0016319,mushroom body development,33,2,1.62,0.48558
GO:0016999,antibiotic metabolic process,33,2,1.62,0.48558
GO:0032371,regulation of sterol transport,33,2,1.62,0.48558
GO:0032374,regulation of cholesterol transport,33,2,1.62,0.48558
GO:0051443,positive regulation of ubiquitin-protein...,33,2,1.62,0.48558
GO:0051923,sulfation,33,2,1.62,0.48558
GO:0060323,head morphogenesis,33,2,1.62,0.48558
GO:0060395,SMAD protein signal transduction,33,2,1.62,0.48558
GO:0072015,podocyte development,33,2,1.62,0.48558
GO:0072257,metanephric nephron tubule epithelial ce...,33,2,1.62,0.48558
GO:0072307,regulation of metanephric nephron tubule...,33,2,1.62,0.48558
GO:0072310,glomerular epithelial cell development,33,2,1.62,0.48558
GO:0090075,relaxation of muscle,33,2,1.62,0.48558
GO:0098930,axonal transport,33,2,1.62,0.48558
GO:1903311,regulation of mRNA metabolic process,276,14,13.52,0.48592
GO:0001101,response to acid chemical,134,7,6.57,0.48617
GO:0050730,regulation of peptidyl-tyrosine phosphor...,134,7,6.57,0.48617
GO:0006281,DNA repair,927,46,45.42,0.48629
GO:0048565,digestive tract development,195,10,9.55,0.48723
GO:0007422,peripheral nervous system development,114,6,5.59,0.48836
GO:0051050,positive regulation of transport,1030,51,50.46,0.48977
GO:0030155,regulation of cell adhesion,745,37,36.5,0.49031
GO:0009069,serine family amino acid metabolic proce...,94,5,4.61,0.49084
GO:0031123,RNA 3'-end processing,94,5,4.61,0.49084
GO:0034097,response to cytokine,562,28,27.53,0.49138
GO:0007599,hemostasis,277,14,13.57,0.49140
GO:0007565,female pregnancy,155,8,7.59,0.49153
GO:0060042,retina morphogenesis in camera-type eye,216,11,10.58,0.49157
GO:0042330,taxis,318,16,15.58,0.49296
GO:0002761,regulation of myeloid leukocyte differen...,74,4,3.63,0.49372
GO:0003073,regulation of systemic arterial blood pr...,74,4,3.63,0.49372
GO:0006778,porphyrin-containing compound metabolic ...,74,4,3.63,0.49372
GO:0019730,antimicrobial humoral response,74,4,3.63,0.49372
GO:0030301,cholesterol transport,74,4,3.63,0.49372
GO:0050804,modulation of chemical synaptic transmis...,298,15,14.6,0.49486
GO:0099177,regulation of trans-synaptic signaling,298,15,14.6,0.49486
GO:0006486,protein glycosylation,400,20,19.6,0.49546
GO:0043413,macromolecule glycosylation,400,20,19.6,0.49546
GO:0072521,purine-containing compound metabolic pro...,665,33,32.58,0.49552
GO:0046879,hormone secretion,339,17,16.61,0.49613
GO:0043491,phosphatidylinositol 3-kinase/protein ki...,176,9,8.62,0.49616
GO:0055086,nucleobase-containing small molecule met...,1012,50,49.58,0.49667
GO:0014902,myotube differentiation,115,6,5.63,0.49689
GO:0034308,primary alcohol metabolic process,115,6,5.63,0.49689
GO:0061383,trabecula morphogenesis,115,6,5.63,0.49689
GO:0032387,negative regulation of intracellular tra...,54,3,2.65,0.49717
GO:1905818,regulation of chromosome separation,54,3,2.65,0.49717
GO:0010817,regulation of hormone levels,523,26,25.62,0.49831
GO:1901989,positive regulation of cell cycle phase ...,95,5,4.65,0.50022
GO:0016567,protein ubiquitination,1238,61,60.66,0.50104
