gene_ids,controls_FPKM_Coeff_of_Var,exposed_FPKM_Coeff_of_Var
gene-LOC111107075,2.125,2.91681547239451
gene-LOC111107076,0.897967587737578,NA
gene-LOC111107077,2.125,NA
gene-LOC111107078,0.535982899936116,0.574030992006045
gene-LOC111107079,2.125,NA
gene-LOC111107080,1.00975959404499,1.28911763096146
gene-LOC111107081,0.446364908524751,0.830885926110386
gene-LOC111107082,1.49036156311846,1.46701995890613
gene-LOC111107083,0.7854721924669,0.915759837463913
gene-LOC111107084,0.517363845447151,1.26941163730417
gene-LOC111107085,0.830134714744721,0.802273738481132
gene-LOC111107086,0.76293655103065,2.91681547239451
gene-LOC111107087,1.30462886949723,1.25307142145572
gene-LOC111107088,0.323352271360391,0.638084501064148
gene-LOC111107089,0.684376007182291,2.91681547239451
gene-LOC111107090,1.27330678335261,NA
gene-LOC111107091,0.571075617062355,1.35818917001674
gene-LOC111107092,1.4897540844573,2.34168845542065
gene-LOC111107093,0.466060726361403,0.407418244129833
gene-LOC111107094,0.772606898824632,1.05752454114656
gene-LOC111107095,2.125,NA
gene-LOC111107096,0.241110690877839,0.286568402626254
gene-LOC111107097,0.496055416759627,0.93008184596989
gene-LOC111107098,0.592262036281792,0.446179031766235
gene-LOC111107099,0.259769425346331,0.468842100422778
gene-LOC111107100,0.492574337718091,2.06703840536499
gene-LOC111107101,2.125,NA
gene-LOC111107102,0.289479717238032,2.22297706787093
gene-LOC111107103,0.659259052610463,0.426385719408528
gene-LOC111107104,0.390548588747835,0.459169020013816
gene-LOC111107105,0.182880377352391,0.305855267363071
gene-LOC111107106,0.777822995621599,1.1345505848641
gene-LOC111107107,0.455794507249682,0.473342935481881
gene-LOC111107108,0.477100469922404,0.962189008919555
gene-LOC111107109,0.412027960067886,1.27017065890126
gene-LOC111107110,1.39982708785239,2.06244521181001
gene-LOC111107111,0.43574466990029,0.130557053383611
gene-LOC111107112,0.225398764886322,0.243798076050579
gene-LOC111107113,1.56853419619989,0.258824241681073
gene-LOC111107114,0.471531888088253,0.558280741974037
gene-LOC111107115,NA,2.91681547239451
gene-LOC111107116,0.578486300721332,1.51813088779912
gene-LOC111107117,1.56629638482728,0.357864483958744
gene-LOC111107118,0.103863790029702,0.635427019364158
gene-LOC111107119,0.5075346261152,0.900286048187363
gene-LOC111107120,0.423587872347098,1.171266450726
gene-LOC111107121,0.792248487268313,1.027149129409
gene-LOC111107122,0.616163556985174,0.825683634930865
gene-LOC111107123,0.400340538591755,0.732105589586306
gene-LOC111107124,0.110091298570349,0.172951154657587
gene-LOC111107125,0.362336144628068,0.427499439789662
gene-LOC111107126,0.431225792419182,0.367817508098134
gene-LOC111107127,0.204198928096155,0.329245149425245
gene-LOC111107128,1.42798834154492,NA
gene-LOC111107129,2.125,NA
gene-LOC111107130,0.40691443817082,0.824191697150613
gene-LOC111107131,NA,2.91681547239451
gene-LOC111107132,0.600780790081211,2.91681547239451
gene-LOC111107133,0.529503529326776,0.978906099532006
gene-LOC111107134,0.471912243579396,0.613903873717959
gene-LOC111107135,0.51316004231309,0.25660805696193
gene-LOC111107136,0.552912740087056,0.273477555896019
gene-LOC111107137,0.452779239490326,1.41886569980929
gene-LOC111107138,0.247002745642805,0.243675147893994
gene-LOC111107139,0.62963235809886,1.25775899818656
gene-LOC111107140,0.581038055750521,0.567089522229535
gene-LOC111107141,NA,2.39122351061993
gene-LOC111107142,1.09689386269552,1.16188672355509
gene-LOC111107143,2.125,1.4660624505427
gene-LOC111107144,0.449410697989704,0.606205068949747
gene-LOC111107145,0.832476582432481,0.630330557869504
gene-LOC111107146,0.691360363822543,0.400798163541154
gene-LOC111107147,NA,NA
gene-LOC111107148,0.572393357139077,0.569350262320493
gene-LOC111107149,0.253811503811995,0.250798831249305
gene-LOC111107150,1.33430546872146,1.94397113228481
gene-LOC111107151,0.826119152347965,1.856379234594
gene-LOC111107152,0.536302690202436,1.7426878156055
gene-LOC111107153,0.570102174295858,0.943011492234437
gene-LOC111107154,0.0896831239759943,0.591654618724267
gene-LOC111107155,0.591021485160613,0.382935249319532
gene-LOC111107156,0.553546412472583,0.910000638223759
gene-LOC111107157,0.964631351545568,0.740447654009825
gene-LOC111107158,0.444376386349751,0.340081919997121
gene-LOC111107159,0.200191842015116,0.429147748727375
gene-LOC111107160,0.846078283520091,1.20591556769116
gene-LOC111107161,1.6373828068086,NA
gene-LOC111107162,0.738635191698925,1.607318750031
gene-LOC111107163,0.306985996082374,0.151207462186115
gene-LOC111107164,0.724414778227888,1.65081304313226
gene-LOC111107165,0.42972673555302,2.91681547239451
gene-LOC111107166,0.950136782048251,1.77151938930507
gene-LOC111107167,1.44046482196823,1.01916454394929
gene-LOC111107168,0.51803406043133,1.45753680741885
gene-LOC111107169,0.850944584089762,2.12698065301727
gene-LOC111107170,0.349240551687839,0.597188005873483
gene-LOC111107171,0.159105620023891,0.180033674603747
gene-LOC111107172,0.415740434981105,0.991273847423781
gene-LOC111107173,0.193297149653721,0.481829893307003
gene-LOC111107174,0.413657784346843,0.204655658029086
gene-LOC111107175,0.712182212803464,1.24708623318762
gene-LOC111107176,1.11305233543956,1.53796872770304
gene-LOC111107177,0.901788635987181,1.67689221657195
gene-LOC111107178,0.791784761754584,0.834131337163456
gene-LOC111107179,0.769169765805881,0.855554634928247
gene-LOC111107180,0.59059583794878,1.14835759833369
gene-LOC111107181,0.468504011096163,0.53659439042697
gene-LOC111107182,0.356425767912455,0.393425084392728
gene-LOC111107183,0.568128815604072,2.42693873307028
gene-LOC111107184,2.125,1.48835792141464
gene-LOC111107185,1.21724651627462,1.44751222103599
gene-LOC111107186,0.702553795348337,0.923701418800484
gene-LOC111107187,1.22968370516597,0.953342268925646
gene-LOC111107188,0.408781953928296,0.297932483739715
gene-LOC111107189,0.47252727099063,0.957340982967585
gene-LOC111107190,0.435405865887663,0.383100315365208
gene-LOC111107191,1.00525797226587,1.67937983702292
gene-LOC111107192,0.785459146096457,0.615912419638135
gene-LOC111107193,0.917582061941276,0.954509364331565
gene-LOC111107194,1.51404884586469,0.734926340485785
gene-LOC111107195,1.2379622352509,2.91681547239451
gene-LOC111107196,0.654032709536545,1.99382648360838
gene-LOC111107197,0.479592431169599,1.74092953856676
gene-LOC111107198,0.741418916392609,1.65987188957806
gene-LOC111107199,0.501818664209346,1.54858450613777
gene-LOC111107200,0.333681255250806,0.674427532110555
gene-LOC111107201,1.11972591428222,2.91681547239451
gene-LOC111107202,1.77680786771878,2.10494502164785
gene-LOC111107203,NA,NA
gene-LOC111107204,0.245300959095289,0.297809246341007
gene-LOC111107205,0.487066754417473,0.596116380510559
gene-LOC111107206,0.455423618353757,0.883180184525263
gene-LOC111107207,0.670708305839496,1.64447125953198
gene-LOC111107208,1.39684910980265,0.2411859526638
gene-LOC111107209,1.03935662428604,1.41104227592036
gene-LOC111107210,0.908822541124058,0.964525148133842
gene-LOC111107211,1.41042483912685,NA
gene-LOC111107212,0.27785063414435,0.283128156545973
gene-LOC111107213,0.571949755943666,0.695857988724719
gene-LOC111107214,0.290122646509563,0.443678175987552
gene-LOC111107215,0.869247660392303,0.714487206535242
gene-LOC111107216,0.844668589914964,1.94332632709784
gene-LOC111107217,0.676462351753534,0.591275741022359
gene-LOC111107218,0.826779284014826,2.26310480308339
gene-LOC111107219,0.0878345420011764,0.263999991583989
gene-LOC111107220,0.305916490690303,1.72722441177321
gene-LOC111107221,1.29117952411399,1.81530684956588
gene-LOC111107222,0.41630638309132,0.423780899535569
gene-LOC111107223,2.125,NA
gene-LOC111107224,0.502117992459154,0.56459673473945
gene-LOC111107225,0.1850232119229,1.27227033500355
gene-LOC111107226,0.497717270648233,2.23336191953547
gene-LOC111107227,0.466696731404036,0.624191541299147
gene-LOC111107228,0.767342960825453,2.34984547158751
gene-LOC111107229,0.482333999148242,0.999206455805016
gene-LOC111107230,0.574805354089238,1.07567297947655
gene-LOC111107231,0.412852306992659,1.16600166315357
gene-LOC111107232,0.539734966992755,1.07899475478904
gene-LOC111107233,0.289588163641749,2.01550723726545
gene-LOC111107234,0.884369249276825,0.950871297450069
gene-LOC111107235,0.766333697143796,0.888288252575957
gene-LOC111107236,0.664695865007289,1.05988488112629
gene-LOC111107237,0.0778603243097991,0.197346585332569
gene-LOC111107238,0.421025251271167,1.50963508989978
gene-LOC111107239,0.477940427471521,0.743019008594557
gene-LOC111107240,0.472207271486177,0.287589343309385
gene-LOC111107241,0.775095490298663,2.54826403542909
gene-LOC111107242,2.125,1.59009387111076
gene-LOC111107243,0.859315543572785,1.94966917608948
gene-LOC111107244,0.704316244794613,0.747938606774298
gene-LOC111107245,0.588674329408339,0.442854454584352
gene-LOC111107246,0.768822562243338,1.05640242884608
gene-LOC111107247,0.667652876967608,0.832189335478111
gene-LOC111107248,0.711085070669988,0.851413980259329
gene-LOC111107249,1.22857406353785,2.91681547239451
gene-LOC111107250,0.302977300208837,0.427649298196994
gene-LOC111107251,0.339356971548396,1.10591137986086
gene-LOC111107252,1.53092913018358,1.2763846759855
gene-LOC111107253,0.430470975376454,0.805961780220085
gene-LOC111107254,0.51554188030668,1.34353433091845
gene-LOC111107255,0.425857239467767,0.586691598301958
gene-LOC111107256,0.481279429541127,0.497939756542022
gene-LOC111107257,0.562663881085611,0.397574703152356
gene-LOC111107258,0.424711994286139,0.397364500582502
gene-LOC111107259,0.367714498777102,0.726952624994446
gene-LOC111107260,0.305604799630222,0.460944685490076
gene-LOC111107261,1.11180781994444,1.45362565983823
gene-LOC111107262,0.723972863211669,1.00465159378894
gene-LOC111107263,0.499240258067685,0.667913380741144
gene-LOC111107264,0.530930770426121,0.632247945355888
gene-LOC111107265,0.451153041649292,1.62316648990458
gene-LOC111107266,0.504986247706433,0.563908038111664
gene-LOC111107267,2.125,NA
gene-LOC111107268,0.685699698441659,0.658755620284771
gene-LOC111107269,NA,2.0461375798171
gene-LOC111107270,0.464705793453289,0.293047302992355
gene-LOC111107271,0.490731640987495,1.08810264192258
gene-LOC111107272,0.636112720457923,1.05455560329295
gene-LOC111107273,0.65667572583175,0.268121538185558
gene-LOC111107274,1.77628379642817,0.408949862512007
gene-LOC111107275,0.614070207556449,2.91681547239451
gene-LOC111107276,0.267515255563559,0.503803870336688
gene-LOC111107277,0.439326418442709,1.10887829981212
gene-LOC111107278,0.236162767597506,1.16050214930181
gene-LOC111107279,0.403908965184694,0.302762760723841
gene-LOC111107280,0.591064588829746,0.69192809857534
gene-LOC111107281,0.227772088330965,0.650169693394296
gene-LOC111107282,0.456650141592213,1.02136357120146
gene-LOC111107283,0.475806863732578,0.927047608985947
gene-LOC111107284,0.830145526003108,1.05673800548499
gene-LOC111107285,0.581217875448965,0.316795830042793
gene-LOC111107286,0.820064061499639,1.78396453193172
gene-LOC111107287,0.471130683584891,0.861112323059156
gene-LOC111107288,0.401203602122407,0.864658381424256
gene-LOC111107289,0.310169800667434,1.54650916900373
gene-LOC111107290,0.272735868708188,0.755189390150162
gene-LOC111107291,0.464073888522454,1.11397855524942
gene-LOC111107292,0.610314028097071,1.93986118788131
gene-LOC111107293,0.778337930657139,2.19910522767974
gene-LOC111107294,0.210119251952262,0.354091582545578
gene-LOC111107295,0.2166916232934,2.04599074790965
gene-LOC111107296,0.793982229430771,0.794061520472442
gene-LOC111107297,0.334631209314687,0.210364586846538
gene-LOC111107298,0.430175236365004,0.433595526650122
gene-LOC111107299,0.585989047874577,0.691842180243768
gene-LOC111107300,0.483285525145992,0.644296001129323
gene-LOC111107301,0.339121180309829,0.322467220668984
gene-LOC111107302,0.765744464773365,1.26969010627056
gene-LOC111107303,0.256688461353083,0.691084889143002
gene-LOC111107304,1.54401819212766,2.19592794156298
gene-LOC111107305,0.395055417649286,1.93966916806297
gene-LOC111107306,0.300061434375263,0.802342447641857
gene-LOC111107307,0.0506153982952528,0.512667910681635
gene-LOC111107308,1.32375707054684,0.872787875061092
gene-LOC111107309,0.415755044985392,1.47881118882094
gene-LOC111107310,1.3365928134876,1.70292287672237
gene-LOC111107311,0.916899640007803,1.21608950421182
gene-LOC111107312,0.679503725121817,0.518779377946382
gene-LOC111107313,0.577391934042539,0.774553624931936
gene-LOC111107314,NA,NA
gene-LOC111107315,0.35066120884775,0.343550533877061
gene-LOC111107316,0.460630517993487,0.211908398274873
gene-LOC111107317,1.29294253148775,0.629854394144118
gene-LOC111107318,0.243243113982747,0.20903657607279
gene-LOC111107319,NA,2.91681547239451
gene-LOC111107320,0.453282059122311,0.512101080362095
gene-LOC111107321,0.440268955728835,2.26646087218864
gene-LOC111107322,0.417268309633798,1.11435262979629
gene-LOC111107323,0.279047393687933,0.558177687608039
gene-LOC111107324,0.119888676561223,0.498523010617277
gene-LOC111107325,1.00429519415547,0.41959029308122
gene-LOC111107326,0.164234089680144,0.214109447136466
gene-LOC111107327,0.572584145194592,1.34893663061036
gene-LOC111107328,1.3619989676146,0.365531871102571
gene-LOC111107329,0.672029637977274,0.344871677363714
gene-LOC111107330,0.582620016117633,2.17194759972646
gene-LOC111107331,1.20689367309948,1.44248296022397
gene-LOC111107332,0.371739121581883,0.271037621758835
gene-LOC111107333,0.521125248045544,0.574921415997105
gene-LOC111107334,0.373891191879534,0.634705524565211
gene-LOC111107335,0.116453846971631,0.158814298689969
gene-LOC111107336,0.11132957226304,0.274592581030707
gene-LOC111107337,0.485415392037404,0.761135733349368
gene-LOC111107338,0.516848359065921,0.400444796922661
gene-LOC111107339,0.944917350351215,1.03041944916172
gene-LOC111107340,0.412025118482076,0.388383994654926
gene-LOC111107341,0.49356307043152,0.414516791788908
gene-LOC111107342,0.0620111411398142,0.325263095385029
gene-LOC111107343,1.50566829641988,0.291915711827076
gene-LOC111107344,0.210281604933108,1.10253372917615
gene-LOC111107345,0.327892161735039,1.00250669469855
gene-LOC111107346,0.439850194406516,0.404351095027101
gene-LOC111107347,0.339312076686667,0.424046077275768
gene-LOC111107348,0.932442729929493,0.712967419745769
gene-LOC111107349,0.300652124295373,0.470032886099091
gene-LOC111107350,1.00968105074335,2.91681547239451
gene-LOC111107351,0.275717952650112,0.232990946405362
gene-LOC111107352,1.43188663467848,NA
gene-LOC111107353,0.942445524471488,0.796221642484096
gene-LOC111107354,0.396983868259638,0.481569195151018
gene-LOC111107355,0.358220335399849,1.06353621114141
gene-LOC111107356,0.285047809004101,0.297431321526581
gene-LOC111107357,0.620318931895228,0.17732894561223
gene-LOC111107358,0.40467989556847,0.148614619951853
gene-LOC111107359,0.488098710081512,1.1600086813938
gene-LOC111107360,0.495375982729216,1.50728376513001
gene-LOC111107361,0.60706579159705,1.36612616665221
gene-LOC111107362,0.54795226459397,0.99476305666005
gene-LOC111107363,0.274538902375268,0.256955624072387
gene-LOC111107364,0.0997946000192748,0.319090391965551
gene-LOC111107365,0.57485179237258,2.18267668194822
gene-LOC111107366,1.11390326361919,1.51827751473989
gene-LOC111107367,0.359294717873854,1.60073787875683
gene-LOC111107368,0.716513143925819,1.19427861884336
gene-LOC111107369,0.546458687401842,2.91681547239451
gene-LOC111107370,1.34308665703198,1.9099359660142
gene-LOC111107371,0.26660909924152,0.475183317453548
gene-LOC111107372,0.512560447414175,0.923306591562925
gene-LOC111107373,0.336794472387252,0.195727844023305
gene-LOC111107374,0.563409273332029,0.324679261574163
gene-LOC111107375,1.27863230371582,2.91681547239451
gene-LOC111107376,1.24720549300424,2.00212243729353
gene-LOC111107377,0.716012154393753,0.370533180376222
gene-LOC111107378,0.400159977005863,2.12329983493825
gene-LOC111107379,0.97213497099586,1.91000127234468
gene-LOC111107380,0.61389893145842,1.38552415321439
gene-LOC111107381,1.77951313259861,2.91681547239451
gene-LOC111107382,0.590112193779248,1.74342916611317
gene-LOC111107383,2.125,2.91681547239451
gene-LOC111107384,1.22688873584471,1.96928224092143
gene-LOC111107385,0.824521088931651,2.28655060657915
gene-LOC111107386,NA,NA
gene-LOC111107387,0.284229511217244,0.691480193521724
gene-LOC111107388,1.24854709716599,2.91681547239451
gene-LOC111107389,1.82701441110283,1.97499256924774
gene-LOC111107390,0.873022266616751,1.48819267175474
gene-LOC111107391,2.125,1.75909399382298
gene-LOC111107392,2.125,2.91681547239451
gene-LOC111107393,0.321563413722214,0.26936612167742
gene-LOC111107394,0.144802867497577,0.27665473777262
gene-LOC111107395,0.2055696698879,0.257226950322748
gene-LOC111107396,1.22812368793941,1.91203581858535
gene-LOC111107397,0.774727813664857,2.91681547239451
gene-LOC111107398,0.520012911762084,0.942399958204641
gene-LOC111107399,0.715017829527467,1.38610978986272
gene-LOC111107400,0.535122215850067,1.27680419515476
gene-LOC111107401,0.100397109596242,0.61844057670471
gene-LOC111107402,0.14679359083778,0.291170684440881
gene-LOC111107403,0.57307979329496,0.955052616380803
gene-LOC111107404,0.427530530232256,0.360993112853318
gene-LOC111107405,0.457865034419406,0.413980297468036
gene-LOC111107406,0.23148789210542,0.486304915324255
gene-LOC111107407,0.543251964484829,0.308251123307661
gene-LOC111107408,0.422560444998651,0.355392952550375
gene-LOC111107409,0.0635673922984765,0.495040972595307
gene-LOC111107410,0.335187354415109,0.214099260909436
gene-LOC111107411,0.401106535742478,0.246158297664953
gene-LOC111107412,0.609237593177788,1.28505941025711
gene-LOC111107413,0.47174350153655,0.465405148664918
gene-LOC111107414,0.417753270344835,0.422580782945251
gene-LOC111107415,0.520626245743599,0.429617120311493
gene-LOC111107416,0.736257484963646,2.91681547239451
gene-LOC111107417,NA,NA
gene-LOC111107418,0.482297693743589,0.392981994059241
gene-LOC111107419,0.517514617009902,0.369054051194319
gene-LOC111107420,1.43466487637222,0.472020712804884
gene-LOC111107421,0.524295182107028,0.780419332653851
gene-LOC111107422,0.147716802782251,0.230368222506368
gene-LOC111107423,0.608971655100112,1.06804821545317
gene-LOC111107424,0.35719929278731,0.93676519012829
gene-LOC111107425,0.603648038110336,0.640608795404954
gene-LOC111107426,0.761262174025451,0.71178492486569
gene-LOC111107427,0.369536865851546,0.336434643568007
gene-LOC111107428,0.812118578574278,0.429035097032668
gene-LOC111107429,0.420270564858359,0.315399893432411
gene-LOC111107430,0.25295769604542,0.226794276389337
gene-LOC111107431,0.171455864149141,0.690344372263777
gene-LOC111107432,0.684793713586038,0.0609160454163078
gene-LOC111107433,0.57369474254112,0.408551161101706
gene-LOC111107434,1.19124999853008,0.430949264683128
gene-LOC111107435,NA,NA
gene-LOC111107436,0.329127403928222,0.624892371400936
gene-LOC111107437,0.200718344643258,0.539064418903398
gene-LOC111107438,0.436842525311432,0.29653819650454
gene-LOC111107439,0.607043383672903,0.787044100203048
gene-LOC111107440,0.595917298118564,1.73639496073953
gene-LOC111107441,1.25275315910324,2.91681547239451
gene-LOC111107442,0.824499159941995,1.76137305045423
gene-LOC111107443,0.300826203071139,0.143524884666656
gene-LOC111107444,0.490073439374328,1.1185068993175
gene-LOC111107445,0.533910169248952,2.00484673512244
gene-LOC111107446,0.91860577984391,0.304072291914988
gene-LOC111107447,0.773919430126257,2.19786672587025
gene-LOC111107448,0.897135673111558,2.33107166029892
gene-LOC111107449,0.566799096664621,0.984437217993994
gene-LOC111107450,2.125,0.759455570586506
gene-LOC111107451,0.795531219606028,0.682457948945622
gene-LOC111107452,1.08165715425249,0.932366071474314
gene-LOC111107453,0.64305188169628,0.534125218422066
gene-LOC111107454,0.441585842290258,0.448443293987786
gene-LOC111107455,0.347084053923249,1.26971279713734
gene-LOC111107456,0.642508076331893,0.666640207331269
gene-LOC111107457,0.871748799924303,1.83895662246239
gene-LOC111107458,0.902994676462708,1.61841711007254
gene-LOC111107459,0.890026137243717,1.51830858693861
gene-LOC111107460,0.807099029562421,2.00918786481955
gene-LOC111107461,1.36376612710482,2.07194920689727
gene-LOC111107462,0.48957554621088,0.414295514854609
gene-LOC111107463,0.415801445824436,0.48424826687874
gene-LOC111107464,2.1216201912333,1.92221424119972
gene-LOC111107465,1.22701896030797,2.91681547239451
gene-LOC111107466,1.14259744198786,2.39777412702434
gene-LOC111107467,1.30174724563735,1.52584380121234
gene-LOC111107468,0.474417063628604,0.792685957496198
gene-LOC111107469,1.31844027433154,0.269910443158046
gene-LOC111107470,1.07855980650042,1.06904651943142
gene-LOC111107471,1.08506045678282,2.07860405231216
gene-LOC111107472,0.624819863239291,1.0636657852127
gene-LOC111107473,1.20359345758262,0.995556130615429
gene-LOC111107474,0.39923861788475,0.863024155313899
gene-LOC111107475,2.125,NA
gene-LOC111107476,0.965268892625977,1.84461110204153
gene-LOC111107477,0.363480199299783,0.511793992139777
gene-LOC111107478,1.29584760285542,0.393595767259455
gene-LOC111107479,0.455239310079079,0.709433358088258
gene-LOC111107480,0.663004092334813,0.381539861674436
gene-LOC111107481,0.563131365075869,0.227277356545043
gene-LOC111107482,1.22093469242316,0.255640373966269
gene-LOC111107483,0.573641916446817,0.710279643323284
gene-LOC111107484,0.345829167811046,0.362006186406137
gene-LOC111107485,0.385045311849597,0.279136307156672
gene-LOC111107486,0.39983035481072,1.54434320704268
gene-LOC111107487,0.296207232519835,0.421231287343309
gene-LOC111107488,0.0842219558627156,0.204265042681534
gene-LOC111107489,0.45795576731479,1.14848290155082
gene-LOC111107490,0.956703088367662,0.905046427059418
gene-LOC111107491,0.294036063986193,0.38470825970317
gene-LOC111107492,0.147873637713763,0.672309068490973
gene-LOC111107493,0.140916052338305,2.10877846914256
gene-LOC111107494,0.859420120516603,1.10181396934869
gene-LOC111107495,1.08833925969551,1.9376829327472
gene-LOC111107496,0.837596330251125,0.526048431351791
gene-LOC111107497,0.602601149381701,1.23372913539258
gene-LOC111107498,1.25486313052089,NA
gene-LOC111107499,0.940482914286088,1.04219825492806
gene-LOC111107500,2.125,NA
gene-LOC111107501,0.760845935732293,0.596769751400398
gene-LOC111107502,0.613383614616946,2.91681547239451
gene-LOC111107503,2.125,1.9415825284291
gene-LOC111107504,0.44400712161166,0.45500223506563
gene-LOC111107505,0.861193805421491,2.07772389070786
gene-LOC111107506,0.349642388723737,0.795019008854455
gene-LOC111107507,1.0028825895821,0.883099621572277
gene-LOC111107508,0.466791406419043,1.05481664556238
gene-LOC111107509,2.125,1.5513516472651
gene-LOC111107510,0.981367212546822,1.30217734893022
gene-LOC111107511,0.221532854188455,0.298563857378527
gene-LOC111107512,0.21146528482139,0.573226712677148
gene-LOC111107513,0.886293110648219,0.261640197025682
gene-LOC111107514,0.316379197562577,0.631366281136048
gene-LOC111107515,0.14026235857345,0.689267613434749
gene-LOC111107516,2.07581888068726,1.22689726186692
gene-LOC111107517,2.125,2.30354729315482
gene-LOC111107518,0.191954439379221,0.295572744376832
gene-LOC111107519,1.12301840777831,2.21080475465435
gene-LOC111107520,0.519432716854333,0.271393741873987
gene-LOC111107521,0.383388353546151,0.606483499051288
gene-LOC111107522,1.92313250266397,1.96711136249374
gene-LOC111107523,2.02119712855311,2.26025747285667
gene-LOC111107524,2.125,1.42504743787262
gene-LOC111107525,0.573046478016173,0.518851219481214
gene-LOC111107526,0.578273166764117,0.773833729931912
gene-LOC111107527,0.615266896627641,2.91681547239451
gene-LOC111107528,0.772595821184482,0.577657812392212
gene-LOC111107529,0.553621185885746,0.643320857461438
gene-LOC111107530,0.869030541738937,0.848479458101795
gene-LOC111107531,0.773710458260746,2.91681547239451
gene-LOC111107532,0.467046685964019,0.520320480980187
gene-LOC111107533,0.717812724437844,1.52571798251747
gene-LOC111107534,1.68389469556279,2.42547564759736
gene-LOC111107535,0.926487511649894,1.94825895073096
gene-LOC111107536,0.41928316990753,0.745853140117004
gene-LOC111107537,0.97450545244303,0.908925135146916
gene-LOC111107538,0.20429831297998,0.609603787704769
gene-LOC111107539,0.489811118681868,0.994340750315924
gene-LOC111107540,0.564644217493963,1.14342572961729
gene-LOC111107541,1.07540782992253,NA
gene-LOC111107542,0.173788481479891,0.436613575875598
gene-LOC111107543,1.45857778554335,0.230828188983602
gene-LOC111107544,0.609646431400605,0.824938221975358
gene-LOC111107545,0.539851022683927,0.686717510107745
gene-LOC111107546,0.47317215347991,0.945573704323112
gene-LOC111107547,0.508997575642977,1.01631841946301
gene-LOC111107548,0.483593351358851,0.347686760399028
gene-LOC111107549,0.493890858115083,1.09602868146234
gene-LOC111107550,0.825302902547423,0.860965799100273
gene-LOC111107551,0.452220198294414,0.535613577900704
gene-LOC111107552,0.422939157420934,1.01217214535112
gene-LOC111107553,0.436329934249704,0.999674300543907
gene-LOC111107554,0.579190042515456,0.739007228807424
gene-LOC111107555,0.466993203489356,1.34726275369517
gene-LOC111107556,0.368868044578986,0.998961001173847
gene-LOC111107557,0.501534714498122,1.05153704666108
gene-LOC111107558,0.42453864893687,1.2527521785931
gene-LOC111107559,0.320939486957281,2.45811884564099
gene-LOC111107560,0.397742930590102,0.521442325509854
gene-LOC111107561,0.822145713061199,1.06502900303924
gene-LOC111107562,0.615410616913153,0.555324565325618
gene-LOC111107563,0.738741702449085,1.5050261799496
gene-LOC111107564,0.514998412017995,1.32096137921487
gene-LOC111107565,0.157667776119196,0.183906573291907
gene-LOC111107566,0.215896945527978,1.15290582148305
gene-LOC111107567,0.171529959673489,2.11852891250358
gene-LOC111107568,0.365399355423891,1.34172079287854
gene-LOC111107569,0.394337048347469,0.287022762590888
gene-LOC111107570,0.400953044472371,0.613415339129991
gene-LOC111107571,0.469467859311939,1.11667951064652
gene-LOC111107572,0.764883867171798,1.16794502249626
gene-LOC111107573,0.208046080862723,0.333226959663787
gene-LOC111107574,0.180987706009896,0.25021503490427
gene-LOC111107575,0.514684253748086,0.787297535828939
gene-LOC111107576,0.606611147130273,1.25676351343993
gene-LOC111107577,0.670694902932096,0.615166976717517
gene-LOC111107578,0.636212002175078,0.356843745499131
gene-LOC111107579,0.774670621505826,1.42366565003106
gene-LOC111107580,0.622349988066914,0.316038367334033
gene-LOC111107581,0.787846546793057,1.31653096649386
gene-LOC111107582,0.693565873974339,1.06376877773648
gene-LOC111107583,2.125,1.8305910499082
gene-LOC111107584,0.144655304523002,0.392396511307067
gene-LOC111107585,2.05743712075044,2.91681547239451
gene-LOC111107586,1.41866411015557,1.07684408155679
gene-LOC111107587,0.533884583153541,1.00763537552831
gene-LOC111107588,0.69232456896662,0.905054124523989
gene-LOC111107589,0.343668613917667,0.66090069968814
gene-LOC111107590,0.927531399777559,0.815073624821997
gene-LOC111107591,0.493345137765638,0.430864955777409
gene-LOC111107592,1.27263768144377,2.43818242348572
gene-LOC111107593,1.10652435661484,0.519449210419937
gene-LOC111107594,0.451418455842666,0.850297169853771
gene-LOC111107595,0.221273266314596,0.499814479259444
gene-LOC111107596,0.647879512775898,1.07193180751308
gene-LOC111107597,0.736477966817465,1.61827001896423
gene-LOC111107598,0.664605550716636,1.24301018983625
gene-LOC111107599,1.58625576634258,2.91681547239451
gene-LOC111107600,0.208312500659914,0.228497860828799
gene-LOC111107601,0.535870373856328,NA
gene-LOC111107602,0.43613376857864,1.01823918069135
gene-LOC111107603,1.22975080580892,1.91656272806965
gene-LOC111107604,0.502049673773392,0.547724798613289
gene-LOC111107605,1.07662145194284,1.22999722726881
gene-LOC111107606,0.488819576772701,0.930137291526099
gene-LOC111107607,0.506119475258977,0.12349570370022
gene-LOC111107608,0.580927420716646,0.311641700337958
gene-LOC111107609,0.219897462587985,0.368354712317196
gene-LOC111107610,0.580453045542693,1.42786484049317
gene-LOC111107611,0.360421179233685,0.42704182736071
gene-LOC111107612,0.573853587974225,2.03167506261924
gene-LOC111107613,0.54711665702608,2.91681547239451
gene-LOC111107614,1.55431070917432,0.640510990931842
gene-LOC111107615,0.391123842419748,1.17294708862929
gene-LOC111107616,0.857319242141729,2.91681547239451
gene-LOC111107617,0.533409873462407,1.0370077322523
gene-LOC111107618,0.928540325583626,1.50239998694863
gene-LOC111107619,1.41598091188088,0.35445235673943
gene-LOC111107620,0.177295230437679,0.344587783183403
