gene,meth_diff
gene-LOC111117759,0.40270194374999946
gene-LOC111117760,-0.4173532999999985
gene-LOC111117761,-0.03509347641509439
gene-LOC111117762,-0.5987852307692414
gene-LOC111117764,-4.8649102898351515
gene-LOC111117765,-0.02874644444444563
gene-LOC111117768,-0.012644106481481343
gene-LOC111117769,-3.4035601607142922
gene-LOC111117771,1.3277046250000026
gene-LOC111117772,-6.751633000000005
gene-LOC111117773,-19.659467749999997
gene-LOC111117776,5.014003250000001
gene-LOC111117777,9.537939875
gene-LOC111117778,-6.64924234375
gene-LOC111117782,-2.2092958750000005
gene-LOC111117786,0.07901280769230765
gene-LOC111117789,0.04732422761194027
gene-LOC111117790,-4.720490312500001
gene-LOC111117791,-0.156775575
gene-LOC111117795,-0.5810357343749999
gene-LOC111117796,-0.072099625
gene-LOC111117798,-0.020983387711864532
gene-LOC111117800,-1.6255750214285598
gene-LOC111117801,0.004490581325301224
gene-LOC111117802,0.012991650000000105
gene-LOC111117803,-6.3394136964286005
gene-LOC111117804,1.9619550119047546
gene-LOC111117805,-0.04773489516129037
gene-LOC111117806,-3.24849979807692
gene-LOC111117809,7.785501468750002
gene-LOC111117810,-7.058197111111113
gene-LOC111117812,-2.370802333333316
gene-LOC111117813,-8.802562304878077
gene-LOC111117815,-4.6962733125
gene-LOC111117816,-0.3169136428571573
gene-LOC111117818,-10.022432804687497
gene-LOC111117819,-7.571494600000001
gene-LOC111117820,-0.04250554999999989
gene-LOC111117832,-1.6350144305555556
gene-LOC111117833,-2.71843723333333
gene-LOC111117834,-1.6805213125000091
gene-LOC111117835,-3.261678875000001
gene-LOC111117844,-0.29741899999999943
gene-LOC111117846,-5.283979828125005
gene-LOC111117847,-0.08548597916666653
gene-LOC111117850,-1.5828797569444504
gene-LOC111117851,-0.02868071701388908
gene-LOC111117853,0.03591256388888897
gene-LOC111117854,-0.1373742604166669
gene-LOC111117857,-0.15207915624999999
gene-LOC111117858,2.7304742539062516
gene-LOC111117861,-0.47084399999999993
gene-LOC111117863,0.13015092307692339
gene-LOC111117870,0.06698791666666687
gene-LOC111117871,3.236803578125
gene-LOC111117872,-1.7468516715115996
gene-LOC111117873,0.019287334016393654
gene-LOC111117875,-0.078328015625
gene-LOC111117876,-0.1307226481481482
gene-LOC111117877,-1.0797170486111014
gene-LOC111117878,-0.00836445147058823
gene-LOC111117879,0.2668588405172411
gene-LOC111117881,-0.09296294270833341
gene-LOC111117889,-5.325204875
gene-LOC111117894,-0.06265035101010108
gene-LOC111117895,-0.04210837500000003
gene-LOC111117898,-0.18981526249999997
gene-LOC111117900,-0.024553549999999993
gene-LOC111117901,0.0030015314986737707
gene-LOC111117902,6.0956187499999785
gene-LOC111117904,-1.9602437732142874
gene-Trnaa-cgc-11,-0.011949656249999996
gene-Trnal-uaa-2,0.1173448125
gene-Trnal-uaa-3,0.007143359375000019
