gene,Sex,Treatment,mean_mean,mean_sem
gene-LOC111116679,F,Control,0.23622615,0.23622615
gene-LOC111116679,F,Exposed,0.071428575,0.071428575
gene-LOC111116679,M,Control,0.75,0.75
gene-LOC111116679,M,Exposed,0.45635073333333337,0.36754041829019
gene-LOC111116683,F,Control,62.330046528846154,4.751771501338896
gene-LOC111116683,F,Exposed,61.44932853365385,4.817633190812852
gene-LOC111116683,M,Control,72.46588207692308,5.93278442037821
gene-LOC111116683,M,Exposed,77.38327538461542,4.732830727581541
gene-LOC111116684,F,Control,0.36085830978260874,0.222646787148753
gene-LOC111116684,F,Exposed,0.23878513043478272,0.1580300918206042
gene-LOC111116684,M,Control,0.367181054347826,0.30265531542054924
gene-LOC111116684,M,Exposed,0.21251251449275332,0.14296390485720115
gene-LOC111116685,F,Control,17.315343046875,3.929086959521874
gene-LOC111116685,F,Exposed,14.816814046875,3.8352075180158587
gene-LOC111116685,M,Control,28.64200115625,3.5330549950534422
gene-LOC111116685,M,Exposed,34.307945958333335,3.744759169177953
gene-LOC111116686,F,Control,0.3404828295454544,0.27114542511599027
gene-LOC111116686,F,Exposed,0.5354990340909095,0.2801338693803195
gene-LOC111116686,M,Control,0.3965004545454546,0.2920855467117393
gene-LOC111116686,M,Exposed,0.43204677272727227,0.26810501019314326
gene-LOC111116688,F,Control,0.8928360963114752,0.21123550732076962
gene-LOC111116688,F,Exposed,0.7537690122950816,0.2055276200547635
gene-LOC111116688,M,Control,0.7051548606557373,0.18057802855677776
gene-LOC111116688,M,Exposed,0.3789887732240437,0.11491996162666977
gene-LOC111116692,F,Control,18.214261583333325,4.568565669821043
gene-LOC111116692,F,Exposed,18.11368981250001,4.751381965719323
gene-LOC111116692,M,Control,22.861745374999995,4.864171286056937
gene-LOC111116692,M,Exposed,16.015763555555566,4.4813997751516235
gene-LOC111116695,F,Control,0.15072639583333336,0.11826438986636212
gene-LOC111116695,F,Exposed,0.2549534375,0.2549534375
gene-LOC111116695,M,Control,0.4166666666666675,0.4166666666666675
gene-LOC111116695,M,Exposed,0.41243961111111166,0.22029147660619167
gene-LOC111116696,F,Control,0.89620959375,0.596137272943579
gene-LOC111116696,F,Exposed,2.45891828125,1.5608018659075387
gene-LOC111116696,M,Control,13.2903503125,1.21228458263726
gene-LOC111116696,M,Exposed,0.9652777916666667,0.5361632795213583
gene-LOC111116697,F,Control,50.95869702462122,4.069553086428575
gene-LOC111116697,F,Exposed,50.01092113446969,3.9283075976969912
gene-LOC111116697,M,Control,71.38182106439395,4.608907539944625
gene-LOC111116697,M,Exposed,72.47997298737371,4.631652847740967
gene-LOC111116698,F,Control,0.5463777274305551,0.23239554298805437
gene-LOC111116698,F,Exposed,0.3181654513888888,0.1423453760298025
gene-LOC111116698,M,Control,0.4452132708333333,0.1294195821908345
gene-LOC111116698,M,Exposed,0.3701375856481482,0.1188681563725084
gene-LOC111116700,F,Control,0.15913349999999998,0.13518530869416837
gene-LOC111116700,F,Exposed,0.363817975,0.22042346716915787
gene-LOC111116700,M,Control,0.2160026,0.15720377410926223
gene-LOC111116700,M,Exposed,0.5652160333333333,0.4285533548486424
gene-LOC111116701,F,Control,0.3706018348214286,0.18387730210671324
gene-LOC111116701,F,Exposed,0.3176400223214285,0.152855981485961
gene-LOC111116701,M,Control,0.20555522321428574,0.11553453182033825
gene-LOC111116701,M,Exposed,0.27140403571428573,0.1528057323062876
gene-LOC111116703,F,Control,0,NA
gene-LOC111116703,F,Exposed,0,NA
gene-LOC111116703,M,Control,0,NA
gene-LOC111116703,M,Exposed,0.462963,NA
gene-LOC111116707,F,Control,0.37304777651515136,0.09915636516498597
gene-LOC111116707,F,Exposed,0.38511917424242426,0.1200167274744448
gene-LOC111116707,M,Control,0.2601943156565655,0.08320547714144508
gene-LOC111116707,M,Exposed,0.2649302996632995,0.07884688652950665
gene-LOC111116709,F,Control,0.3161135892857145,0.1720546594913051
gene-LOC111116709,F,Exposed,0.22828608928571437,0.16087603671337375
gene-LOC111116709,M,Control,0.42410139285714277,0.2760894871558078
gene-LOC111116709,M,Exposed,0.24744421428571417,0.185881077134539
gene-LOC111116710,F,Control,0.4295846686046517,0.09556420454149453
gene-LOC111116710,F,Exposed,0.27905151344476753,0.0492918207195126
gene-LOC111116710,M,Control,0.317974296511628,0.05830721443379287
gene-LOC111116710,M,Exposed,0.501894807655039,0.1219307427879778
gene-LOC111116711,F,Control,20.830216749999998,5.0502087402057185
gene-LOC111116711,F,Exposed,13.144969925,3.150880468236846
gene-LOC111116711,M,Control,45.42855625,2.9513361416910975
gene-LOC111116711,M,Exposed,13.0436748,3.5210704287101366
gene-LOC111116715,F,Control,0.2892854353448275,0.12555531137302062
gene-LOC111116715,F,Exposed,0.34404129525862076,0.1390089951558282
gene-LOC111116715,M,Control,0.48377708620689647,0.24795071426074153
gene-LOC111116715,M,Exposed,0.34267709482758635,0.12025306182675495
gene-LOC111116716,F,Control,0.48288781818181803,0.409649159883337
gene-LOC111116716,F,Exposed,0.24962682954545512,0.13224011940152325
gene-LOC111116716,M,Control,0.20316804545454525,0.16778705261417226
gene-LOC111116716,M,Exposed,0.45600221212121267,0.45600221212121267
gene-LOC111116718,F,Control,13.881784875000001,3.560652625
gene-LOC111116718,F,Exposed,0.610388375,0.37000375
gene-LOC111116718,M,Control,0.6322996249999999,0.208570875
gene-LOC111116718,M,Exposed,7.609066833333333,0.29759516666666685
gene-LOC111116722,F,Control,14.3060015625,1.7291944375
gene-LOC111116722,F,Exposed,23.3036621875,3.1252475625000002
gene-LOC111116722,M,Control,28.440369,4.98824675
gene-LOC111116722,M,Exposed,13.110991833333333,2.298089
gene-LOC111116725,F,Control,0.7769328148584904,0.16736266353150903
gene-LOC111116725,F,Exposed,1.1418691367924523,0.2618838997686572
gene-LOC111116725,M,Control,1.1805985931603762,0.2675666780564268
gene-LOC111116725,M,Exposed,0.36787720597484264,0.0853570198768116
gene-LOC111116726,F,Control,0.266228625,NA
gene-LOC111116726,F,Exposed,0.40322575,NA
gene-LOC111116726,M,Control,0,NA
gene-LOC111116726,M,Exposed,0.4115226666666667,NA
gene-LOC111116727,F,Control,36.122327999999996,NA
gene-LOC111116727,F,Exposed,14.58205025,NA
gene-LOC111116727,M,Control,29.315476250000003,NA
gene-LOC111116727,M,Exposed,23.169893333333334,NA
gene-LOC111116730,F,Control,5.514878073839657,0.20011879304277227
gene-LOC111116730,F,Exposed,3.881148682489457,0.25904920247200264
gene-LOC111116730,M,Control,1.9252061550632904,0.3208022075176498
gene-LOC111116730,M,Exposed,0.5702291729957805,0.1266864602325238
gene-LOC111116731,F,Control,0.09569678125,0.08649431634097238
gene-LOC111116731,F,Exposed,0.372037796875,0.2788302947646326
gene-LOC111116731,M,Control,0.14145165625,0.1245802263030125
gene-LOC111116731,M,Exposed,0.10049710416666666,0.06678183916678
gene-LOC111116732,F,Control,0.17777325,0.13356382998078625
gene-LOC111116732,F,Exposed,0.1909324375,0.14404797613748938
gene-LOC111116732,M,Control,0.166341453125,0.12879717123269352
gene-LOC111116732,M,Exposed,0.2857842916666667,0.1496795387645658
gene-LOC111116733,F,Control,0.4356219464285707,0.26146113074045213
gene-LOC111116733,F,Exposed,0.3137354464285715,0.21588014893390012
gene-LOC111116733,M,Control,0.09792085714285725,0.063240844325668
gene-LOC111116733,M,Exposed,0.18569395238095235,0.18569395238095235
gene-LOC111116734,F,Control,10.396634625,NA
gene-LOC111116734,F,Exposed,0,NA
gene-LOC111116734,M,Control,1.3157895,NA
gene-LOC111116734,M,Exposed,0.4166666666666667,NA
gene-LOC111116735,F,Control,0,NA
gene-LOC111116735,F,Exposed,0,NA
gene-LOC111116735,M,Control,0.51344875,NA
gene-LOC111116735,M,Exposed,0,NA
gene-LOC111116736,F,Control,0.2747654625,0.08053951628179998
gene-LOC111116736,F,Exposed,0.25271871041666677,0.06779499546902137
gene-LOC111116736,M,Control,0.44340681875,0.22230337256945834
gene-LOC111116736,M,Exposed,0.2850984236111113,0.08543012519016287
gene-LOC111116737,F,Control,4.807779874999996,1.569279345615319
gene-LOC111116737,F,Exposed,3.3335764488636364,1.0899715097790912
gene-LOC111116737,M,Control,6.043894534090917,2.056463222821827
gene-LOC111116737,M,Exposed,4.703761931818182,1.3571226210478076
gene-LOC111116738,F,Control,0.2047244339285715,0.08358208761862335
gene-LOC111116738,F,Exposed,0.16797549464285708,0.08291636884237556
gene-LOC111116738,M,Control,0.557460232142857,0.31501023090176605
gene-LOC111116738,M,Exposed,0.2864091238095238,0.16887994916115162
gene-LOC111116743,F,Control,0.551994375,NA
gene-LOC111116743,F,Exposed,0.674964875,NA
gene-LOC111116743,M,Control,0,NA
gene-LOC111116743,M,Exposed,1.0873745,NA
gene-LOC111116744,F,Control,0.19945568975903616,0.08048492034720775
gene-LOC111116744,F,Exposed,0.2265032695783133,0.10705105233707646
gene-LOC111116744,M,Control,0.2509750963855423,0.08351881884603703
gene-LOC111116744,M,Exposed,0.2372510240963857,0.09567436170174735
gene-LOC111116745,F,Control,72.4155178125,7.3486203125000005
gene-LOC111116745,F,Exposed,70.652552375,10.318317125
gene-LOC111116745,M,Control,90.841273375,7.208268625
gene-LOC111116745,M,Exposed,94.6405305,3.7902601666666667
gene-LOC111116746,F,Control,5.504353261627906,2.59074628987813
gene-LOC111116746,F,Exposed,5.255045479651162,2.4329360396682658
gene-LOC111116746,M,Control,6.571410261627908,3.053983310627665
gene-LOC111116746,M,Exposed,8.771811131782925,3.6181385730561915
gene-LOC111116749,F,Control,4.742478134615389,1.4635773560209548
gene-LOC111116749,F,Exposed,6.83340942307692,1.750186896046808
gene-LOC111116749,M,Control,4.320570250000009,1.2107847777672462
gene-LOC111116749,M,Exposed,6.1963521153846095,1.4958573166495241
gene-LOC111116750,F,Control,0.24161077848101262,0.08718923896031386
gene-LOC111116750,F,Exposed,0.2624171376582279,0.0936891582703579
gene-LOC111116750,M,Control,0.21243016139240525,0.06332320091454607
gene-LOC111116750,M,Exposed,0.24888593670886067,0.0788731788909891
gene-LOC111116751,F,Control,14.948792562500001,5.7476158125
gene-LOC111116751,F,Exposed,19.3686818125,4.6090359375
gene-LOC111116751,M,Control,17.88047975,9.76359675
gene-LOC111116751,M,Exposed,20.951282083333332,14.451567416666666
gene-LOC111116752,F,Control,1.21001675,NA
gene-LOC111116752,F,Exposed,0,NA
gene-LOC111116752,M,Control,0,NA
gene-LOC111116752,M,Exposed,0,NA
gene-LOC111116754,F,Control,0.2984016704545455,0.25257988745384913
gene-LOC111116754,F,Exposed,0.17608336363636376,0.17608336363636362
gene-LOC111116754,M,Control,0.32237643181818176,0.21752674228740299
gene-LOC111116754,M,Exposed,0.4659501363636358,0.44074505819681364
gene-LOC111116756,F,Control,22.54038975,NA
gene-LOC111116756,F,Exposed,25.078228375000002,NA
gene-LOC111116756,M,Control,16.8968165,NA
gene-LOC111116756,M,Exposed,17.378515,NA
gene-LOC111116761,F,Control,0.24373763586956526,0.11289019261899252
gene-LOC111116761,F,Exposed,0.3401745217391305,0.16156127223550476
gene-LOC111116761,M,Control,0.30283549456521724,0.12358193150944993
gene-LOC111116761,M,Exposed,0.31863422463768115,0.11742484184890171
gene-LOC111116764,F,Control,44.90464720833332,23.00775942855274
gene-LOC111116764,F,Exposed,43.098454833333335,23.0328058388926
gene-LOC111116764,M,Control,38.259715,23.662729312952276
gene-LOC111116764,M,Exposed,36.396755611111104,20.330352901060866
gene-LOC111116766,F,Control,12.2682005,NA
gene-LOC111116766,F,Exposed,15.37090075,NA
gene-LOC111116766,M,Control,25.2392345,NA
gene-LOC111116766,M,Exposed,19.29278933333333,NA
gene-LOC111116769,F,Control,21.92183429166666,1.5451507451376434
gene-LOC111116769,F,Exposed,13.169543083333329,1.274595406235618
gene-LOC111116769,M,Control,21.313686583333325,0.641137534068414
gene-LOC111116769,M,Exposed,24.17813805555555,0.738673052034845
gene-LOC111116773,F,Control,1.34676175,NA
gene-LOC111116773,F,Exposed,3.392371,NA
gene-LOC111116773,M,Control,0,NA
gene-LOC111116773,M,Exposed,1.0226386666666667,NA
gene-LOC111116774,F,Control,0.3334689464285713,0.1436912449999434
gene-LOC111116774,F,Exposed,0.3465758973214285,0.18191868975550962
gene-LOC111116774,M,Control,0.3814513660714287,0.16928793105072026
gene-LOC111116774,M,Exposed,0.27954228571428585,0.1556133873447795
gene-LOC111116776,F,Control,72.8531806221591,5.064112829948444
gene-LOC111116776,F,Exposed,73.9080947784091,4.989182982308575
gene-LOC111116776,M,Control,77.94616635795455,4.991068928555237
gene-LOC111116776,M,Exposed,80.7507968409091,5.130399511789573
gene-LOC111116779,F,Control,22.09433041666665,4.252102061252076
gene-LOC111116779,F,Exposed,33.438127875,4.253089197656366
gene-LOC111116779,M,Control,25.776297611111126,3.184637039928
gene-LOC111116779,M,Exposed,34.03133474074073,3.36486809380704
gene-LOC111116781,F,Control,12.4953710625,1.6043400625
gene-LOC111116781,F,Exposed,13.5790089375,2.7187471875
gene-LOC111116781,M,Control,9.9715495,2.906332
gene-LOC111116781,M,Exposed,12.521269499999999,1.4516178333333334
gene-LOC111116783,F,Control,1.094158497252746,0.48780446624197765
gene-LOC111116783,F,Exposed,1.1872735851648346,0.5468958733428106
gene-LOC111116783,M,Control,1.170095881868134,0.675420931535815
gene-LOC111116783,M,Exposed,3.6647099047619016,0.6308610170160082
gene-LOC111116784,F,Control,65.63211978125,7.24488367115931
gene-LOC111116784,F,Exposed,55.51037677083334,7.904523984413961
gene-LOC111116784,M,Control,47.3585476875,6.626094918653135
gene-LOC111116784,M,Exposed,62.34324668055553,7.922012003253517
gene-LOC111116785,F,Control,0.09638841071428575,0.09638841071428575
gene-LOC111116785,F,Exposed,0.14565448214285712,0.14565448214285712
gene-LOC111116785,M,Control,0.12112967857142876,0.098108538599101
gene-LOC111116785,M,Exposed,1.9375968571428563,1.8568931032204081
gene-LOC111116787,F,Control,0.5738823214285715,0.40625809071298746
gene-LOC111116787,F,Exposed,0.8025588499999999,0.5332379189222209
gene-LOC111116787,M,Control,0.6133394500000002,0.4261628764654685
gene-LOC111116787,M,Exposed,0.5334586523809521,0.3219522526711893
gene-LOC111116789,F,Control,11.045600307291672,1.7746011936172588
gene-LOC111116789,F,Exposed,13.8661397421875,2.3479043968753386
gene-LOC111116789,M,Control,15.986292182291676,2.4980792194100276
gene-LOC111116789,M,Exposed,16.296030031250016,2.5691716808454816
gene-LOC111116790,F,Control,2.286651974999999,0.65327239401506
gene-LOC111116790,F,Exposed,1.6238863416666671,0.5135827722300315
gene-LOC111116790,M,Control,1.1860965666666656,0.5072692728366153
gene-LOC111116790,M,Exposed,1.371975222222224,0.6930349306615311
gene-LOC111116793,F,Control,5.00457459375,0.42104691428079516
gene-LOC111116793,F,Exposed,0.2019758671875,0.143613318263365
gene-LOC111116793,M,Control,0.116946375,0.116946375
gene-LOC111116793,M,Exposed,0.6378197083333333,0.5788259173963489
gene-LOC111116794,F,Control,11.8658873125,6.0037570765286405
gene-LOC111116794,F,Exposed,6.6769155,3.6820290519609964
gene-LOC111116794,M,Control,5.37638095,2.7397490685289876
gene-LOC111116794,M,Exposed,6.80602425,3.3818023368722776
gene-LOC111116795,F,Control,0.2570406806672025,0.032657421899127126
gene-LOC111116795,F,Exposed,0.2863212463826366,0.04309075863199916
gene-LOC111116795,M,Control,0.305727206993569,0.06127388095022372
gene-LOC111116795,M,Exposed,0.30474402599142547,0.05613441909366965
gene-LOC111116798,F,Control,9.311441851851844,1.5786642224868626
gene-LOC111116798,F,Exposed,6.96206743518518,1.3329619444228502
gene-LOC111116798,M,Control,6.3505126481481575,1.2647854927240727
gene-LOC111116798,M,Exposed,3.1756359876543234,1.0126271057327199
gene-LOC111116800,F,Control,3.6218585,NA
gene-LOC111116800,F,Exposed,3.69117125,NA
gene-LOC111116800,M,Control,8.17460325,NA
gene-LOC111116800,M,Exposed,6.549315,NA
gene-LOC111116802,F,Control,25.094685124999998,3.925389063754092
gene-LOC111116802,F,Exposed,18.9635071875,2.8769872792618862
gene-LOC111116802,M,Control,10.361912625,3.9259763300674426
gene-LOC111116802,M,Exposed,10.677108833333333,2.844693073826585
gene-LOC111116803,F,Control,0.3178225256024095,0.10143500214070365
gene-LOC111116803,F,Exposed,0.2851041114457831,0.11338960752015123
gene-LOC111116803,M,Control,0.2962062469879517,0.08810110881423018
gene-LOC111116803,M,Exposed,1.0610684096385534,0.34214916852004057
gene-LOC111116807,F,Control,0.12062590625,0.12062590625
gene-LOC111116807,F,Exposed,0.23135865625,0.23135865625
gene-LOC111116807,M,Control,0.266075375,0.1568517267944175
gene-LOC111116807,M,Exposed,0.030864208333333334,0.030864208333333334
gene-LOC111116808,F,Control,10.7961418125,2.6971848124999998
gene-LOC111116808,F,Exposed,10.7588409375,5.2008764375
gene-LOC111116808,M,Control,28.643019125000002,3.553950375
gene-LOC111116808,M,Exposed,24.587794833333334,6.444997
gene-LOC111116815,F,Control,0.7866611793893126,0.148964388725845
gene-LOC111116815,F,Exposed,0.5203020534351145,0.11718455823086318
gene-LOC111116815,M,Control,0.26727370038167947,0.07829592601556738
gene-LOC111116815,M,Exposed,0.237526854961832,0.0631303360229567
gene-LOC111116817,F,Control,0.5626914107142861,0.24088467014014675
gene-LOC111116817,F,Exposed,0.9511966428571426,0.37003946390201603
gene-LOC111116817,M,Control,1.1269027321428573,0.44815851802664675
gene-LOC111116817,M,Exposed,1.5030038809523802,0.957970614297741
gene-LOC111116818,F,Control,0.28030289375000006,0.10973799091156977
gene-LOC111116818,F,Exposed,0.24191988333333336,0.11619702311111614
gene-LOC111116818,M,Control,0.3823043333333335,0.11423295703066963
gene-LOC111116818,M,Exposed,0.2601308444444445,0.12204285049494713
gene-LOC111116819,F,Control,4.403088289556961,1.1834929855931307
gene-LOC111116819,F,Exposed,3.919403837025316,1.0223799839498247
gene-LOC111116819,M,Control,4.154226253164557,1.190458242509139
gene-LOC111116819,M,Exposed,4.2067152890295345,1.1713181925184093
gene-LOC111116821,F,Control,28.233397999999998,3.3613132933544536
gene-LOC111116821,F,Exposed,26.7360142,2.778747677580395
gene-LOC111116821,M,Control,36.91969625,4.480881449397233
gene-LOC111116821,M,Exposed,31.961016166666667,3.2246183504590666
gene-LOC111116824,F,Control,45.299034384615375,4.961535208284561
gene-LOC111116824,F,Exposed,40.846316355769225,3.846172772412574
gene-LOC111116824,M,Control,46.796086442307676,4.34111280418058
gene-LOC111116824,M,Exposed,34.14110400000001,4.667308788305468
gene-LOC111116825,F,Control,85.87360533333333,9.09195481094997
gene-LOC111116825,F,Exposed,89.76990174999997,5.092036012022196
gene-LOC111116825,M,Control,94.607924,3.7304702382632176
gene-LOC111116825,M,Exposed,95.54820105555555,1.9931733752401715
gene-LOC111116829,F,Control,0.3101975952072539,0.07226923948494961
gene-LOC111116829,F,Exposed,0.24283835233160625,0.06240491100650894
gene-LOC111116829,M,Control,0.3603019948186527,0.14540023857260825
gene-LOC111116829,M,Exposed,0.27427436355785834,0.07102586165815461
gene-LOC111116830,F,Control,0.32725908503401363,0.08105575789512023
gene-LOC111116830,F,Exposed,0.2897448401360544,0.08601785393858111
gene-LOC111116830,M,Control,0.2531201904761908,0.0676416596418402
gene-LOC111116830,M,Exposed,0.3193838038548753,0.10523025271254538
gene-LOC111116831,F,Control,0.26238757060185164,0.07939378264174571
gene-LOC111116831,F,Exposed,0.272577241898148,0.08792643881942258
gene-LOC111116831,M,Control,0.27655416203703725,0.09910167622311612
gene-LOC111116831,M,Exposed,0.2653969953703703,0.09259227834090855
gene-LOC111116834,F,Control,0.226665965,0.1224972005379215
gene-LOC111116834,F,Exposed,0.26855161,0.1869579592982305
gene-LOC111116834,M,Control,0.83988866,0.4272277216412011
gene-LOC111116834,M,Exposed,0.35885004000000004,0.2535604300303036
gene-LOC111116837,F,Control,0.13297875,0.13297875
gene-LOC111116837,F,Exposed,0.3251689375,0.3251689375
gene-LOC111116837,M,Control,0,0
gene-LOC111116837,M,Exposed,0,0
gene-LOC111116838,F,Control,0.314607625,0.18439925000000001
gene-LOC111116838,F,Exposed,0.0932835625,0.0932835625
gene-LOC111116838,M,Control,0,0
gene-LOC111116838,M,Exposed,0.24068325000000002,0.24068325000000002
gene-LOC111116840,F,Control,6.8029104375000005,1.5601612478206137
gene-LOC111116840,F,Exposed,8.430443,2.0960901930625235
gene-LOC111116840,M,Control,3.629044,0.45991295647214003
gene-LOC111116840,M,Exposed,1.9782975416666666,0.5400941369395283
gene-LOC111116841,F,Control,0.109649125,0.109649125
gene-LOC111116841,F,Exposed,0,0
gene-LOC111116841,M,Control,0,0
gene-LOC111116841,M,Exposed,0.56332538888889,0.3551948212309672
gene-LOC111116842,F,Control,3.4131317767857183,0.9046533361194163
gene-LOC111116842,F,Exposed,1.7269592053571423,0.7132374965471548
gene-LOC111116842,M,Control,3.24301575,1.3356590052019157
gene-LOC111116842,M,Exposed,0.9833406190476192,0.38846411757292115
gene-LOC111116844,F,Control,2.0663871348684215,0.9526865921057585
gene-LOC111116844,F,Exposed,2.1283624473684224,0.9920604216270077
gene-LOC111116844,M,Control,4.228708210526315,1.673923476687126
gene-LOC111116844,M,Exposed,2.8018099605263145,1.2006551006948631
gene-LOC111116845,F,Control,3.9625423875,1.2643769427924718
gene-LOC111116845,F,Exposed,4.7948605375,1.3542958076466816
gene-LOC111116845,M,Control,2.8678999,1.2252489901846244
gene-LOC111116845,M,Exposed,3.7408439000000002,1.4367811773864532
gene-LOC111116846,F,Control,0.6311510416666671,0.5579899415453331
gene-LOC111116846,F,Exposed,0.4190612916666671,0.4190612916666671
gene-LOC111116846,M,Control,0.07183908333333325,0.07183908333333325
gene-LOC111116846,M,Exposed,0,0
gene-LOC111116848,F,Control,0.31140324898097826,0.06018911464829155
gene-LOC111116848,F,Exposed,0.33740859341032625,0.0611611485200998
gene-LOC111116848,M,Control,0.3886674823369565,0.11223783193488282
gene-LOC111116848,M,Exposed,0.37393486005434784,0.07709959253006513
gene-LOC111116851,F,Control,34.955930875,NA
gene-LOC111116851,F,Exposed,41.740532875,NA
gene-LOC111116851,M,Control,71.52121725,NA
gene-LOC111116851,M,Exposed,69.29246366666666,NA
gene-LOC111116854,F,Control,15.87648069444444,1.0592710769044749
gene-LOC111116854,F,Exposed,23.507375847222214,1.4980661611063693
gene-LOC111116854,M,Control,14.49844836111112,0.9549598605919672
gene-LOC111116854,M,Exposed,23.053576907407415,0.7718988285636854
gene-LOC111116857,F,Control,3.443116591666666,1.2754591357770586
gene-LOC111116857,F,Exposed,3.101628391666667,0.7243112512485687
gene-LOC111116857,M,Control,7.246810966666667,1.9231007882754472
gene-LOC111116857,M,Exposed,4.553264777777778,1.441720163436898
gene-LOC111116858,F,Control,0.5568063928571425,0.46280864005369077
gene-LOC111116858,F,Exposed,0.5504544107142861,0.47983472803934624
gene-LOC111116858,M,Control,0.21258503571428575,0.21258503571428575
gene-LOC111116858,M,Exposed,0.15211640476190466,0.15211640476190466
gene-LOC111116861,F,Control,0.5040098902027029,0.19196586008774974
gene-LOC111116861,F,Exposed,0.5017005422297296,0.14247043307344892
gene-LOC111116861,M,Control,0.8468246317567574,0.4701391503034548
gene-LOC111116861,M,Exposed,0.2619140450450452,0.14974180099770507
gene-LOC111116862,F,Control,0.2083333125,0.2083333125
gene-LOC111116862,F,Exposed,0,0
gene-LOC111116862,M,Control,0,0
gene-LOC111116862,M,Exposed,0.1893939166666667,0.1893939166666667
gene-LOC111116863,F,Control,0.31277227138157904,0.12027813883796429
gene-LOC111116863,F,Exposed,0.2124092976973685,0.10499542755539781
gene-LOC111116863,M,Control,0.207022884868421,0.08047003674409688
gene-LOC111116863,M,Exposed,0.6767606206140359,0.2720765616066012
gene-LOC111116864,F,Control,10.721633152777773,1.6938915306590039
gene-LOC111116864,F,Exposed,15.902109875000006,2.4562868559740876
gene-LOC111116864,M,Control,22.5329909166667,3.1331271926895474
gene-LOC111116864,M,Exposed,11.68601705555556,1.6354774003339254
gene-LOC111116869,F,Control,54.950226458633075,1.9455019773839313
gene-LOC111116869,F,Exposed,54.179657000899276,1.9404137193576174
gene-LOC111116869,M,Control,73.8360591061151,2.2483214046242352
gene-LOC111116869,M,Exposed,74.62765629916069,2.2308031583351497
gene-LOC111116873,F,Control,1.2596302515625,0.3959175813061505
gene-LOC111116873,F,Exposed,1.230018646875,0.36907818371962825
gene-LOC111116873,M,Control,1.034502515625,0.3279693088758053
gene-LOC111116873,M,Exposed,1.23969956875,0.4145229196083552
gene-LOC111116874,F,Control,3.0598808593749993,0.699912094229017
gene-LOC111116874,F,Exposed,3.2042039270833342,0.8176596470725488
gene-LOC111116874,M,Control,6.339122114583325,1.1695282315845708
gene-LOC111116874,M,Exposed,4.960805125,1.1555895432538685
gene-LOC111116875,F,Control,33.97893808854166,4.194154263603648
gene-LOC111116875,F,Exposed,41.9442198125,5.57113047055082
gene-LOC111116875,M,Control,36.28948773958335,3.59698306833497
gene-LOC111116875,M,Exposed,35.64360361111112,4.392898202552743
gene-LOC111116876,F,Control,0.6130383125,0.6130383125
gene-LOC111116876,F,Exposed,0,0
gene-LOC111116876,M,Control,0,0
gene-LOC111116876,M,Exposed,0.4504504166666667,0.4504504166666667
gene-LOC111116877,F,Control,0.6964097767857138,0.4061321305635016
gene-LOC111116877,F,Exposed,0.20971133928571437,0.17727560493359262
gene-LOC111116877,M,Control,0.21097100000000002,0.18402786933322876
gene-LOC111116877,M,Exposed,0.3739263214285713,0.2369502148131521
gene-LOC111116878,F,Control,10.5524221,3.091164888444844
gene-LOC111116878,F,Exposed,16.72021795,2.99817634827498
gene-LOC111116878,M,Control,9.83852065,3.0887150130759373
gene-LOC111116878,M,Exposed,12.002606333333333,2.5528529837339966
gene-LOC111116879,F,Control,0.29854116666666713,0.206801265055303
gene-LOC111116879,F,Exposed,0.4627518125,0.425073140394622
gene-LOC111116879,M,Control,0.112612625,0.112612625
gene-LOC111116879,M,Exposed,0.22365361111111168,0.14212830565254184
gene-LOC111116880,F,Control,2.0409636062499987,0.5017022659768782
gene-LOC111116880,F,Exposed,2.1295250651785715,0.5380735199952718
gene-LOC111116880,M,Control,1.84190150357143,0.500864369950109
gene-LOC111116880,M,Exposed,2.9681854559523817,0.7587011335459177
gene-LOC111116881,F,Control,14.000475774999988,3.08996104651546
gene-LOC111116881,F,Exposed,12.050144312499992,3.1497004434995874
gene-LOC111116881,M,Control,13.185036541666674,3.1978487820445824
gene-LOC111116881,M,Exposed,13.908467838888884,3.0383029867685964
gene-LOC111116886,F,Control,1.3317541071428574,0.4992490614771937
gene-LOC111116886,F,Exposed,0.4012735714285714,0.23796025655124323
gene-LOC111116886,M,Control,0.03924646428571425,0.03924646428571425
gene-LOC111116886,M,Exposed,0.12265373809523816,0.1138740857676505
gene-LOC111116887,F,Control,0.12945008333333338,0.10798943009838274
gene-LOC111116887,F,Exposed,0.06613758333333337,0.06613758333333337
gene-LOC111116887,M,Control,0.12437808333333325,0.12437808333333325
gene-LOC111116887,M,Exposed,0.12138188888888883,0.12138188888888883
gene-LOC111116888,F,Control,0.37361976679104486,0.12858132469583425
gene-LOC111116888,F,Exposed,0.20766416044776126,0.0809791022315153
gene-LOC111116888,M,Control,0.40904652611940273,0.17843985078849126
gene-LOC111116888,M,Exposed,0.2364498631840795,0.08740126808985826
gene-LOC111116890,F,Control,2.94598713125,1.0255705609916852
gene-LOC111116890,F,Exposed,8.0374817625,1.8542705320736008
gene-LOC111116890,M,Control,2.8729917875,0.9247985596651485
gene-LOC111116890,M,Exposed,2.9932869916666665,0.808501311068662
gene-LOC111116894,F,Control,4.044475916666666,0.7877831737477831
gene-LOC111116894,F,Exposed,4.207153090277781,0.9547120009674337
gene-LOC111116894,M,Control,8.37046347222221,1.1835630694997923
