gene.id,controls.females.mean.methylation.CoV,controls.males.mean.methylation.CoV,controls.females.mean.methylation,controls.males.mean.methylation,mean.methylation,abs.delta.CoV
gene-LOC111101249,0.0761644022842682,0.044910584792072,58.68277,76.2411525,67.46196125,0.0312538174921962
gene-LOC111101250,0.01913777072271,0.0230569585395139,73.008665,79.22718,76.1179225,0.00391918781680392
gene-LOC111101251,0.172227275357943,0.460489487716556,50.403798625,45.81440775,48.1091031875,0.288262212358614
gene-LOC111101252,0.425348886594956,0.592658475365135,34.1704175,33.453845,33.81213125,0.167309588770179
gene-LOC111101253,2.68512792868103,2.02064901612773,4.11515336,6.5836408075,5.34939708375,0.664478912553296
gene-LOC111101254,NA,NA,NA,NA,NA,NA
gene-LOC111101255,NA,0.748961674271512,NA,0.2191798325,NA,NA
gene-LOC111101256,0.0649256014694689,0.0722869625083432,55.68929,61.7923275,58.74080875,0.00736136103887428
gene-LOC111101257,0.23752179564034,0.242521386387693,0.322402775,0.250960625,0.2866817,0.00499959074735312
gene-LOC111101258,0.691988397550113,0.981956881005904,26.388786875,31.74226175,29.0655243125,0.28996848345579
gene-LOC111101259,1.59821194654848,NA,0.2250292,0,0.1125146,NA
gene-LOC111101260,0.0863274763843335,0.0848062469690572,60.50663875,67.7410175,64.123828125,0.00152122941527628
gene-LOC111101261,0.599767826514576,0.249839199689943,3.8865818875,3.4219734,3.65427764375,0.349928626824633
gene-LOC111101262,0.0751602836011515,0.0320405399355397,70.72820125,80.8869625,75.807581875,0.0431197436656119
gene-LOC111101263,0.472588899622897,0.167735798071647,0.313956215,0.2524525275,0.28320437125,0.30485310155125
gene-LOC111101264,0.348523750782472,1.2880537213926,0.2776523125,1.150545675,0.71409899375,0.939529970610127
gene-LOC111101265,NA,NA,NA,NA,NA,NA
gene-LOC111101266,0.34843480087837,0.105893083008327,0.2600330625,0.209187525,0.23461029375,0.242541717870044
gene-LOC111101267,0.107441685053651,0.0528197158056804,52.223035,64.05709,58.1400625,0.0546219692479703
gene-LOC111101268,0.1514600601183,0.181205107475732,32.15666125,41.73041,36.943535625,0.0297450473574323
gene-LOC111101269,0.371373107950747,0.5153761967724,0.44280760125,0.51469092,0.478749260625,0.144003088821653
gene-LOC111101270,NA,NA,NA,NA,NA,NA
gene-LOC111101271,0.554929298649718,0.756247248111792,3.95322024625,3.459812575,3.706516410625,0.201317949462074
gene-LOC111101272,0.735507937299796,NA,0.62000919625,NA,NA,NA
gene-LOC111101273,0.0802288018033243,0.0572252381695282,71.9641325,82.753735,77.35893375,0.0230035636337961
gene-LOC111101274,0.593661763547484,0.903439270557548,0.3135912725,0.2147816675,0.26418647,0.309777507010064
gene-LOC111101275,0.319930030835922,0.264157672354817,0.2831454125,0.271412775,0.27727909375,0.0557723584811049
gene-LOC111101276,0.932659070807885,0.939910362134029,25.5786410625,33.1530131,29.36582708125,0.00725129132614355
gene-LOC111101277,0.439312380857817,0.163122858453419,31.8785475,37.846575,34.86256125,0.276189522404397
gene-LOC111101278,NA,NA,NA,NA,NA,NA
gene-LOC111101279,0.513427724094658,0.445514564894575,0.2748577,0.263164425,0.2690110625,0.067913159200083
gene-LOC111101280,NA,0.832540435957218,NA,0.196861375,NA,NA
gene-LOC111101281,0.529273604796824,0.285838976406653,0.649404605,0.3208526275,0.48512861625,0.24343462839017
gene-LOC111101282,0.949802565606738,1.47519354731865,0.61408299625,0.751167235,0.682625115625,0.525390981711914
gene-LOC111101283,NA,NA,NA,NA,NA,NA
gene-LOC111101284,0.588159493360057,1.11047538354492,0.2031973225,0.1784713325,0.1908343275,0.522315890184867
gene-LOC111101285,1.12592539776204,1.02665669881087,0.31204185,0.208583975,0.2603129125,0.0992686989511717
gene-LOC111101286,0.0874066625402108,0.0577539187458285,62.7542825,74.18721,68.47074625,0.0296527437943824
gene-LOC111101287,0.0902286244666411,0.152323246334989,55.30263,59.6178175,57.46022375,0.0620946218683475
gene-LOC111101288,0.895680892903324,0.664188072661343,2.3256567125,1.241358025,1.78350736875,0.23149282024198
gene-LOC111101289,0.167842929238369,0.45920938357651,0.3721857875,0.636231775,0.50420878125,0.29136645433814
gene-LOC111101290,0.268626356468553,0.172918978169001,0.3309420625,0.274139225,0.30254064375,0.0957073782995514
gene-LOC111101291,0.124785950983274,0.159896074227593,56.933215,58.9242475,57.92873125,0.0351101232443194
gene-LOC111101292,0.0865007422146346,0.0682379794643857,54.190505,58.87138,56.5309425,0.0182627627502489
gene-LOC111101293,0.104556181888786,0.16220821119644,0.273680075,0.2379468,0.2558134375,0.0576520293076548
gene-LOC111101294,0.425696043528986,0.747157343977321,0.3366120575,0.22845797,0.28253501375,0.321461300448335
gene-LOC111101295,1.18465818310493,2.125,3.316489225,2.726926,3.0217076125,0.940341816895073
gene-LOC111101296,1.68899712463036,1.33950547510221,3.4256402375,5.157770775,4.29170550625,0.34949164952815
gene-LOC111101297,1.06430585175211,1.88087710805655,12.586767625,14.97977015,13.7832688875,0.816571256304443
gene-LOC111101298,1.45292451539402,0.566542386799412,1.517723425,0.68186855,1.0997959875,0.886382128594606
gene-LOC111101299,0.274686862230963,0.379733383734423,0.24689337375,0.2493626175,0.248127995625,0.10504652150346
gene-LOC111101300,0.138369460119783,0.044752339990135,56.80589125,69.3682675,63.087079375,0.093617120129648
gene-LOC111101301,0.951710429267558,0.298122017371699,6.4698739875,8.277650575,7.37376228125,0.65358841189586
gene-LOC111101302,1.79293718096679,1.75164270935051,2.291550975,3.957980425,3.1247657,0.0412944716162846
gene-LOC111101303,0.463372151874882,0.362801968453777,0.350098025,0.405679425,0.377888725,0.100570183421105
gene-LOC111101304,0.242429977355721,1.04033587156716,0.32903914,0.16101596,0.24502755,0.797905894211436
gene-LOC111101305,0.234662254158816,0.348579292974283,20.91746,48.369845,34.6436525,0.113917038815467
gene-LOC111101306,0.880692734364015,0.371297302681318,0.4017931375,0.191839925,0.29681653125,0.509395431682697
gene-LOC111101307,0.263434146199006,0.561231796242847,0.8912127625,1.1096002,1.00040648125,0.297797650043841
gene-LOC111101308,0.418148246116374,0.459275327032728,0.5263027,0.225692825,0.3759977625,0.041127080916354
gene-LOC111101309,0.413583066444729,0.512842150907532,0.321639875,0.383737725,0.3526888,0.0992590844628032
gene-LOC111101310,NA,NA,NA,NA,NA,NA
gene-LOC111101311,0.992591433119851,0.543812745058177,2.4470534125,2.41350645,2.43027993125,0.448778688061673
gene-LOC111101312,0.992588073353016,0.538786027493707,3.6225927875,3.680164575,3.65137868125,0.453802045859309
gene-LOC111101313,0.0468011506456584,0.0246575981852576,49.04812875,67.9314925,58.489810625,0.0221435524604008
gene-LOC111101314,0.710608149763382,0.140398130130739,0.4671096625,0.2567959,0.36195278125,0.570210019632642
gene-LOC111101315,0.97982313229102,NA,0.4101907075,NA,NA,NA
gene-LOC111101316,1.9898673026297,1.20056949182563,2.9166456625,9.632119725,6.27438269375,0.78929781080407
gene-LOC111101317,NA,NA,NA,NA,NA,NA
gene-LOC111101318,NA,NA,NA,NA,NA,NA
gene-LOC111101319,0.315193971783494,0.205877905835671,0.2992193875,0.2508125975,0.2750159925,0.109316065947823
gene-LOC111101320,0.335041259225116,0.432789348816308,1.657803575,1.7244433,1.6911234375,0.0977480895911915
gene-LOC111101321,0.535206277974523,0.794227548150394,0.26014371,0.2263234575,0.24323358375,0.259021270175871
gene-LOC111101322,0.597078093283161,0.847167750709397,0.2894683925,0.496645465,0.39305692875,0.250089657426236
gene-LOC111101324,0.428657751318705,0.590077420649532,0.3150081825,0.2843334375,0.29967081,0.161419669330828
gene-LOC111101325,0.752276233492874,0.526314595240898,0.29113495625,0.34567569,0.318405323125,0.225961638251976
gene-LOC111101326,0.605172106195121,0.686326787225227,4.0594541125,5.935671425,4.99756276875,0.0811546810301066
gene-LOC111101327,0.451380689485704,0.396018770063301,4.070686875,3.9297565,4.0002216875,0.0553619194224025
gene-LOC111101328,0.0977559077512793,0.0513020581925559,44.7779175,69.4948575,57.1363875,0.0464538495587234
gene-LOC111101329,1.31084018411788,0.440036650475999,0.9066031625,0.3702445,0.63842383125,0.870803533641877
gene-LOC111101330,0.91339373121946,0.827546499849526,1.0299115,1.129453475,1.0796824875,0.0858472313699343
gene-LOC111101331,0.691712629769445,0.79422747577948,43.2341968375,42.2153008,42.72474881875,0.102514846010035
gene-LOC111101332,0.233581578545644,0.949411729800434,0.2520969975,0.23504297,0.24356998375,0.715830151254789
gene-LOC111101333,0.487072895987707,0.812820536547744,0.3656550375,0.214198045,0.28992654125,0.325747640560037
gene-LOC111101334,0.818960818288073,0.903112892453227,0.1692697625,0.237609975,0.20343986875,0.0841520741651544
gene-LOC111101335,0.863254330766164,0.93288550425534,0.244086415,0.18609641,0.2150914125,0.069631173489176
gene-LOC111101336,0.95152737910723,1.11520107145916,0.3205677275,0.15376333,0.23716552875,0.163673692351934
gene-LOC111101337,0.782079896142725,1.46292457939926,0.15793627125,0.5711575825,0.364546926875,0.680844683256532
gene-LOC111101338,0.667649525587825,0.720106537689069,0.3373663,0.1732848375,0.25532556875,0.0524570121012435
gene-LOC111101339,0.75676225984429,0.928031471826089,0.2321158375,0.13160975,0.18186279375,0.171269211981799
gene-LOC111101340,0.608285346613238,0.308867147657556,0.546844275,0.850964725,0.6989045,0.299418198955682
gene-LOC111101341,NA,2.125,NA,0.06944445,NA,NA
gene-LOC111101342,NA,0.879892069031416,NA,0.369834425,NA,NA
gene-LOC111101343,NA,0.31682300387461,NA,0.283018335,NA,NA
gene-LOC111101344,1.80236376871119,0.403294849225868,0.95523865,0.36577505,0.66050685,1.39906891948532
gene-LOC111101345,NA,NA,0,NA,NA,NA
gene-LOC111101346,0.340650279331311,1.89774420037626,0.2916031375,0.721086975,0.50634505625,1.55709392104495
gene-LOC111101347,0.274055470966991,0.383050533186827,0.33287214625,0.36589981,0.349385978125,0.108995062219837
gene-LOC111101348,0.122025902516881,0.411921853366508,63.8642675,64.543585,64.20392625,0.289895950849627
gene-LOC111101349,0.0593151034382695,0.0257790181442248,44.78413375,53.50194,49.143036875,0.0335360852940447
gene-LOC111101350,1.17255877060339,0.960425569846832,6.9537313625,1.81557325,4.38465230625,0.21213320075656
gene-LOC111101351,NA,NA,NA,NA,NA,NA
gene-LOC111101352,NA,NA,NA,NA,NA,NA
gene-LOC111101353,0.310001593867345,0.229521471711712,0.9604298125,0.957907725,0.95916876875,0.0804801221556332
gene-LOC111101354,0.623975202622485,0.616387862402759,0.254363945,0.4450804575,0.34972220125,0.00758734021972629
gene-LOC111101355,0.646182012679119,0.745288493032911,0.475988095,0.301691455,0.388839775,0.0991064803537918
gene-LOC111101356,0.26797706694004,0.559799316122942,0.21058260875,0.356830135,0.283706371875,0.291822249182902
gene-LOC111101357,1.0135132017369,0.466163521078963,0.3127397175,0.214415255,0.26357748625,0.547349680657935
gene-LOC111101358,0.618040218115054,0.605483686883046,47.3378625,49.975483,48.65667275,0.0125565312320077
gene-LOC111101359,0.250561088175293,0.174451599929115,0.9630727125,0.40001655,0.68154463125,0.0761094882461774
gene-LOC111101360,NA,NA,NA,NA,NA,NA
gene-LOC111101361,NA,NA,NA,NA,NA,NA
gene-LOC111101362,NA,NA,NA,0,NA,NA
gene-LOC111101363,0.0620692487730443,0.0725473615462226,15.24127875,18.71518,16.978229375,0.0104781127731783
gene-LOC111101364,NA,1.2462132294642,NA,0.09009225,NA,NA
gene-LOC111101365,0.666899058427989,0.45380441071036,0.76138415,0.541198025,0.6512910875,0.213094647717629
gene-LOC111101366,0.185399914860931,0.151099746448628,52.733655,64.8612225,58.79743875,0.0343001684123036
gene-LOC111101367,0.565283545018087,1.10792499041439,4.055546825,2.725349075,3.39044795,0.542641445396301
gene-LOC111101368,NA,NA,NA,NA,NA,NA
gene-LOC111101370,NA,NA,NA,NA,NA,NA
gene-LOC111101371,0.220742281269106,0.247379905337589,55.168445,62.4060875,58.78726625,0.026637624068483
gene-LOC111101372,0.224698766727801,0.577123504405752,13.417492375,10.778603,12.0980476875,0.352424737677951
gene-LOC111101373,0.400190193493394,0.388212625985331,0.22486714375,0.22894965,0.226908396875,0.0119775675080634
gene-LOC111101374,1.373693431613,0.695400342319267,5.0689525,0.847867225,2.9584098625,0.678293089293736
gene-LOC111101375,0.364028149716384,0.323455555862057,4.30612975,3.07029225,3.688211,0.0405725938543272
gene-LOC111101376,NA,0.470662651795834,NA,0.36264914,NA,NA
gene-LOC111101377,0.507295264844554,0.351048225307717,1.6603936375,1.59892675,1.62966019375,0.156247039536837
gene-LOC111101378,0.650075102138928,0.671312135522895,1.130462,0.888927125,1.0096945625,0.0212370333839663
gene-LOC111101379,0.592104747136668,0.674838523103968,0.3717190675,0.2176069075,0.2946629875,0.0827337759672996
gene-LOC111101380,0.209565972839319,0.338437709615848,44.40502625,52.224615,48.314820625,0.128871736776529
gene-LOC111101381,0.475014602132286,0.181233888166117,0.8223630625,0.4604817,0.64142238125,0.293780713966168
gene-LOC111101383,0.629137733983931,1.84988092738817,0.2214006375,0.8720325,0.54671656875,1.22074319340424
gene-LOC111101384,0.363274920655593,0.105203457695553,38.62614375,51.10627,44.866206875,0.258071462960039
gene-LOC111101385,0.35951667709986,0.991194752896106,0.20780101,0.178511635,0.1931563225,0.631678075796246
gene-LOC111101386,0.660570661532862,0.559510059039531,2.60126875,3.127055525,2.8641621375,0.101060602493332
gene-LOC111101387,0.137504871877711,0.208851008917214,0.381568575,0.229035325,0.30530195,0.0713461370395023
gene-LOC111101389,0.545253941390299,0.626580483321933,33.98248575,61.4282505,47.705368125,0.0813265419316341
gene-LOC111101390,1.54276309268734,1.08840070784242,6.0570971825,6.096040565,6.07656887375,0.454362384844928
gene-LOC111101391,0.100086721292933,0.0537551258065262,60.32200625,68.318805,64.320405625,0.0463315954864071
gene-LOC111101392,NA,NA,NA,NA,NA,NA
gene-LOC111101393,1.00286978627664,0.487430580216628,28.3045511375,55.195218925,41.74988503125,0.515439206060008
gene-LOC111101394,1.4819135755863,0.712288447211041,7.423498125,0.945109275,4.1843037,0.769625128375256
gene-LOC111101395,0.55675048482336,0.333087637205697,10.1687445,4.13251675,7.150630625,0.223662847617663
gene-LOC111101396,2.46469244879521,1.16724082545606,3.7138125625,4.83274115,4.27327685625,1.29745162333915
gene-LOC111101397,0.74896289656103,0.382160483203019,11.525824075,14.69533925,13.1105816625,0.366802413358011
gene-LOC111101398,NA,NA,NA,NA,NA,NA
gene-LOC111101399,1.16917769417632,1.16496668326301,17.9087029375,32.513656625,25.21117978125,0.00421101091330356
gene-LOC111101400,0.0801642342209611,0.147726614739798,65.2284525,74.78112,70.00478625,0.0675623805188368
gene-LOC111101401,0.429845612656822,0.580537133966986,0.3183656,0.530539625,0.4244526125,0.150691521310164
gene-LOC111101402,2.04315029454122,0.428413988487148,1.2679067875,0.40140875,0.83465776875,1.61473630605407
gene-LOC111101403,0.462750549968692,0.846698476666557,0.83873786125,0.19265944,0.515698650625,0.383947926697865
gene-LOC111101404,0.243710085487891,0.184461763807484,43.75995875,52.878645,48.319301875,0.0592483216804071
gene-LOC111101405,0.476609020820212,0.637037004862567,0.35666804,0.3071847,0.33192637,0.160427984042355
gene-LOC111101406,NA,2.125,NA,0.15625,NA,NA
gene-LOC111101407,NA,NA,NA,NA,NA,NA
gene-LOC111101408,0.826026164395564,0.379858576935696,0.26195225125,0.33358353,0.297767890625,0.446167587459868
gene-LOC111101409,0.386398376154398,0.338274295678188,0.252458425,0.2457823,0.2491203625,0.0481240804762095
gene-LOC111101410,0.0549733885063785,0.0296292208781383,64.81312,74.86787,69.840495,0.0253441676282403
gene-LOC111101411,1.29338235313861,0.919315165729895,2.8735855125,0.62222725,1.74790638125,0.374067187408719
gene-LOC111101412,0.121107279948635,0.471519251051973,48.94324125,52.7546025,50.848921875,0.350411971103338
gene-LOC111101413,0.445919980273099,NA,29.540671875,NA,NA,NA
gene-LOC111101414,0.806508183509103,0.517381309315504,0.89415936375,0.1813557075,0.537757535625,0.289126874193599
gene-LOC111101415,0.402625562936337,0.414395373804796,0.22743694625,0.33881096,0.283123953125,0.0117698108684587
gene-LOC111101416,1.16180278123199,1.30047656778639,0.3729618,0.255928275,0.3144450375,0.138673786554393
gene-LOC111101417,0.520379026570201,0.204127548462809,0.28869869625,0.372127495,0.330413095625,0.316251478107392
gene-LOC111101418,0.769156705201848,0.995918269421166,0.25529020375,0.4552200175,0.355255110625,0.226761564219318
gene-LOC111101419,0.581635601764626,0.431148750927731,0.28124723625,0.2981634925,0.289705364375,0.150486850836896
gene-LOC111101420,0.471422189367903,0.343775553502421,0.4321828375,0.333969825,0.38307633125,0.127646635865482
gene-LOC111101422,NA,1.58269622805586,NA,0.257585925,NA,NA
gene-LOC111101423,0.659476620530002,0.556421960588769,0.199361515,0.2769544675,0.23815799125,0.103054659941233
gene-LOC111101424,0.0505990354716416,0.0132097808068986,58.77388125,77.5860675,68.179974375,0.037389254664743
gene-LOC111101425,0.992284539642617,0.87720477247955,11.807763725,26.19826095,19.0030123375,0.115079767163067
gene-LOC111101426,0.408339222906749,0.400523048516051,16.016645,61.2494955,38.63307025,0.00781617439069793
gene-LOC111101427,1.66911275010119,0.704858177285702,0.22487196875,0.57698364,0.400927804375,0.964254572815488
gene-LOC111101428,1.24757006827105,1.79461036949015,7.0392857375,8.499948825,7.76961728125,0.547040301219102
gene-LOC111101429,0.393962312416551,1.32299537532148,0.4174273375,0.925830875,0.67162910625,0.929033062904934
gene-LOC111101430,2.44082954701956,0.387169903642289,1.6834830125,0.24366555,0.96357428125,2.05365964337727
gene-LOC111101431,0.644560988461392,2.125,0.26584615,0.0211767425,0.14351144625,1.48043901153861
gene-LOC111101432,0.380902539287958,0.47896844826254,0.4922838375,0.230590175,0.36143700625,0.0980659089745816
gene-LOC111101433,0.968546953507185,0.83202838371861,0.626348,0.392200825,0.5092744125,0.136518569788575
gene-LOC111101434,NA,NA,NA,NA,NA,NA
gene-LOC111101435,0.358669810708843,0.660228606071922,0.296227925,0.30341735,0.2998226375,0.301558795363079
gene-LOC111101436,1.33878513428876,1.00497080445683,0.8031846375,0.28316275,0.54317369375,0.333814329831925
gene-LOC111101437,0.967285747632439,0.546989861732509,0.35953612375,0.3053569775,0.332446550625,0.42029588589993
gene-LOC111101438,1.16402342844887,1.41297472587924,4.13328895,1.230639075,2.6819640125,0.248951297430369
gene-LOC111101439,0.397358268251371,0.294497301066581,0.20233837625,0.2400446125,0.221191494375,0.10286096718479
gene-LOC111101440,0.0745007588337426,0.190692013125716,36.43568875,37.670815,37.053251875,0.116191254291973
gene-LOC111101441,1.02675789090735,0.885581219500531,7.3469245,12.31918125,9.833052875,0.141176671406818
gene-LOC111101442,1.91142839712198,NA,0.1517344,NA,NA,NA
gene-LOC111101443,0.36423650281316,0.296790872938811,1.244856225,1.309939825,1.277398025,0.067445629874349
gene-LOC111101444,0.237673519300833,0.326542595173075,0.2285426625,0.26919165,0.24886715625,0.0888690758722422
gene-LOC111101445,0.125728076690923,0.360988538803317,32.355292875,26.2546,29.3049464375,0.235260462112393
gene-LOC111101446,0.0994118267803375,0.156085141112299,73.1798025,76.4458825,74.8128425,0.0566733143319616
gene-LOC111101447,0.0785576128037759,0.0943080351490336,47.45038625,65.4757125,56.463049375,0.0157504223452577
gene-LOC111101448,0.448201780261898,0.267601359710249,38.5240125,36.98438,37.75419625,0.180600420551649
gene-LOC111101449,0.441489585019293,0.657210586489262,1.115661125,0.400193695,0.75792741,0.215721001469968
gene-LOC111101450,0.105815892062055,0.176298991516389,52.20127875,55.45619,53.828734375,0.0704830994543337
gene-LOC111101451,0.380821540120682,0.78207772380733,0.9401925,0.3332377,0.6367151,0.401256183686648
gene-LOC111101452,1.05622455694583,NA,0.4168497325,NA,NA,NA
gene-LOC111101453,0.881007656144223,0.58440568627808,1.5106110125,1.034860775,1.27273589375,0.296601969866144
gene-LOC111101454,0.295482477643593,0.501571438636082,0.3444400675,0.34533871,0.34488938875,0.206088960992489
gene-LOC111101455,0.894691955182943,0.846224168943606,0.61885481375,0.361012355,0.489933584375,0.0484677862393367
gene-LOC111101456,0.472402935223943,0.20176375559307,15.0829823625,13.159490125,14.12123624375,0.270639179630874
gene-LOC111101457,0.25540042684843,0.0744343669331026,56.07506625,73.11658,64.595823125,0.180966059915328
gene-LOC111101458,0.147915024677876,0.155988747527371,71.30808625,75.064215,73.186150625,0.00807372284949492
gene-LOC111101459,0.255612284327787,0.336385147301737,0.224970295,0.21871656,0.2218434275,0.0807728629739497
gene-LOC111101460,0.22013704933711,0.229767103190455,52.6827175,60.8392225,56.76097,0.00963005385334595
gene-LOC111101461,NA,0.305199891661472,NA,0.202978295,NA,NA
gene-LOC111101462,0.784210797114719,1.34581540956422,0.28919315,0.10531245,0.1972528,0.561604612449501
gene-LOC111101463,0.289468537963109,NA,0.40226015375,NA,NA,NA
gene-LOC111101464,0.950942107248074,0.714025851114284,0.32483531625,0.1275132425,0.226174279375,0.23691625613379
gene-LOC111101465,0.304672381659941,0.327063966579171,0.264170075,0.223935575,0.244052825,0.0223915849192299
gene-LOC111101466,2.12295192303753,1.88953367064202,1.510307525,1.915482325,1.712894925,0.233418252395504
gene-LOC111101468,NA,0.472585199804587,NA,0.21329428,NA,NA
gene-LOC111101469,NA,NA,NA,0,NA,NA
gene-LOC111101470,0.109163984168274,0.169817735559621,64.57187375,60.1764425,62.374158125,0.0606537513913466
gene-LOC111101471,0.602666524401155,1.35154718403643,1.2635886375,0.924418525,1.09400358125,0.748880659635272
gene-LOC111101472,0.499414315526912,0.352523037614234,28.283802875,24.54461975,26.4142113125,0.146891277912678
gene-LOC111101473,0.350026524281994,0.530415911760013,52.26974375,39.22055,45.745146875,0.180389387478019
gene-LOC111101474,NA,NA,NA,NA,NA,NA
gene-LOC111101475,0.449112630422035,0.84119224883435,0.194829415,0.1031742425,0.14900182875,0.392079618412315
gene-LOC111101476,1.20480173215659,1.04403689491105,0.30171298125,0.2369010925,0.269307036875,0.160764837245539
gene-LOC111101477,1.02082346233502,1.09557013810362,0.25423666125,0.40459391,0.329415285625,0.0747466757686002
gene-LOC111101478,0.0986657723961581,0.212958978598636,0.354264975,0.3930098,0.3736373875,0.114293206202478
gene-LOC111101479,1.07652088480052,0.238249184458838,5.45206175,6.01885075,5.73545625,0.838271700341678
gene-LOC111101480,0.379250591150862,0.283969871296187,0.35766035,0.286845825,0.3222530875,0.0952807198546748
gene-LOC111101481,0.449823658859663,0.444815426951436,0.6835193875,0.4456661,0.56459274375,0.00500823190822708
gene-LOC111101482,0.58608884692327,0.402936068479416,0.61412635,0.606799375,0.6104628625,0.183152778443854
gene-LOC111101483,0.29305168315038,0.205129337836317,56.136335,79.5866925,67.86151375,0.0879223453140623
gene-LOC111101484,0.287075589582774,0.157072434419359,0.4645044875,0.388003775,0.42625413125,0.130003155163415
gene-LOC111101485,1.27865096378217,0.353443879751013,0.545902175,0.298914475,0.422408325,0.925207084031162
gene-LOC111101486,1.15437447440834,0.297633476022838,0.3497553,0.3799215,0.3648384,0.8567409983855
gene-LOC111101487,0.9395437803797,1.5853952802391,0.27405034,0.46809449,0.371072415,0.645851499859403
gene-LOC111101488,0.266947201325677,0.283588193230223,0.283926125,0.26422885,0.2740774875,0.0166409919045458
gene-LOC111101489,1.18902843183007,0.592003002944389,3.89044339625,2.8580921925,3.374267794375,0.597025428885679
gene-LOC111101490,NA,1.44971989485181,NA,3.4351418,NA,NA
gene-LOC111101491,2.12578011894223,0.77092192092933,1.26853318625,6.6107922825,3.939662734375,1.3548581980129
gene-LOC111101492,0.700732977994887,1.24772133923074,0.618266275,0.521085075,0.569675675,0.546988361235851
gene-LOC111101493,0.394013314787932,0.541195249073183,0.55315365,0.527482225,0.5403179375,0.147181934285251
gene-LOC111101494,0.461757118092597,0.711131872029038,24.0871455,15.281697,19.68442125,0.249374753936442
gene-LOC111101495,0.196654399939242,0.255187178329322,0.2927877,0.196239675,0.2445136875,0.0585327783900798
gene-LOC111101496,0.457392693165472,0.290717534462155,19.647199375,18.911144,19.2791716875,0.166675158703317
gene-LOC111101497,0.595263022745515,0.755025352387162,15.636943625,15.8939045,15.7654240625,0.159762329641647
gene-LOC111101498,NA,NA,NA,NA,NA,NA
gene-LOC111101499,0.450310224742178,0.867891153407674,0.257482225,0.4591086,0.3582954125,0.417580928665496
gene-LOC111101500,NA,NA,NA,NA,NA,NA
gene-LOC111101501,0.59205751046571,0.58583450294487,38.794462125,42.84838125,40.8214216875,0.00622300752083949
gene-LOC111101502,1.34676604964089,0.973210358121283,5.616889825,4.716209725,5.166549775,0.37355569151961
gene-LOC111101503,1.07800149565934,1.2718283570607,0.14477213875,0.1889278025,0.166849970625,0.193826861401361
gene-LOC111101504,1.10606897581329,1.22763587618729,0.18071791625,0.0625390875,0.121628501875,0.121566900373995
gene-LOC111101505,0.324440955904614,0.432786651679947,1.6119470625,1.93464795,1.77329750625,0.108345695775333
gene-LOC111101506,0.544691683123218,0.143210792444753,0.328489505,0.2204477225,0.27446861375,0.401480890678465
gene-LOC111101507,0.0924811145743966,0.228938879964372,41.722415,40.67758,41.1999975,0.136457765389975
gene-LOC111101508,0.443832291262878,0.51384231756884,9.1977062375,11.6288436,10.41327491875,0.0700100263059615
gene-LOC111101509,0.521136212584973,0.874592156852531,0.4988068125,0.849226075,0.67401644375,0.353455944267558
gene-LOC111101510,0.18761221006927,0.123204958147863,35.12946125,45.3020075,40.215734375,0.0644072519214067
gene-LOC111101511,0.168638889704547,0.154416693356146,51.76798,42.3310925,47.04953625,0.0142221963484012
gene-LOC111101512,0.147025654632802,0.103885892089163,60.07875375,71.622225,65.850489375,0.0431397625436397
gene-LOC111101513,NA,NA,NA,NA,NA,NA
gene-LOC111101514,0.122039145949836,0.225842973498986,0.242807025,0.24730165,0.2450543375,0.10380382754915
gene-LOC111101515,0.337754106725752,0.770973187210029,0.2584809125,0.2112798175,0.234880365,0.433219080484276
gene-LOC111101516,0.542917713264929,0.380398228057067,2.0370207125,1.17897375,1.60799723125,0.162519485207862
gene-LOC111101517,0.400808706604073,0.28319906171582,20.4339855,25.86166425,23.147824875,0.117609644888253
gene-LOC111101518,0.199950914509075,0.158422096575628,41.858925,46.2935175,44.07622125,0.0415288179334477
gene-LOC111101519,0.832786319978299,0.91624331781153,0.17731601125,0.1870221725,0.182169091875,0.083456997833231
gene-LOC111101520,0.51469960805149,1.09260256752977,0.8468813625,3.05124235,1.94906185625,0.577902959478278
gene-LOC111101521,0.367207670398234,0.650117597966089,0.62309245,0.9150439,0.769068175,0.282909927567855
gene-LOC111101522,1.25045862804723,1.3575398041341,3.3329207375,1.7102209,2.52157081875,0.107081176086874
gene-LOC111101523,0.630957352980333,0.61068572952629,0.491089865,0.13024928,0.3106695725,0.0202716234540427
gene-LOC111101524,0.902294271398542,1.38194234002044,1.4306728375,1.64149985,1.53608634375,0.479648068621902
gene-LOC111101525,0.626484923370996,0.55487557283924,4.246279625,6.33409675,5.2901881875,0.0716093505317557
gene-LOC111101526,0.438059736727595,0.507787040755092,3.196125975,1.989542875,2.592834425,0.0697273040274979
gene-LOC111101527,NA,0.451238902878555,NA,39.40389975,NA,NA
gene-LOC111101528,0.50080470462153,0.30478793439058,0.340471875,0.412413875,0.376442875,0.19601677023095
gene-LOC111101529,0.135039796762841,0.0350431016557859,45.46043875,49.1735525,47.316995625,0.0999966951070552
gene-LOC111101530,0.262250364622818,0.181942596687334,38.07400625,45.5978425,41.835924375,0.0803077679354843
gene-LOC111101531,0.918408315160295,0.573024504905197,0.767951225,0.323726775,0.545839,0.345383810255098
gene-LOC111101532,0.205346258478398,0.176589785646024,28.39657375,40.30094,34.348756875,0.0287564728323742
gene-LOC111101533,0.114289737800991,0.0929413760838377,26.0228825,38.4036225,32.2132525,0.021348361717153
