gene.id,controls.females.mean.methylation.CoV,exposed.females.mean.methylation.CoV,controls.females.mean.methylation,exposed.females.mean.methylation,mean.methylation,abs.delta.CoV
gene-LOC111105626,1.35851049130545,1.16574632469224,5.9349948875,9.799928775,7.86746183125,0.192764166613214
gene-LOC111105627,0.987129213889313,NA,0.1962071125,NA,NA,NA
gene-LOC111105628,0.974374447841146,0.893084116040621,0.8936700625,1.5046914125,1.1991807375,0.0812903318005248
gene-LOC111105629,0.17466666389196,0.299625187588815,54.30147875,50.72248125,52.51198,0.124958523696855
gene-LOC111105630,NA,NA,NA,NA,NA,NA
gene-LOC111105631,0.35742004906406,0.555122431059523,12.818856375,11.1151325,11.9669944375,0.197702381995463
gene-LOC111105632,0.522656190858784,0.302611033253629,1.04810545,0.8412271375,0.94466629375,0.220045157605154
gene-LOC111105633,0.163127597674956,0.222640179809878,45.343735,47.09275875,46.218246875,0.0595125821349219
gene-LOC111105634,0.63854693731878,0.544019076529756,0.23619869875,0.17043183125,0.203315265,0.0945278607890242
gene-LOC111105635,NA,NA,NA,NA,NA,NA
gene-LOC111105636,0.204052425314899,0.0878553615148973,28.33876375,25.83864125,27.0887025,0.116197063800002
gene-LOC111105637,0.278159137495565,0.177031008431297,0.265984225,0.2310321875,0.24850820625,0.101128129064267
gene-LOC111105638,0.763250456777776,0.525496116857932,0.55572542125,0.35683362625,0.45627952375,0.237754339919844
gene-LOC111105643,0.466135761914459,0.352754145681719,0.3390159625,0.308626075,0.32382101875,0.11338161623274
gene-LOC111105659,0.421731494762078,0.415039697392683,0.2356778125,0.35252175,0.29409978125,0.00669179736939557
gene-LOC111105674,0.522255751097873,1.41105695513328,0.28034059125,0.35681815125,0.31857937125,0.888801204035403
gene-LOC111105675,NA,NA,NA,NA,NA,NA
gene-LOC111105676,0.518108355827675,0.539363869505625,6.216167,4.884071625,5.5501193125,0.0212555136779496
gene-LOC111105677,0.970367134085108,0.92726364603387,0.23129973,0.297435455,0.2643675925,0.0431034880512383
gene-LOC111105678,0.967600552086276,1.74217935988634,0.3246679325,0.11639854,0.22053323625,0.774578807800066
gene-LOC111105679,0.866899052522233,0.942333027028196,0.33126455125,0.19217617625,0.26172036375,0.0754339745059627
gene-LOC111105680,2.91681547239451,NA,0.0534188075,NA,NA,NA
gene-LOC111105681,1.14272617453607,1.26837368969956,8.07679228375,8.1627233625,8.119757823125,0.125647515163494
gene-LOC111105682,0.204478173930564,0.229096231256278,0.458043225,0.4342536,0.4461484125,0.024618057325714
gene-LOC111105683,0.278841369955263,0.210895288829763,1.0199327625,0.8152048625,0.9175688125,0.0679460811254997
gene-LOC111105684,0.381360211880726,0.112724315968386,0.3666996,0.3109168875,0.33880824375,0.268635895912341
gene-LOC111105685,1.97720307300736,1.36641811082443,3.61530973625,7.97825424625,5.79678199125,0.610784962182929
gene-LOC111105686,0.0268919134254877,0.0464784807931076,75.3252375,75.23729,75.28126375,0.0195865673676199
gene-LOC111105687,0.75143987113259,0.596343229722785,14.1825835,20.6092435,17.3959135,0.155096641409805
gene-LOC111105688,0.0571135117013161,0.0249777987476692,60.65995125,59.66330375,60.1616275,0.0321357129536468
gene-LOC111105689,0.716103712640565,NA,0.40375191,NA,NA,NA
gene-LOC111105690,0.275792805462693,0.745222510932478,0.3184894575,0.31638160625,0.317435531875,0.469429705469785
gene-LOC111105691,1.07600903524739,1.17296572157838,0.6343940125,0.9685163,0.80145515625,0.0969566863309916
gene-LOC111105692,0.0360565182520012,0.0531697373769096,47.81236125,47.41469,47.613525625,0.0171132191249083
gene-LOC111105693,0.0402074011547863,0.035805052998883,75.03039375,74.91425875,74.97232625,0.00440234815590324
gene-LOC111105694,0.632529660629803,0.447974623427999,0.64916465,0.57001775,0.6095912,0.184555037201804
gene-LOC111105695,1.58718691257667,NA,3.4445700125,NA,NA,NA
gene-LOC111105696,0.401073019637053,1.15538702737495,3.952955125,7.66033275,5.8066439375,0.754314007737897
gene-LOC111105697,0.298149524345799,0.328408475164451,0.4491768,0.4817015,0.46543915,0.0302589508186529
gene-LOC111105698,0.70104074894861,0.653507031083101,4.2566562125,3.286350825,3.77150351875,0.0475337178655095
gene-LOC111105699,NA,NA,NA,NA,NA,NA
gene-LOC111105700,NA,NA,NA,NA,NA,NA
gene-LOC111105701,0.869797083941622,0.699565036352845,6.224522825,4.5404885625,5.38250569375,0.170232047588777
gene-LOC111105702,NA,NA,NA,NA,NA,NA
gene-LOC111105703,0.708847356257338,0.525820277810888,12.735604875,7.146089,9.9408469375,0.183027078446449
gene-LOC111105704,0.985787123251517,1.29964914251042,6.57467025,9.3551734875,7.96492186875,0.313862019258904
gene-LOC111105705,NA,NA,NA,NA,NA,NA
gene-LOC111105707,0.404656745310007,0.653224408159166,9.91462125,7.1186715,8.516646375,0.248567662849159
gene-LOC111105708,0.654026484949855,0.512043439362293,12.49120975,11.635209375,12.0632095625,0.141983045587561
gene-LOC111105709,0.102672073015039,0.289462200987574,65.72308875,50.7065375,58.214813125,0.186790127972536
gene-LOC111105710,0.6503304690064,0.499875523991094,11.558225,9.638046375,10.5981356875,0.150454945015306
gene-LOC111105712,0.492991576930161,0.802266534361263,23.666631,17.70716125,20.686896125,0.309274957431102
gene-LOC111105713,0.490663052874726,0.737638094819313,22.79400975,24.076700125,23.4353549375,0.246975041944587
gene-LOC111105714,NA,NA,NA,NA,NA,NA
gene-LOC111105715,1.3161714095839,0.921229833751338,3.995760825,2.9887607125,3.49226076875,0.39494157583256
gene-LOC111105716,0.0353908442675128,0.052833337688675,63.95220125,65.76201875,64.85711,0.0174424934211622
gene-LOC111105717,0.353476130782868,0.399576607150049,2.7501405,2.538118375,2.6441294375,0.0461004763671812
gene-LOC111105718,0.0667792004472676,0.0876052899075471,50.58637,48.2203825,49.40337625,0.0208260894602795
gene-LOC111105719,2.62196467532112,1.28420457371184,3.59760714625,0.2612967125,1.929451929375,1.33776010160928
gene-LOC111105720,NA,NA,NA,NA,NA,NA
gene-LOC111105721,0.18815755174783,1.54068387583104,0.2328703875,0.7806417,0.50675604375,1.35252632408321
gene-LOC111105722,1.1293817285924,1.28488627345186,0.5547143125,0.2483074375,0.401510875,0.155504544859457
gene-LOC111105723,0.219251808636068,0.153758711361457,63.80683875,63.4577675,63.632303125,0.0654930972746108
gene-LOC111105724,0.0503575508542146,0.159415213795611,46.22210875,49.090845,47.656476875,0.109057662941396
gene-LOC111105725,0.275653677411184,0.652359821698137,0.437503225,0.57307945,0.5052913375,0.376706144286953
gene-LOC111105726,0.770305992075558,1.3863775070402,1.89535295875,1.7189481775,1.807150568125,0.61607151496464
gene-LOC111105727,0.365344013043968,0.261318472361686,0.280110825,0.2570551625,0.26858299375,0.104025540682282
gene-LOC111105728,0.15524323341558,0.225206702176355,69.30168625,65.71657125,67.50912875,0.0699634687607754
gene-LOC111105729,NA,NA,NA,NA,NA,NA
gene-LOC111105730,0.75051139592146,0.729920618247297,29.6760335,29.412853,29.54444325,0.020590777674163
gene-LOC111105731,1.14248050214084,1.80814603897025,0.9766005375,1.2332259,1.10491321875,0.665665536829409
gene-LOC111105732,0.408550733947315,NA,0.3095248875,NA,NA,NA
gene-LOC111105733,0.0745391241993642,0.0496617984633276,63.2483275,63.5340275,63.3911775,0.0248773257360366
gene-LOC111105734,1.54111511900188,2.27971249112386,0.7188519375,0.517493875,0.61817290625,0.738597372121976
gene-LOC111105735,2.52054889024059,2.91681547239451,0.9120370375,0.574712625,0.74337483125,0.396266582153917
gene-LOC111105736,2.06610727324977,0.828154774044494,0.2780878,0.81433045,0.546209125,1.23795249920527
gene-LOC111105737,0.760175168321695,NA,0.1910559375,NA,NA,NA
gene-LOC111105738,1.84982652993154,1.55699310091792,0.1911904875,0.1295076275,0.1603490575,0.292833429013617
gene-LOC111105739,NA,NA,NA,NA,NA,NA
gene-LOC111105740,0.340169153735676,0.374839391856894,0.3528448,0.3196307625,0.33623778125,0.034670238121218
gene-LOC111105741,0.0453256146297287,0.0713787124217553,55.147195,56.96024625,56.053720625,0.0260530977920267
gene-LOC111105742,1.17214216527817,NA,0.64315365,NA,NA,NA
gene-LOC111105743,0.574096515573605,NA,0.2894905075,NA,NA,NA
gene-LOC111105744,0.361422875493327,0.177680061348327,0.286565725,0.3130543875,0.29981005625,0.183742814145
gene-LOC111105745,0.357968369318813,0.682113237475691,1.263590375,3.0305408125,2.14706559375,0.324144868156877
gene-LOC111105746,1.10492977089121,1.07775956592424,1.984331125,1.2199917625,1.60216144375,0.0271702049669731
gene-LOC111105747,0.610533777335354,0.506232444413915,0.29715015,0.424281525,0.3607158375,0.104301332921439
gene-LOC111105748,0.326971647049715,0.165707588951272,37.9384875,33.08918875,35.513838125,0.161264058098443
gene-LOC111105749,0.75571112896791,2.39896605080493,1.562109375,6.9663940375,4.26425170625,1.64325492183702
gene-LOC111105750,NA,NA,NA,NA,NA,NA
gene-LOC111105751,NA,0.506923512129338,NA,0.3076963,NA,NA
gene-LOC111105752,NA,NA,NA,NA,NA,NA
gene-LOC111105753,1.15667183903107,2.01950406026474,1.2584008125,3.28772745,2.27306413125,0.862832221233673
gene-LOC111105754,0.160142223507549,0.166167768243628,43.2021725,41.338685,42.27042875,0.00602554473607855
gene-LOC111105755,0.277961027955971,0.226728197740797,0.4128752625,0.3936196125,0.4032474375,0.051232830215174
gene-LOC111105756,1.05224630123086,1.22986620390116,7.5884990525,3.89908966125,5.743794356875,0.1776199026703
gene-LOC111105757,NA,NA,NA,NA,NA,NA
gene-LOC111105758,0.758746534912435,0.632746255649412,3.775458,2.712521,3.2439895,0.126000279263023
gene-LOC111105760,1.02174196113268,NA,0.16942685125,NA,NA,NA
gene-LOC111105761,0.305237577641808,0.60616292499796,0.363767575,0.3850842,0.3744258875,0.300925347356153
gene-LOC111105762,0.0627331026703688,0.0479960010855848,60.07198,59.0787125,59.57534625,0.0147371015847841
gene-LOC111105763,0.0629326575569499,0.0669904272076504,56.90931,55.4892775,56.19929375,0.00405776965070052
gene-LOC111105764,NA,0.678528209885116,NA,0.3327362825,NA,NA
gene-LOC111105765,0.908648124872236,0.905037982798168,2.804756325,5.8474012125,4.32607876875,0.00361014207406718
gene-LOC111105766,0.724774778368301,0.562356944650915,0.7248099625,1.306832,1.01582098125,0.162417833717386
gene-LOC111105768,0.322441728761698,0.380370479170286,0.4851797875,0.4147065375,0.4499431625,0.0579287504085878
gene-LOC111105769,0.653930981581117,1.8311504160668,3.202008875,1.74283725,2.4724230625,1.17721943448568
gene-LOC111105770,0.222117255765796,0.618769391690729,0.4714616125,0.5267799625,0.4991207875,0.396652135924933
gene-LOC111105771,NA,NA,NA,NA,NA,NA
gene-LOC111105772,1.48724976987499,1.26357199767831,2.1709448125,1.0654775,1.61821115625,0.223677772196677
gene-LOC111105773,0.0858615336428296,0.0765634033045686,45.48194125,46.66732875,46.074635,0.00929813033826096
gene-LOC111105774,0.133898784864319,0.192365247565899,16.3867425,14.42091125,15.403826875,0.05846646270158
gene-LOC111105775,0.829412773607045,0.67427742976469,0.19963673875,0.21788345,0.208760094375,0.155135343842355
gene-LOC111105776,0.981278729548258,0.922314052747803,0.3041689725,0.13108694125,0.217627956875,0.0589646768004556
gene-LOC111105777,0.531951808327165,2.75461969566879,0.466356185,2.6895521725,1.57795417875,2.22266788734163
gene-LOC111105778,NA,NA,NA,NA,NA,NA
gene-LOC111105779,0.729095261052095,0.727108818925672,0.2981173375,0.3037074,0.30091236875,0.00198644212642374
gene-LOC111105780,1.5439608108567,0.913901504866327,0.123701715,0.10809588125,0.115898798125,0.630059305990368
gene-LOC111105781,0.127687224819589,0.169892121333041,54.24625875,53.874895,54.060576875,0.0422048965134525
gene-LOC111105782,0.850342104626448,1.99117754158861,0.573108535,0.2610533775,0.41708095625,1.14083543696217
gene-LOC111105783,0.397820785511981,0.537299358115509,0.25064543,0.3275996175,0.28912252375,0.139478572603528
gene-LOC111105784,0.671740412983577,1.80669361016243,5.8307603875,2.860152275,4.34545633125,1.13495319717885
gene-LOC111105785,0.436151082524914,0.357793224144618,5.333225375,4.453559625,4.8933925,0.0783578583802966
gene-LOC111105786,0.28757019050543,0.47758989378149,0.27331565,0.25086091875,0.262088284375,0.19001970327606
gene-LOC111105787,NA,NA,NA,NA,NA,NA
gene-LOC111105788,0.680621985232646,0.566804099344201,0.48936057625,0.30040998,0.394885278125,0.113817885888445
gene-LOC111105789,0.80822796541604,0.490957985979997,0.7758701375,0.97519475,0.87553244375,0.317269979436043
gene-LOC111105790,NA,NA,NA,NA,NA,NA
gene-LOC111105791,0.120449472887814,0.129209870686104,53.53002375,60.96496875,57.24749625,0.00876039779829065
gene-LOC111105792,1.12973312420274,NA,0.2881596525,NA,NA,NA
gene-LOC111105793,1.07180127763888,NA,6.6019626275,NA,NA,NA
gene-LOC111105794,1.61151125472223,1.73284183544744,2.2832129,2.13633369875,2.209773299375,0.12133058072521
gene-LOC111105795,0.15571567638497,0.0808713693561413,36.7262775,33.1007325,34.913505,0.0748443070288288
gene-LOC111105796,0.702115669959613,0.63240151706346,0.2570124825,0.28108755,0.26905001625,0.0697141528961533
gene-LOC111105797,0.512487952186075,0.69402574429528,0.24395098375,0.25539537,0.249673176875,0.181537792109205
gene-LOC111105798,0.518801052534928,0.631245777607084,28.0198575,20.330303625,24.1750805625,0.112444725072156
gene-LOC111105799,NA,NA,NA,NA,NA,NA
gene-LOC111105800,0.719264631080128,0.472476086472579,0.2309431925,0.32267177625,0.276807484375,0.246788544607549
gene-LOC111105801,NA,NA,NA,NA,NA,NA
gene-LOC111105802,0.135155031211349,0.342148104902265,0.2736016375,0.2373819125,0.255491775,0.206993073690916
gene-LOC111105803,0.935246841969325,1.12664947853305,0.4624179075,0.596587975,0.52950294125,0.191402636563721
gene-LOC111105804,1.00592945071278,NA,0.349900575,NA,NA,NA
gene-LOC111105805,0.529296560839229,0.691637711809849,9.9495022875,6.9239263,8.43671429375,0.16234115097062
gene-LOC111105806,0.0369891256255032,0.0834141395242334,62.03471625,59.86744875,60.9510825,0.0464250138987303
gene-LOC111105807,0.0339557161729587,0.0846736972895859,16.3098025,17.049015,16.67940875,0.0507179811166272
gene-LOC111105808,0.43670697543318,0.552352007232006,0.21733267125,0.29328951625,0.25531109375,0.115645031798826
gene-LOC111105809,0.701613424848666,1.85697898915506,0.20196066,0.8404894525,0.52122505625,1.15536556430639
gene-LOC111105810,0.851106634242268,0.547527695886473,1.0382371,0.5075813375,0.77290921875,0.303578938355795
gene-LOC111105811,0.164494113330135,0.187177770488427,37.6779325,48.0164275,42.84718,0.0226836571582913
gene-LOC111105812,0.188203941289172,NA,0.29328045,NA,NA,NA
gene-LOC111105813,0.770169772918473,0.564231725577816,0.56904526125,0.24810875375,0.4085770075,0.205938047340657
gene-LOC111105814,0.54686574916245,0.675929867985041,21.1553327875,26.4648943875,23.8101135875,0.129064118822591
gene-LOC111105815,0.427500080338506,0.303398538748921,0.234110825,0.288977975,0.2615444,0.124101541589585
gene-LOC111105816,0.0951613329557972,0.104948790291609,54.3878125,57.8265825,56.1071975,0.00978745733581166
gene-LOC111105817,0.260448218033824,0.599823118758624,0.32299841875,0.24147429625,0.2822363575,0.3393749007248
gene-LOC111105818,0.841637562331826,0.899853635668245,0.2845361,0.18321222,0.23387416,0.0582160733364188
gene-LOC111105819,0.414501203097178,0.187126046544487,1.5085304875,1.30975095,1.40914071875,0.227375156552692
gene-LOC111105820,0.568224279101872,NA,0.275596215,NA,NA,NA
gene-LOC111105821,NA,NA,NA,NA,NA,NA
gene-LOC111105822,0.973911454447513,1.07547333275746,7.4579161375,2.043225125,4.75057063125,0.101561878309949
gene-LOC111105823,1.7258226114664,2.65002733020499,1.8048143125,3.4179509375,2.611382625,0.92420471873859
gene-LOC111105824,0.171324303392067,0.0797948365943298,47.85459,43.69382625,45.774208125,0.0915294667977372
gene-LOC111105825,NA,NA,NA,NA,NA,NA
gene-LOC111105826,0.351656035733471,0.595737944984208,1.2457918625,0.846715725,1.04625379375,0.244081909250737
gene-LOC111105827,0.144773387624616,0.167624885414791,44.85272475,43.7446435,44.298684125,0.0228514977901753
gene-LOC111105828,0.0373974030957008,0.0426005484902094,58.88350375,57.5562275,58.219865625,0.00520314539450861
gene-LOC111105829,0.211036235025245,0.283594603362548,15.9692225,14.80100625,15.385114375,0.0725583683373034
gene-LOC111105830,0.700423197967775,1.12776187712585,0.256809365,0.25769690375,0.257253134375,0.427338679158075
gene-LOC111105831,0.188321389091812,0.238320077719475,58.0668725,53.27226,55.66956625,0.0499986886276629
gene-LOC111105832,0.432428524163511,0.413812482630327,2.4860288,2.272981875,2.3795053375,0.0186160415331842
gene-LOC111105833,0.488968585016069,0.591572282922037,1.6833174125,1.3888643125,1.5360908625,0.102603697905967
gene-LOC111105834,0.0624295831967831,0.0784736508145651,62.03333875,65.50392,63.768629375,0.016044067617782
gene-LOC111105835,0.3658426880927,0.243054734364017,0.23876229625,0.25851787,0.248640083125,0.122787953728683
gene-LOC111105836,0.0885048456284913,0.0991676759128715,61.02562625,62.527945,61.776785625,0.0106628302843802
gene-LOC111105837,1.10766796845179,2.91681547239451,0.3579604625,0.0967261875,0.227343325,1.80914750394272
gene-LOC111105838,0.784233134221702,0.795492329708906,1.8111083,2.0294017875,1.92025504375,0.0112591954872043
gene-LOC111105839,0.115266170105919,0.377208417532531,23.100835575,18.6957784625,20.89830701875,0.261942247426612
gene-LOC111105840,0.466319305711566,0.552413008313988,0.6207682,0.45046755,0.535617875,0.0860937026024213
gene-LOC111105841,NA,NA,NA,NA,NA,NA
gene-LOC111105842,0.964988296916281,0.644665303031363,1.10398425,1.1056848125,1.10483453125,0.320322993884918
gene-LOC111105843,NA,1.22195084916725,NA,0.2743421375,NA,NA
gene-LOC111105844,0.261144767745037,1.48064436704306,0.855403325,0.975556875,0.9154801,1.21949959929802
gene-LOC111105845,0.634417125381606,0.58453381284129,9.412783375,16.78183125,13.0973073125,0.0498833125403162
gene-LOC111105846,1.14407418715203,1.10606642957316,7.907815375,15.70190825,11.8048618125,0.0380077575788653
gene-LOC111105847,0.184766788740796,0.0777306648643829,55.67572125,56.7091325,56.192426875,0.107036123876413
gene-LOC111105848,0.71989058213493,1.50211080487456,0.682586325,1.9607737875,1.32168005625,0.782220222739633
gene-LOC111105849,0.276121959359408,2.10439723550773,0.267087525,1.0067663625,0.63692694375,1.82827527614832
gene-LOC111105850,0.159487100118134,0.206533074808712,74.94541,71.2904325,73.11792125,0.0470459746905777
gene-LOC111105851,0.427215447676197,0.881414047305121,0.34479108125,0.37532449875,0.36005779,0.454198599628924
gene-LOC111105852,0.372745030758192,0.138841318136713,0.355103675,0.2695120875,0.31230788125,0.233903712621479
gene-LOC111105853,0.43325425849295,0.4249004168101,0.45336168,0.33131426875,0.392337974375,0.00835384168284936
gene-LOC111105854,1.25080726076045,1.00536349130839,7.381544475,13.16348975,10.2725171125,0.245443769452059
gene-LOC111105855,0.663940226860724,0.53181923188676,22.594252125,27.53636875,25.0653104375,0.132120994973963
gene-LOC111105856,NA,NA,NA,NA,NA,NA
gene-LOC111105857,0.0658128528186554,0.108708069110943,58.062915,58.55886875,58.310891875,0.0428952162922877
gene-LOC111105858,0.065508181814263,0.0663208459402983,36.619005,36.9179475,36.76847625,0.00081266412603534
gene-LOC111105859,0.391494124232363,0.374684255913075,0.2438119625,0.316348,0.28007998125,0.0168098683192876
gene-LOC111105860,0.782314272815224,0.84098198855386,0.22508412875,0.13967684625,0.1823804875,0.0586677157386355
gene-LOC111105861,1.05443493142086,1.01681621117512,3.7949307125,1.7221453125,2.7585380125,0.0376187202457363
gene-LOC111105862,0.731623071063681,0.670514240691533,1.3063734375,0.7245798,1.01547661875,0.0611088303721479
gene-LOC111105863,0.592360142433298,0.267755277369738,0.5133371625,0.335290825,0.42431399375,0.32460486506356
gene-LOC111105864,0.0972123904666438,0.0979117181567733,66.132755,63.886405,65.00958,0.000699327690129523
gene-LOC111105865,0.270060175738797,NA,47.24172625,NA,NA,NA
gene-LOC111105866,0.133830900137475,0.173281997562524,46.42592625,44.3278925,45.376909375,0.0394510974250484
gene-LOC111105867,1.71922126943588,1.6057100988498,0.2491050625,0.1799994,0.21455223125,0.11351117058608
gene-LOC111105868,NA,NA,NA,NA,NA,NA
gene-LOC111105869,0.0667076735865868,0.212946495124854,60.99958125,61.8496375,61.424609375,0.146238821538267
gene-LOC111105870,0.868108542404332,1.01661089162709,21.223181125,21.9724785,21.5978298125,0.148502349222754
gene-LOC111105871,0.965344803057701,1.12395853821014,22.8322395,25.832080325,24.3321599125,0.158613735152442
gene-LOC111105872,0.533326736449301,1.27316626325477,1.54560075,3.351331675,2.4484662125,0.739839526805471
gene-LOC111105873,NA,NA,NA,NA,NA,NA
gene-LOC111105874,NA,NA,NA,NA,NA,NA
gene-LOC111105875,0.896381292496739,0.783125196282798,0.3297612975,0.2508677375,0.2903145175,0.113256096213941
gene-LOC111105876,1.30268403140215,0.969211981573967,1.8015590375,0.84927285,1.32541594375,0.333472049828182
gene-LOC111105877,0.692377794658386,0.92280063678944,0.23485965375,0.18477761875,0.20981863625,0.230422842131054
gene-LOC111105878,0.644854553928157,0.733052412302511,0.32037393875,0.35112441875,0.33574917875,0.0881978583743541
gene-LOC111105879,0.0978675507759368,0.0881792223346309,57.84385125,58.8404075,58.342129375,0.00968832844130595
gene-LOC111105880,0.0663025284743955,0.0949981608594059,57.92838625,54.2334275,56.080906875,0.0286956323850105
gene-LOC111105881,NA,1.95938818992711,NA,0.2876488125,NA,NA
gene-LOC111105882,2.50623469308958,0.34916552468736,3.61071935,0.5545974375,2.08265839375,2.15706916840222
gene-LOC111105883,0.663663266138291,NA,0.23758030125,NA,NA,NA
gene-LOC111105884,0.473799065753272,0.697378170995671,3.7404460875,3.5782606125,3.65935335,0.2235791052424
gene-LOC111105885,NA,NA,NA,NA,NA,NA
gene-LOC111105886,1.10554026066599,NA,13.18365675,NA,NA,NA
gene-LOC111105887,NA,NA,NA,NA,NA,NA
gene-LOC111105888,1.56860768687116,2.40379263430366,2.8467886875,5.55409,4.20043934375,0.835184947432503
gene-LOC111105889,0.696442995693231,NA,37.15972475,NA,NA,NA
gene-LOC111105890,0.6854624978578,0.380574043502109,0.829679825,0.5221009875,0.67589040625,0.30488845435569
gene-LOC111105891,NA,0.966332116772273,NA,1.8381069325,NA,NA
gene-LOC111105892,0.0389714900464017,0.0724241855948699,65.37631125,60.13335625,62.75483375,0.0334526955484682
gene-LOC111105893,0.542271016000893,0.403660107681011,0.32273324625,0.2670922275,0.294912736875,0.138610908319882
gene-LOC111105894,NA,NA,NA,NA,NA,NA
gene-LOC111105895,0.445562017792996,0.250091045158134,1.10074375,1.103503225,1.1021234875,0.195470972634862
gene-LOC111105896,0.137512382610335,0.154107325591555,52.4996575,49.4997525,50.999705,0.0165949429812199
gene-LOC111105897,0.0473966484376692,0.0603054187302729,64.626115,62.34114625,63.483630625,0.0129087702926036
gene-LOC111105898,1.14256547692312,2.00308375894897,1.3434295125,2.295115125,1.81927231875,0.86051828202585
gene-LOC111105899,0.184481110946729,0.88897825976257,0.3534720875,0.54472255,0.44909731875,0.704497148815841
gene-LOC111105900,1.66140240296753,0.382843788455835,1.5848940875,0.4631259375,1.0240100125,1.2785586145117
gene-LOC111105901,0.480998710163417,0.42504534286938,0.35067522875,0.22334857625,0.2870119025,0.0559533672940374
gene-LOC111105902,NA,NA,NA,NA,NA,NA
gene-LOC111105903,0.179647322258359,0.248108245100818,60.58144,49.1654325,54.87343625,0.0684609228424595
gene-LOC111105904,0.265936084554983,0.137315977255627,30.63816625,28.20199875,29.4200825,0.128620107299356
gene-LOC111105905,0.679280288381888,0.523222653169988,3.295529875,3.040846125,3.168188,0.1560576352119
gene-LOC111105906,1.16354794340469,0.75746398873102,0.617702165,0.8589814,0.7383417825,0.406083954673673
gene-LOC111105907,0.0902569765016631,0.154008157003811,49.6136,49.05085375,49.332226875,0.063751180502148
gene-LOC111105908,0.271902770688857,0.225071126230091,28.66946125,28.78540625,28.72743375,0.0468316444587656
gene-LOC111105909,0.0639197563472266,0.0980759028454984,53.82073625,50.24649,52.033613125,0.0341561464982718
gene-LOC111105910,0.303778914002576,0.486769924460615,0.5311415375,0.42867625,0.47990889375,0.182991010458039
gene-LOC111105911,0.337074593688232,0.214643810722403,0.289629875,0.2346803375,0.26215510625,0.12243078296583
gene-LOC111105912,0.0370758514550078,0.102665482894553,73.53495375,66.95133875,70.24314625,0.0655896314395454
gene-LOC111105913,0.613613685617691,0.708203304536515,0.2484829225,0.30830192625,0.278392424375,0.0945896189188237
gene-LOC111105914,1.17964188079304,0.953857415970041,0.23021589125,0.3113648525,0.270790371875,0.225784464823001
gene-LOC111105915,0.124980571667643,0.328108495456607,39.35704,28.9034225,34.13023125,0.203127923788964
gene-LOC111105916,0.902524025627906,1.09928473733477,0.32929435,0.430341425,0.3798178875,0.196760711706866
gene-LOC111105917,0.678387931024272,0.544475482820341,0.6148459325,0.571744555,0.59329524375,0.133912448203931
gene-LOC111105918,1.23479422373741,1.0151790652903,2.0641394125,0.92045375,1.49229658125,0.219615158447108
gene-LOC111105919,0.388484238759174,2.41571476982724,1.0833263125,3.7662728625,2.4247995875,2.02723053106806
gene-LOC111105920,0.754345880058403,0.466935381423227,1.1110095375,0.919670475,1.01534000625,0.287410498635176
gene-LOC111105921,0.663455661121987,0.946689888101461,1.7643834,2.135099725,1.9497415625,0.283234226979475
gene-LOC111105922,0.455196629802177,0.636846154231943,1.21441675,1.1888261,1.201621425,0.181649524429765
gene-LOC111105923,0.237769612207978,0.302923698972901,41.4211975,41.68655125,41.553874375,0.0651540867649234
gene-LOC111105924,1.01157944270727,0.545144946806354,2.7522983125,4.4847715125,3.6185349125,0.466434495900911
gene-LOC111105925,0.0789052347363164,0.124389910877927,60.675785,58.79111875,59.733451875,0.045484676141611
gene-LOC111105927,1.87314285627163,1.31385463204747,2.370510025,3.628832775,2.9996714,0.559288224224154
gene-LOC111105928,0.816553870089661,0.329426875441175,0.2394347275,0.27133697,0.25538584875,0.487126994648486
gene-LOC111105929,0.224494799975566,0.253192516072106,43.77174,43.88508125,43.828410625,0.0286977160965399
gene-LOC111105930,1.24988117834619,1.76506015098072,0.293605335,0.72815345875,0.510879396875,0.515178972634532
gene-LOC111105931,0.227112452119535,0.15231778688285,42.9353425,46.4065775,44.67096,0.0747946652366843
gene-LOC111105932,0.0729661296953129,0.0387140667756792,47.18223875,47.63931125,47.410775,0.0342520629196336
gene-LOC111105933,1.29490270195616,0.822255121260811,4.2336619125,3.66739015,3.95052603125,0.472647580695349
gene-LOC111105934,0.313525008686838,0.538736367421893,5.566858375,4.673688875,5.120273625,0.225211358735055
gene-LOC111105935,NA,NA,NA,NA,NA,NA
gene-LOC111105936,0.0784118744541226,0.0840737506259978,52.8643475,53.7446175,53.3044825,0.00566187617187522
gene-LOC111105937,0.449877460652527,0.466289990456564,0.358408975,0.24891375,0.3036613625,0.0164125298040368
gene-LOC111105938,0.815449130725142,0.284724327700051,3.0982587,7.1044917375,5.10137521875,0.530724803025091
gene-LOC111105939,1.16958914197797,0.60736274294822,1.02783065,0.570823725,0.7993271875,0.562226399029753
gene-LOC111105940,0.534339671913593,0.878333517499638,3.643868375,5.691053625,4.667461,0.343993845586045
gene-LOC111105941,0.142408742109694,0.121635887809662,73.85341,71.8549425,72.85417625,0.0207728543000317
gene-LOC111105942,1.83182612239945,1.89769654361775,4.98676444125,6.932116225,5.959440333125,0.0658704212182923
gene-LOC111105943,1.61800557344288,1.8540530314455,3.76621285625,3.7459755025,3.756094179375,0.23604745800262
gene-LOC111105944,0.351549343325013,0.430868249697745,19.6525845,22.654390375,21.1534874375,0.0793189063727315
